CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;57;6;1;7;NA;1.5;0.51;0.03
2;FALSE;FALSE;157;3;0;NA;NA;0.25;1.76;0.48
3;FALSE;FALSE;8;1;0;NA;NA;2.13;2.38;0.26
4;TRUE;FALSE;107;4;2;NA;NA;0.88;1.13;0.71
5;FALSE;FALSE;182;5;1;NA;9;1.19;0.2;0.14
6;FALSE;FALSE;82;2;2;NA;NA;2.44;1.45;0.59
7;FALSE;FALSE;132;0;2;NA;NA;0.56;2.07;0.37
8;FALSE;FALSE;33;3;0;NA;NA;1.81;0.82;0.82
9;FALSE;FALSE;120;1;0;NA;NA;1.03;1.6;0.54
10;FALSE;FALSE;20;5;2;NA;6;2.28;0.35;0.09
11;FALSE;FALSE;70;0;0;NA;NA;1.66;2.23;0.31
12;FALSE;FALSE;169;3;1;NA;NA;0.41;0.98;0.76
13;FALSE;FALSE;144;6;0;4;NA;0.1;0.04;0.2
14;FALSE;FALSE;45;2;1;NA;NA;1.35;1.29;0.65
15;FALSE;FALSE;95;4;1;NA;NA;1.97;0.67;0.88
16;FALSE;FALSE;194;0;2;NA;NA;0.72;1.92;0.43
17;FALSE;FALSE;76;3;2;NA;NA;0.95;1.84;0.74
18;FALSE;FALSE;176;0;1;NA;NA;2.2;0.59;0.29
19;FALSE;FALSE;26;2;0;NA;NA;0.33;1.21;0.51
20;FALSE;FALSE;126;5;1;NA;10;1.58;2.46;0.06
21;FALSE;FALSE;101;1;1;NA;NA;0.02;0.27;0.4
22;FALSE;FALSE;200;4;0;NA;NA;1.27;1.52;0.85
23;FALSE;FALSE;51;6;0;11;NA;0.64;2.15;0.17
24;FALSE;FALSE;151;2;2;NA;NA;1.89;0.9;0.62
25;FALSE;FALSE;39;0;2;NA;NA;1.11;0.12;0.34
26;FALSE;FALSE;138;4;1;NA;NA;2.36;1.37;0.79
27;FALSE;FALSE;188;2;1;NA;NA;1.74;0.74;0.57
28;FALSE;FALSE;88;5;0;NA;8;0.49;1.99;0.12
29;FALSE;FALSE;64;3;1;NA;NA;0.8;1.06;0.45
30;FALSE;FALSE;113;1;0;NA;NA;1.42;0.43;0.23
31;FALSE;FALSE;14;5;2;NA;9;0.17;1.68;0.68
32;FALSE;FALSE;197;2;0;NA;NA;1.62;0.08;0.75
33;FALSE;FALSE;148;4;1;NA;NA;2.24;1.95;0.52
34;FALSE;FALSE;48;1;0;NA;NA;0.99;0.7;0.07
35;FALSE;FALSE;172;5;0;NA;5;1.93;1.64;0.41
36;FALSE;FALSE;73;1;2;NA;NA;0.68;0.39;0.86
37;FALSE;FALSE;123;0;2;NA;NA;1.31;1.02;0.19
38;FALSE;FALSE;23;3;1;NA;NA;0.06;2.27;0.64
39;FALSE;FALSE;36;5;1;NA;3;0.84;1.49;0.24
40;FALSE;FALSE;135;2;0;NA;NA;2.09;0.24;0.69
41;TRUE;FALSE;185;4;2;NA;NA;1.46;2.11;0.47
42;FALSE;FALSE;85;0;0;NA;NA;0.21;0.86;0.02
43;FALSE;FALSE;110;6;1;20;NA;1.78;1.8;0.36
44;FALSE;FALSE;11;3;2;NA;NA;0.53;0.55;0.81
45;TRUE;FALSE;61;4;0;NA;NA;1.15;2.42;0.58
46;FALSE;FALSE;160;1;1;NA;NA;2.4;1.17;0.13
47;FALSE;FALSE;92;3;0;NA;NA;2.32;2.03;0.78
48;FALSE;FALSE;141;1;1;NA;NA;0.45;1.41;0.1
49;FALSE;FALSE;42;4;2;NA;NA;1.7;0.16;0.55
50;FALSE;FALSE;17;0;1;NA;NA;2.01;1.72;0.22
51;FALSE;FALSE;116;3;0;NA;NA;0.76;0.47;0.67
52;FALSE;FALSE;67;5;1;NA;2;1.38;1.1;0.44
53;FALSE;FALSE;166;2;2;NA;NA;0.13;2.35;0.89
54;FALSE;FALSE;29;2;1;NA;NA;1.54;1.88;0.72
55;FALSE;FALSE;179;0;0;NA;NA;0.92;1.25;0.05
56;FALSE;FALSE;79;4;2;NA;NA;2.17;0;0.5
57;FALSE;FALSE;154;5;0;NA;3;0.6;0.31;0.61
58;FALSE;FALSE;54;1;2;NA;NA;1.85;1.56;0.16
59;FALSE;FALSE;104;3;1;NA;NA;1.23;2.19;0.83
60;FALSE;FALSE;12;0;0;NA;NA;0.7;1.43;0.74
61;FALSE;FALSE;112;3;2;NA;NA;1.95;0.18;0.29
62;FALSE;FALSE;62;5;2;NA;10;0.08;0.8;0.52
63;FALSE;FALSE;162;2;1;NA;NA;1.33;2.05;0.07
64;FALSE;FALSE;137;1;2;NA;NA;1.64;1.74;0.85
65;FALSE;FALSE;37;4;1;NA;NA;0.39;0.49;0.4
66;FALSE;FALSE;186;6;0;17;NA;2.26;1.11;0.63
67;FALSE;FALSE;87;3;1;NA;NA;1.01;2.36;0.18
68;FALSE;FALSE;25;6;1;20;NA;1.17;0.65;0.46
69;FALSE;FALSE;124;2;0;NA;NA;2.42;1.9;0.01
70;FALSE;FALSE;174;4;2;NA;NA;1.79;0.02;0.24
71;FALSE;FALSE;74;0;1;NA;NA;0.54;1.27;0.69
72;FALSE;FALSE;149;5;0;NA;7;1.48;0.96;0.57
73;FALSE;FALSE;50;1;2;NA;NA;0.23;2.21;0.12
74;FALSE;FALSE;99;3;0;NA;NA;0.86;0.33;0.35
75;FALSE;FALSE;199;0;1;NA;NA;2.11;1.58;0.8
76;FALSE;FALSE;93;0;2;NA;NA;1.56;1.19;0.83
77;FALSE;FALSE;193;3;1;NA;NA;0.31;2.44;0.38
78;FALSE;FALSE;43;5;0;NA;9;2.19;1.82;0.6
79;FALSE;FALSE;143;1;2;NA;NA;0.94;0.57;0.15
80;FALSE;FALSE;19;2;0;NA;NA;1.87;0.26;0.04
81;FALSE;FALSE;168;1;0;NA;NA;1.25;0.88;0.71
82;FALSE;FALSE;68;4;1;NA;NA;2.5;2.13;0.26
83;FALSE;FALSE;56;2;0;NA;NA;2.03;0.1;0.1
84;FALSE;FALSE;155;5;1;NA;6;0.78;1.35;0.55
85;FALSE;FALSE;106;0;1;NA;NA;0.15;0.72;0.77
86;FALSE;FALSE;6;4;2;NA;NA;1.4;1.97;0.32
87;FALSE;FALSE;81;6;1;16;NA;1.72;1.66;0.66
88;FALSE;FALSE;180;3;2;NA;NA;0.47;0.41;0.21
89;FALSE;FALSE;130;5;0;NA;10;1.09;2.29;0.43
90;FALSE;FALSE;31;1;2;NA;NA;2.34;1.04;0.88
91;FALSE;FALSE;15;4;0;NA;NA;1.52;1.39;0.17
92;FALSE;FALSE;115;0;1;NA;NA;0.27;0.14;0.62
93;FALSE;FALSE;65;2;2;NA;NA;2.15;0.76;0.39
94;FALSE;FALSE;165;6;0;8;NA;0.9;2.01;0.84
95;FALSE;FALSE;190;1;0;NA;NA;0.58;1.08;0.28
96;FALSE;FALSE;90;5;2;NA;4;1.83;2.33;0.73
97;FALSE;FALSE;40;0;1;NA;NA;2.46;0.45;0.5
98;FALSE;FALSE;140;3;2;NA;NA;1.21;1.7;0.05
99;FALSE;FALSE;78;1;0;NA;NA;1.37;0.61;0.56
100;FALSE;FALSE;177;4;1;NA;NA;0.12;1.86;0.11
101;FALSE;FALSE;127;3;1;NA;NA;0.74;1.23;0.33
102;FALSE;FALSE;152;0;2;NA;NA;1.05;0.29;0.67
103;TRUE;FALSE;53;4;0;NA;NA;2.3;1.54;0.22
104;FALSE;FALSE;102;5;0;NA;2;0.43;2.17;0.9
105;FALSE;FALSE;3;2;1;NA;NA;1.68;0.92;0.45
106;FALSE;FALSE;171;2;2;NA;NA;1.44;1.47;0.36
107;FALSE;FALSE;71;6;0;8;NA;0.19;0.22;0.81
108;FALSE;FALSE;22;1;2;NA;NA;0.82;2.09;0.59
109;FALSE;FALSE;121;4;1;NA;NA;2.07;0.84;0.14
110;FALSE;FALSE;47;3;1;NA;NA;0.51;1.15;0.03
111;FALSE;FALSE;146;0;0;NA;NA;1.76;2.4;0.48
112;FALSE;FALSE;96;2;1;NA;NA;1.13;1.78;0.25
113;FALSE;FALSE;196;5;2;NA;3;2.38;0.53;0.7
114;FALSE;FALSE;34;3;0;NA;NA;0.04;1.62;0.31
115;FALSE;FALSE;134;6;1;11;NA;1.29;0.37;0.76
116;FALSE;FALSE;183;1;0;NA;NA;1.91;2.25;0.53
117;FALSE;FALSE;84;5;2;NA;2;0.66;1;0.08
118;FALSE;FALSE;109;2;2;NA;NA;2.22;1.31;0.42
119;FALSE;FALSE;59;0;1;NA;NA;0.35;1.94;0.64
120;FALSE;FALSE;158;4;0;NA;NA;1.6;0.69;0.19
121;FALSE;FALSE;148;1;1;NA;NA;1.06;1.26;0.5
122;FALSE;FALSE;49;5;0;NA;8;2.31;0.01;0.05
123;FALSE;FALSE;198;6;0;4;NA;0.44;0.64;0.72
