RUN_ID;PATH;ITERATION_1;CONFIG_ID_1;SOLUTION_1;QUALITY_1;ORIGIN_TYPE_1;TYPE_1;ORIGIN_IS_ELITE_1;IS_ELITE_1;ITERATION_2;CONFIG_ID_2;SOLUTION_2;QUALITY_2;ORIGIN_TYPE_2;TYPE_2;ORIGIN_IS_ELITE_2;IS_ELITE_2
1;FALSE;1;21;02751XX0721014030;0.34250033;START;STANDARD;TRUE;TRUE;1;21;02751XX0721014030;0.34250033;START;STANDARD;TRUE;TRUE
1;FALSE;1;22;12720XXXX08501575;0.63033954;START;START;FALSE;FALSE;1;22;12720XXXX08501575;0.63033954;START;START;FALSE;FALSE
1;FALSE;1;23;17742XXXX02520055;0.49702467;START;STANDARD;TRUE;TRUE;1;23;17742XXXX02520055;0.49702467;START;STANDARD;TRUE;TRUE
1;FALSE;1;24;07701XXXX15007510;0.71127426;START;START;FALSE;FALSE;1;24;07701XXXX15007510;0.71127426;START;START;FALSE;FALSE
1;FALSE;1;25;11702XXXX00509005;0.80514796;START;START;FALSE;FALSE;1;25;11702XXXX00509005;0.80514796;START;START;FALSE;FALSE
1;FALSE;1;26;01730XXXX13021550;0.67815781;START;START;FALSE;FALSE;1;26;01730XXXX13021550;0.67815781;START;START;FALSE;FALSE
1;FALSE;1;27;16750XX0707015525;0.45704338;START;STANDARD;TRUE;TRUE;1;27;16750XX0707015525;0.45704338;START;STANDARD;TRUE;TRUE
1;FALSE;1;28;06721XXXX19503070;0.5767321;START;START;FALSE;FALSE;1;28;06721XXXX19503070;0.5767321;START;START;FALSE;FALSE
1;FALSE;1;29;19221XXXX04000080;0.73637045;START;START;FALSE;FALSE;1;29;19221XXXX04000080;0.73637045;START;START;FALSE;FALSE
1;FALSE;1;30;04210XXXX22506015;0.58520617;START;START;FALSE;FALSE;1;30;04210XXXX22506015;0.58520617;START;START;FALSE;FALSE
1;FALSE;1;31;14242XXXX10018560;0.50690536;START;STANDARD;TRUE;TRUE;1;31;14242XXXX10018560;0.50690536;START;STANDARD;TRUE;TRUE
1;FALSE;1;32;05231XXXX21509555;0.62207104;START;START;FALSE;FALSE;1;32;05231XXXX21509555;0.62207104;START;START;FALSE;FALSE
1;TRUE;1;21;02751XX0721014030;0.34250033;START;STANDARD;TRUE;TRUE;2;21;02751XX0721014030;0.34250033;STANDARD;STANDARD;TRUE;TRUE
