RUN_ID;PATH;ITERATION_1;CONFIG_ID_1;SOLUTION_1;QUALITY_1;CONFIG_COUNT_1;ELITE_COUNT_1;REGULAR_COUNT_1;START_COUNT_1;STANDARD_COUNT_1;END_COUNT_1;ELITE_START_COUNT_1;ELITE_STANDARD_COUNT_1;ELITE_END_COUNT_1;REGULAR_START_COUNT_1;REGULAR_STANDARD_COUNT_1;REGULAR_END_COUNT_1;ITERATION_2;CONFIG_ID_2;SOLUTION_2;QUALITY_2;CONFIG_COUNT_2;ELITE_COUNT_2;REGULAR_COUNT_2;START_COUNT_2;STANDARD_COUNT_2;END_COUNT_2;ELITE_START_COUNT_2;ELITE_STANDARD_COUNT_2;ELITE_END_COUNT_2;REGULAR_START_COUNT_2;REGULAR_STANDARD_COUNT_2;REGULAR_END_COUNT_2
1;FALSE;1;29;17721XXXX02500075;0.73637045;1;0;1;1;0;0;0;0;0;3;0;0;1;29;17721XXXX02500075;0.73637045;1;0;1;1;0;0;0;0;0;3;0;0
1;FALSE;1;30;02710XXXX22505000;0.58520617;1;0;1;1;0;0;0;0;0;3;0;0;1;30;02710XXXX22505000;0.58520617;1;0;1;1;0;0;0;0;0;3;0;0
1;FALSE;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;FALSE;1;32;05231XXXX20007550;0.62207104;1;0;1;1;0;0;0;0;0;3;0;0;1;32;05231XXXX20007550;0.62207104;1;0;1;1;0;0;0;0;0;3;0;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;1;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;1;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;33;12751XX0210010050;0.89695509;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;34;07721XXXX07507575;0.72222057;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;35;00211XXXX02515050;0.54880732;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;36;15252XX0212505000;0.94843085;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;37;15200XXXX00000000;0.75342426;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;38;10210XXXX25015050;0.57435025;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;39;07721XXXX00012525;0.92688006;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;40;15220XXXX20015075;0.72998401;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;41;00220XXXX22517550;0.56730319;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;42;07710XXXX20010075;0.58498287;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;43;15250XX0222515075;0.54632743;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;44;0776004XX22522525;0.94928927;1;0;1;0;0.5;0.5;0;0;0;0;1.5;1.5
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;45;15222XXXX00015025;0.86010452;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;46;07701XXXX10015000;0.9170007;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;47;1526004XX15017575;0.82808043;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;48;1526004XX15020025;0.83594776;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;49;07712XXXX22517500;0.68027237;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0
