CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;164;4;0;NA;NA;1.1;2.48;0.63;6;6
19;TRUE;FALSE;183;1;0;NA;NA;2.28;2.09;0.72;19;19
52;TRUE;FALSE;155;4;2;NA;NA;0.99;1.82;0.68;52;52
59;TRUE;FALSE;118;4;2;NA;NA;0.21;1.66;0.73;59;59
65;TRUE;FALSE;82;1;1;NA;NA;2.06;1.64;0.85;65;65
67;TRUE;FALSE;96;1;0;NA;NA;2.31;2.36;0.69;67;67
71;TRUE;FALSE;153;4;0;NA;NA;1.58;2;0.66;71;71
75;TRUE;FALSE;192;5;0;NA;4;1.86;1.57;0.69;75;75
95;TRUE;FALSE;88;1;0;NA;NA;0.59;2.41;0.65;95;95
127;TRUE;FALSE;132;4;0;NA;NA;1.88;2.18;0.66;127;127
133;TRUE;FALSE;127;4;0;NA;NA;1.62;2.07;0.74;133;133
142;TRUE;FALSE;63;4;0;NA;NA;2.32;1.95;0.63;142;142
192;TRUE;FALSE;114;4;0;NA;NA;1.9;2.23;0.56;192;192
199;TRUE;FALSE;76;4;0;NA;NA;2.48;2.27;0.66;199;199
219;TRUE;FALSE;121;4;0;NA;NA;1.75;2.1;0.62;219;219
232;TRUE;FALSE;125;4;0;NA;NA;2.11;2.15;0.67;232;232
247;TRUE;FALSE;85;4;0;NA;NA;2.39;2.4;0.62;247;247
248;TRUE;FALSE;118;4;0;NA;NA;1.96;2.39;0.54;248;248
253;TRUE;FALSE;86;4;0;NA;NA;2.26;2.34;0.59;253;253
293;TRUE;FALSE;65;4;0;NA;NA;2.44;2.35;0.59;293;293
302;TRUE;FALSE;74;4;0;NA;NA;2.31;2.17;0.67;302;302
311;TRUE;FALSE;65;4;0;NA;NA;2.24;2.44;0.57;311;311
346;TRUE;FALSE;86;4;0;NA;NA;2.3;2.49;0.63;346;346
348;TRUE;FALSE;67;4;0;NA;NA;2.44;2.38;0.56;348;348
362;TRUE;FALSE;67;4;0;NA;NA;2.38;2.47;0.59;362;362
377;TRUE;FALSE;67;4;0;NA;NA;2.49;2.33;0.56;377;377
382;TRUE;FALSE;69;4;0;NA;NA;2.29;2.46;0.63;382;382
392;TRUE;TRUE;76;4;0;NA;NA;2.25;2.43;0.61;392;392
