CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
16;TRUE;FALSE;73;0;0;NA;NA;0.57;1.53;0.81;16;16
60;TRUE;FALSE;182;0;0;NA;NA;2.01;2.43;0.62;60;60
81;TRUE;FALSE;22;4;0;NA;NA;0.08;2.41;0.52;81;81
90;TRUE;FALSE;59;4;0;NA;NA;1.17;2.26;0.46;90;90
103;TRUE;FALSE;137;4;0;NA;NA;2.46;1.44;0.7;103;103
195;TRUE;FALSE;171;4;0;NA;NA;2.28;2.29;0.67;195;195
230;TRUE;FALSE;40;4;0;NA;NA;1.22;2.19;0.67;230;230
232;TRUE;FALSE;61;4;0;NA;NA;0.56;2.15;0.6;232;232
237;TRUE;FALSE;183;4;0;NA;NA;2.22;2.24;0.52;237;237
255;TRUE;FALSE;29;4;0;NA;NA;0.84;2.42;0.52;255;255
308;TRUE;FALSE;185;0;0;NA;NA;1.91;2.46;0.6;308;308
351;TRUE;FALSE;94;4;0;NA;NA;0.67;2.44;0.58;351;351
361;TRUE;FALSE;137;4;0;NA;NA;1.97;2.49;0.56;361;361
384;TRUE;FALSE;136;4;0;NA;NA;1.87;2.41;0.54;384;384
406;TRUE;FALSE;134;4;0;NA;NA;1.96;2.39;0.5;406;406
447;TRUE;FALSE;96;4;0;NA;NA;0.56;2.35;0.49;447;447
451;TRUE;TRUE;134;4;0;NA;NA;2.09;2.3;0.53;451;451
454;TRUE;FALSE;131;4;0;NA;NA;2.01;2.28;0.51;454;454
455;TRUE;FALSE;128;4;0;NA;NA;2.04;2.38;0.54;455;455
