CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
26;TRUE;FALSE;mmas;3;1.41;5.31;0.87;26;NA;NA;NA;36;0;26;26
46;TRUE;FALSE;as;3;4.15;2.03;0.27;40;NA;NA;NA;23;0;46;46
47;TRUE;FALSE;acs;2;2.9;4.53;0.51;64;0.29;NA;NA;34;1;47;47
67;TRUE;FALSE;ras;3;4.26;0.7;0.72;56;NA;11;NA;24;0;67;67
77;TRUE;FALSE;acs;1;4.58;6.33;0.41;62;0.02;NA;NA;27;1;77;77
111;TRUE;FALSE;acs;3;4.58;2.74;0.62;76;0.62;NA;NA;38;1;111;111
135;TRUE;FALSE;ras;3;2.61;4.47;0.94;57;NA;7;NA;15;0;135;135
155;TRUE;FALSE;acs;3;4.05;1.7;0.85;44;0.36;NA;NA;11;1;155;155
160;TRUE;FALSE;ras;3;4.81;3.53;0.29;25;NA;7;NA;21;0;160;160
173;TRUE;FALSE;acs;3;4.7;4.34;0.38;60;0.37;NA;NA;28;0;173;173
175;TRUE;FALSE;ras;3;2.37;1.25;0.99;28;NA;30;NA;32;0;175;175
200;TRUE;FALSE;ras;3;2.71;2.65;0.95;82;NA;17;NA;9;0;200;200
231;TRUE;FALSE;ras;3;2.46;0.94;0.79;52;NA;35;NA;25;0;231;231
270;TRUE;FALSE;ras;3;2.18;1.92;0.77;61;NA;16;NA;16;0;270;270
282;TRUE;FALSE;ras;3;2.42;2.21;0.82;75;NA;27;NA;17;0;282;282
310;TRUE;FALSE;ras;3;3.16;1.22;0.67;83;NA;22;NA;15;0;310;310
341;TRUE;FALSE;ras;3;2.41;0.42;0.95;98;NA;22;NA;18;0;341;341
355;TRUE;FALSE;ras;3;2.71;4.19;0.75;62;NA;11;NA;15;0;355;355
371;TRUE;TRUE;ras;3;2.9;3.4;0.69;56;NA;16;NA;21;0;371;371
400;TRUE;FALSE;ras;3;2.77;1.27;0.81;83;NA;31;NA;18;0;400;400
432;TRUE;FALSE;ras;3;2.63;1.86;0.86;79;NA;28;NA;17;0;432;432
442;TRUE;FALSE;ras;3;2.51;0.96;0.97;96;NA;22;NA;16;0;442;442
446;TRUE;FALSE;ras;3;2.41;0.88;0.9;98;NA;17;NA;19;0;446;446
