CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
4;TRUE;FALSE;107;4;2;NA;NA;0.88;1.13;0.71;4;4
41;TRUE;FALSE;185;4;2;NA;NA;1.46;2.11;0.47;41;41
45;TRUE;FALSE;61;4;0;NA;NA;1.15;2.42;0.58;45;45
103;TRUE;FALSE;53;4;0;NA;NA;2.3;1.54;0.22;103;103
129;TRUE;FALSE;61;1;0;NA;NA;2.47;1.73;0.67;129;129
134;TRUE;FALSE;91;4;0;NA;NA;0.66;1.88;0.37;134;134
159;TRUE;FALSE;136;4;0;NA;NA;2.1;2.37;0.19;159;159
184;TRUE;FALSE;77;4;0;NA;NA;1.07;2.45;0.36;184;184
231;TRUE;FALSE;109;4;0;NA;NA;2.06;1.52;0.42;231;231
243;TRUE;FALSE;142;4;0;NA;NA;2.21;2.29;0.34;243;243
252;TRUE;FALSE;163;4;0;NA;NA;2.49;2.23;0.13;252;252
283;TRUE;FALSE;150;4;0;NA;NA;2.06;2.28;0.19;283;283
304;TRUE;FALSE;157;4;0;NA;NA;1.79;2.15;0.18;304;304
343;TRUE;FALSE;142;4;0;NA;NA;1.6;2.46;0.24;343;343
359;TRUE;FALSE;154;4;0;NA;NA;1.98;2.45;0.34;359;359
363;TRUE;FALSE;139;4;0;NA;NA;2.12;2.36;0.29;363;363
366;TRUE;FALSE;153;4;0;NA;NA;1.87;2.39;0.22;366;366
454;TRUE;TRUE;142;4;0;NA;NA;2.03;2.45;0.37;454;454
474;TRUE;FALSE;150;4;0;NA;NA;1.66;2.42;0.25;474;474
477;TRUE;FALSE;137;4;0;NA;NA;2.11;2.49;0.32;477;477
502;TRUE;FALSE;150;4;0;NA;NA;1.96;2.45;0.38;502;502
511;TRUE;FALSE;146;4;0;NA;NA;2.12;2.45;0.36;511;511
519;TRUE;FALSE;150;4;0;NA;NA;1.78;2.38;0.39;519;519
