network_name;problem_type;number_of_runs;best_known_solution;configurations;regular_configurations;elite_configurations;start_configurations;standard_configurations;end_configurations;regular_start_configurations;regular_standard_configurations;regular_end_configurations;elite_start_configurations;elite_standard_configurations;elite_end_configurations;max_configurations;min_configurations;max_regular_configurations;min_regular_configurations;max_elite_configurations;min_elite_configurations;max_start_configurations;min_start_configurations;max_standard_configurations;min_standard_configurations;max_end_configurations;min_end_configurations;max_regular_start_configurations;min_regular_start_configurations;max_regular_standard_configurations;min_regular_standard_configurations;max_regular_end_configurations;min_regular_end_configurations;max_elite_start_configurations;min_elite_start_configurations;max_elite_standard_configurations;min_elite_standard_configurations;max_elite_end_configurations;min_elite_end_configurations;regular_configurations_rate;elite_configurations_rate;start_configurations_rate;standard_configurations_rate;end_configurations_rate;regular_start_configurations_rate;regular_standard_configurations_rate;regular_end_configurations_rate;elite_start_configurations_rate;elite_standard_configurations_rate;elite_end_configurations_rate
BH-L0;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-L1;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;2;1;2;0;2;0;1;0;2;0;2;0;1;0;2;0;2;0;1;0;2;0;2;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-L2;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;9;1;7;0;4;0;2;0;9;0;4;0;2;0;7;0;4;0;1;0;3;0;4;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-L3;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;32;1;27;0;6;0;3;0;28;0;15;0;3;0;25;0;12;0;2;0;6;0;5;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-L4;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;80;1;69;0;11;0;3;0;68;0;26;0;3;0;62;0;18;0;3;0;10;0;8;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-L5;min;20;0.20066729;9421;9006;415;2653;6559;409;2553;6166;287;100;393;122;119;1;101;0;18;0;4;0;111;0;26;0;4;0;95;0;23;0;2;0;16;0;14;0;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.27099034072816;0.654495276509925;0.0304638573399851;0.0106145844390192;0.0417153168453455;0.0129497930156034
BH-65-L0;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
BH-65-L1;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;2;1;2;0;1;0;1;0;2;0;2;0;1;0;2;0;2;0;1;0;1;0;1;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
BH-65-L2;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;11;1;11;0;4;0;2;0;5;0;9;0;2;0;5;0;9;0;1;0;3;0;4;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
BH-65-L3;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;45;1;37;0;9;0;2;0;26;0;35;0;2;0;20;0;31;0;2;0;6;0;9;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
BH-65-L4;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;119;1;102;0;17;0;3;0;50;0;76;0;3;0;37;0;65;0;2;0;13;0;12;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
