network_name;problem_type;number_of_runs;best_known_solution;configurations;regular_configurations;elite_configurations;start_configurations;standard_configurations;end_configurations;regular_start_configurations;regular_standard_configurations;regular_end_configurations;elite_start_configurations;elite_standard_configurations;elite_end_configurations;max_configurations;min_configurations;max_regular_configurations;min_regular_configurations;max_elite_configurations;min_elite_configurations;max_start_configurations;min_start_configurations;max_standard_configurations;min_standard_configurations;max_end_configurations;min_end_configurations;max_regular_start_configurations;min_regular_start_configurations;max_regular_standard_configurations;min_regular_standard_configurations;max_regular_end_configurations;min_regular_end_configurations;max_elite_start_configurations;min_elite_start_configurations;max_elite_standard_configurations;min_elite_standard_configurations;max_elite_end_configurations;min_elite_end_configurations;regular_configurations_rate;elite_configurations_rate;start_configurations_rate;standard_configurations_rate;end_configurations_rate;regular_start_configurations_rate;regular_standard_configurations_rate;regular_end_configurations_rate;elite_start_configurations_rate;elite_standard_configurations_rate;elite_end_configurations_rate
BH-65-L5;min;20;0.22882067;7118;6664;454;1298;4720;1300;1198;4334;1132;100;386;168;123;1;103;0;20;0;3;0;58;0;74;0;3;0;50;0;60;0;2;0;14;0;15;0;0.936218038774937;0.0637819612250632;0.182354593987075;0.663107614498455;0.182635571789829;0.168305703849396;0.608878898567013;0.159033436358528;0.0140488901376791;0.0542287159314414;0.0236021354313009
BL-L0;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-L1;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;2;1;2;0;2;0;1;0;2;0;1;0;1;0;2;0;1;0;1;0;2;0;1;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-L2;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;4;1;4;0;3;0;2;0;4;0;3;0;2;0;4;0;3;0;1;0;3;0;2;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-L3;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;11;1;9;0;6;0;2;0;11;0;6;0;2;0;9;0;5;0;1;0;5;0;5;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-L4;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;26;1;24;0;6;0;3;0;22;0;10;0;3;0;20;0;7;0;1;0;5;0;5;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-L5;min;20;0.19521317;4730;4345;385;1317;3147;466;1217;2799;329;100;348;137;31;1;24;0;10;0;4;0;27;0;15;0;4;0;21;0;9;0;2;0;9;0;7;0;0.918604651162791;0.0813953488372093;0.278435517970402;0.665327695560254;0.0985200845665962;0.257293868921776;0.591754756871036;0.0695560253699789;0.0211416490486258;0.0735729386892178;0.0289640591966173
BL-32-L0;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
BL-32-L1;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;2;1;2;0;2;0;1;0;2;0;2;0;1;0;2;0;2;0;1;0;1;0;2;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
BL-32-L2;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;5;1;4;0;3;0;2;0;4;0;4;0;2;0;3;0;3;0;1;0;2;0;3;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
BL-32-L3;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;16;1;14;0;5;0;2;0;8;0;10;0;2;0;6;0;8;0;1;0;3;0;4;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
BL-32-L4;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;30;1;22;0;11;0;2;0;19;0;18;0;2;0;10;0;16;0;1;0;9;0;8;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
BL-32-L5;min;20;0.23225396;3422;2990;432;640;2342;640;540;1976;474;100;366;166;33;1;23;0;10;0;2;0;17;0;23;0;2;0;12;0;15;0;2;0;8;0;9;0;0.873758036236119;0.126241963763881;0.187025131502046;0.684395090590298;0.187025131502046;0.157802454704851;0.577440093512566;0.138515488018703;0.0292226767971946;0.106954997077732;0.0485096434833431
