CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;as;1;4.39;5.08;0.52;96;NA;NA;NA;50;1
2;FALSE;ras;3;1.89;0.08;0.02;48;NA;67;NA;27;0
3;FALSE;mmas;2;0.64;2.58;0.76;72;NA;NA;NA;39;1
4;FALSE;acs;0;3.14;7.58;0.27;24;0.52;NA;NA;NA;NA
5;FALSE;as;3;2.52;6.33;0.64;60;NA;NA;NA;10;0
6;FALSE;eas;1;0.02;1.33;0.14;12;NA;NA;293;33;1
7;FALSE;mmas;0;1.27;3.83;0.89;84;NA;NA;NA;NA;NA
8;FALSE;ras;2;3.77;8.83;0.39;36;NA;30;NA;45;1
9;FALSE;eas;1;3.46;0.71;0.45;54;NA;NA;246;7;1
10;FALSE;acs;3;0.96;5.71;0.95;6;0.34;NA;NA;30;0
11;FALSE;as;2;2.21;8.21;0.21;78;NA;NA;NA;19;1
12;FALSE;ras;0;4.71;3.21;0.7;30;NA;98;NA;NA;NA
13;FALSE;acs;1;1.58;6.96;0.82;42;0.96;NA;NA;25;1
14;FALSE;mmas;3;4.08;1.96;0.33;90;NA;NA;NA;48;0
15;FALSE;eas;2;2.83;4.46;0.58;18;NA;NA;152;13;1
16;FALSE;as;0;0.33;9.46;0.08;66;NA;NA;NA;NA;NA
17;FALSE;mmas;0;2.99;1.64;0.79;9;NA;NA;NA;NA;NA
18;FALSE;ras;2;0.49;6.64;0.3;57;NA;45;NA;20;0
19;FALSE;eas;3;1.74;9.14;0.55;33;NA;NA;363;32;1
20;FALSE;acs;1;4.24;4.14;0.05;81;0.05;NA;NA;9;0
21;FALSE;acs;3;3.61;2.89;0.18;69;0.68;NA;NA;49;1
22;FALSE;mmas;1;1.11;7.89;0.67;21;NA;NA;NA;26;0
23;FALSE;as;2;4.86;0.39;0.92;45;NA;NA;NA;14;0
24;FALSE;ras;0;2.36;5.39;0.42;93;NA;83;NA;NA;NA
25;FALSE;as;1;2.05;3.52;0.36;39;NA;NA;NA;29;0
26;FALSE;eas;3;4.55;8.52;0.86;87;NA;NA;223;6;1
27;FALSE;mmas;2;3.3;6.02;0.11;15;NA;NA;NA;40;0
28;FALSE;ras;0;0.8;1.02;0.61;63;NA;77;NA;NA;NA
29;FALSE;ras;1;2.67;9.77;0.98;75;NA;14;NA;46;0
30;FALSE;as;3;0.17;4.77;0.48;27;NA;NA;NA;23;1
31;FALSE;acs;2;1.42;2.27;0.73;99;0.87;NA;NA;35;0
