CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
33;FALSE;FALSE;as;0;0.76;4.37;0.83;35;NA;NA;NA;NA;NA
34;FALSE;FALSE;eas;2;3.26;9.37;0.33;83;NA;NA;185;35;1
35;FALSE;FALSE;acs;1;2.01;1.87;0.09;59;0.4;NA;NA;46;1
36;FALSE;FALSE;mmas;3;4.51;6.87;0.58;11;NA;NA;NA;23;0
37;FALSE;FALSE;ras;0;3.88;8.12;0.46;71;NA;74;NA;NA;NA
38;FALSE;FALSE;mmas;2;1.38;3.12;0.95;23;NA;NA;NA;40;1
39;FALSE;FALSE;eas;1;2.63;5.62;0.71;47;NA;NA;279;29;1
40;FALSE;FALSE;acs;3;0.13;0.62;0.21;95;0.77;NA;NA;6;0
41;FALSE;FALSE;eas;2;0.44;8.75;0.03;29;NA;NA;45;15;1
42;FALSE;FALSE;acs;0;2.94;3.75;0.52;77;0.09;NA;NA;NA;NA
43;FALSE;FALSE;as;1;4.19;1.25;0.27;5;NA;NA;NA;26;1
44;FALSE;FALSE;ras;3;1.69;6.25;0.77;53;NA;92;NA;49;0
45;TRUE;FALSE;as;3;3.57;2.5;0.4;41;NA;NA;NA;32;0
46;FALSE;FALSE;eas;1;1.07;7.5;0.89;89;NA;NA;326;9;1
47;FALSE;FALSE;ras;2;4.82;5;0.64;65;NA;5;NA;20;1
48;FALSE;FALSE;mmas;0;2.32;10;0.15;17;NA;NA;NA;NA;NA
49;FALSE;FALSE;ras;2;0.91;2.19;0.55;50;NA;21;NA;42;0
50;FALSE;FALSE;mmas;0;3.41;7.19;0.06;98;NA;NA;NA;NA;NA
51;FALSE;FALSE;eas;3;2.16;4.69;0.3;74;NA;NA;350;7;1
52;FALSE;FALSE;acs;1;4.66;9.69;0.8;26;0.62;NA;NA;30;0
53;FALSE;FALSE;ras;0;1.54;0.94;0.67;14;NA;58;NA;NA;NA
54;FALSE;FALSE;as;2;4.04;5.94;0.18;62;NA;NA;NA;36;0
55;FALSE;FALSE;mmas;1;0.29;3.44;0.43;86;NA;NA;NA;48;0
56;TRUE;FALSE;acs;3;2.79;8.44;0.92;38;0.24;NA;NA;25;1
57;FALSE;FALSE;acs;0;0.6;5.31;0.37;44;0.93;NA;NA;NA;NA
58;FALSE;FALSE;mmas;2;3.1;0.31;0.86;92;NA;NA;NA;16;0
59;FALSE;FALSE;as;1;1.85;7.81;0.61;68;NA;NA;NA;5;0
60;FALSE;FALSE;eas;3;4.35;2.81;0.12;20;NA;NA;209;28;1
61;FALSE;FALSE;as;3;1.22;9.06;0.74;80;NA;NA;NA;45;1
62;FALSE;FALSE;ras;1;3.72;4.06;0.24;32;NA;39;NA;22;0
63;FALSE;FALSE;eas;0;4.97;1.56;0.98;56;NA;NA;115;NA;NA
64;FALSE;FALSE;acs;2;2.47;6.56;0.49;8;0.31;NA;NA;10;0
65;FALSE;FALSE;acs;1;0.01;4.61;0.57;10;0;NA;NA;49;0
66;FALSE;FALSE;mmas;3;2.51;9.61;0.08;58;NA;NA;NA;26;1
67;FALSE;FALSE;ras;2;3.76;7.11;0.82;34;NA;51;NA;38;0
68;FALSE;FALSE;as;0;1.26;2.11;0.33;82;NA;NA;NA;NA;NA
69;FALSE;FALSE;ras;0;3.14;5.86;0.95;22;NA;14;NA;NA;NA
70;FALSE;FALSE;mmas;2;0.64;0.86;0.45;70;NA;NA;NA;44;0
71;FALSE;FALSE;eas;1;4.39;8.36;0.2;94;NA;NA;86;32;0
72;TRUE;FALSE;acs;3;1.89;3.36;0.7;46;0.63;NA;NA;9;1
73;FALSE;FALSE;as;1;3.45;2.73;0.76;64;NA;NA;NA;24;0
74;FALSE;FALSE;ras;3;0.95;7.73;0.26;16;NA;45;NA;47;1
75;FALSE;FALSE;acs;0;4.7;0.23;0.02;40;0.44;NA;NA;NA;NA
76;FALSE;FALSE;eas;2;2.2;5.23;0.51;88;NA;NA;226;12;0
77;FALSE;FALSE;eas;1;1.58;8.98;0.39;52;NA;NA;133;6;0
78;FALSE;FALSE;as;3;4.08;3.98;0.88;100;NA;NA;NA;29;1
79;FALSE;FALSE;mmas;0;0.33;6.48;0.64;76;NA;NA;NA;NA;NA
80;FALSE;FALSE;acs;2;2.83;1.48;0.14;28;0.81;NA;NA;18;0
81;FALSE;FALSE;acs;3;4.54;5.54;0.42;79;0.34;NA;NA;22;0
82;FALSE;FALSE;mmas;1;2.04;0.54;0.91;31;NA;NA;NA;45;1
83;FALSE;FALSE;as;2;3.29;8.04;0.67;7;NA;NA;NA;34;1
84;FALSE;FALSE;eas;0;0.79;3.04;0.17;55;NA;NA;250;NA;NA
85;FALSE;FALSE;mmas;0;3.92;9.29;0.54;43;NA;NA;NA;NA;NA
86;FALSE;FALSE;ras;2;1.42;4.29;0.05;91;NA;67;NA;39;1
87;FALSE;FALSE;eas;3;0.17;1.79;0.79;19;NA;NA;156;5;0
88;FALSE;FALSE;acs;1;2.67;6.79;0.3;67;0.97;NA;NA;28;1
89;FALSE;FALSE;ras;1;4.23;2.42;0.73;85;NA;98;NA;25;1
90;FALSE;FALSE;as;3;1.73;7.42;0.23;37;NA;NA;NA;48;0
91;FALSE;FALSE;acs;2;0.48;9.92;0.98;61;0.16;NA;NA;13;1
92;FALSE;FALSE;acs;3;0.66;8.27;0.79;11;0.35;NA;NA;23;0
93;FALSE;FALSE;ras;1;0.65;9.13;0.76;45;NA;97;NA;10;0
94;FALSE;FALSE;mmas;2;1.86;3.37;0.46;31;NA;NA;NA;9;1
95;FALSE;FALSE;as;1;2.75;6.61;0.11;16;NA;NA;NA;28;0
96;FALSE;FALSE;acs;1;2.06;5.6;0.77;33;0.25;NA;NA;13;0
97;FALSE;FALSE;mmas;1;1.84;2.02;0.64;81;NA;NA;NA;30;0
98;FALSE;FALSE;mmas;1;1.63;5.82;0.2;31;NA;NA;NA;29;1
99;FALSE;FALSE;mmas;0;3.7;4.52;0.46;76;NA;NA;NA;NA;NA
100;FALSE;FALSE;mmas;0;1.97;1.45;0.97;40;NA;NA;NA;NA;NA
101;FALSE;FALSE;eas;2;1.26;5.85;0.65;70;NA;NA;218;9;1
102;FALSE;FALSE;eas;1;2.62;3.09;0.84;13;NA;NA;597;18;0
103;FALSE;FALSE;ras;2;0.44;7.42;0.65;27;NA;68;NA;16;1
104;FALSE;FALSE;mmas;3;2.3;6.8;0.66;22;NA;NA;NA;33;0
105;FALSE;FALSE;mmas;1;2.79;6.8;0.34;25;NA;NA;NA;36;1
106;FALSE;FALSE;mmas;3;1.34;5.67;0.85;19;NA;NA;NA;24;0
107;FALSE;FALSE;mmas;3;1.87;8.47;0.87;74;NA;NA;NA;15;1
108;FALSE;FALSE;as;2;4.14;7.65;0.89;77;NA;NA;NA;11;0
109;TRUE;FALSE;acs;3;2.31;0.82;0.58;53;0.43;NA;NA;14;0
110;FALSE;FALSE;as;0;4.65;9.14;0.69;9;NA;NA;NA;NA;NA
111;FALSE;FALSE;acs;0;1.83;6.12;0.31;28;0.14;NA;NA;NA;NA
112;FALSE;FALSE;eas;3;0.61;4.98;0.91;10;NA;NA;668;9;1
113;FALSE;FALSE;mmas;2;3.23;5.29;0.38;91;NA;NA;NA;28;0
114;FALSE;FALSE;as;0;4.2;1.15;0.17;85;NA;NA;NA;NA;NA
115;FALSE;FALSE;mmas;3;1.32;6.04;0.96;6;NA;NA;NA;15;0
116;FALSE;FALSE;as;1;2.21;2.11;0.49;39;NA;NA;NA;11;0
117;FALSE;FALSE;as;3;4.38;4.03;0.71;42;NA;NA;NA;31;0
118;FALSE;FALSE;eas;3;3.12;7.75;0.78;76;NA;NA;280;9;0
119;FALSE;FALSE;mmas;0;1.07;7.93;0.4;5;NA;NA;NA;NA;NA
120;FALSE;FALSE;ras;3;0.64;1.44;0.38;83;NA;32;NA;22;1
121;FALSE;FALSE;acs;3;0.07;2.71;0.84;43;0.44;NA;NA;39;1
122;FALSE;FALSE;eas;3;0.19;7.65;0.87;19;NA;NA;216;8;0
123;FALSE;FALSE;as;3;1.24;3.59;0.92;72;NA;NA;NA;15;1
124;FALSE;FALSE;as;0;3.41;7.47;0.45;19;NA;NA;NA;NA;NA
125;FALSE;FALSE;ras;3;1.8;5.07;0.91;7;NA;31;NA;6;1
126;FALSE;FALSE;mmas;1;0.87;8.42;0.58;42;NA;NA;NA;31;1
127;FALSE;FALSE;acs;3;1.18;2.99;0.91;22;0.55;NA;NA;5;1
128;FALSE;FALSE;acs;3;2.33;7.91;0.41;5;0.03;NA;NA;35;0
129;FALSE;FALSE;ras;0;0.3;6.84;0.51;34;NA;80;NA;NA;NA
130;FALSE;FALSE;mmas;2;3.66;7.82;0.53;30;NA;NA;NA;16;0
131;FALSE;FALSE;mmas;3;0.08;2.1;0.6;16;NA;NA;NA;31;0
132;FALSE;FALSE;acs;3;0.73;6.18;0.44;63;0.92;NA;NA;30;1
133;FALSE;FALSE;acs;3;2.04;2;0.62;82;0.76;NA;NA;9;0
134;FALSE;FALSE;mmas;3;0.88;0.42;0.85;18;NA;NA;NA;19;1
135;FALSE;FALSE;ras;2;1.99;0.54;0.74;12;NA;98;NA;26;1
136;FALSE;FALSE;acs;3;0.21;7.34;0.91;37;0.14;NA;NA;13;1
137;FALSE;FALSE;mmas;1;4.06;5.88;0.54;99;NA;NA;NA;13;1
138;FALSE;FALSE;acs;3;0.83;5.73;0.74;63;0.23;NA;NA;20;1
139;FALSE;FALSE;mmas;3;0.38;4.19;0.37;38;NA;NA;NA;17;1
140;FALSE;FALSE;ras;3;1.69;5.07;0.33;39;NA;78;NA;34;0
141;FALSE;FALSE;mmas;3;4.23;9.14;0.84;42;NA;NA;NA;34;0
142;FALSE;FALSE;mmas;0;0.06;5.25;0.75;34;NA;NA;NA;NA;NA
143;FALSE;FALSE;mmas;3;4.73;3.88;0.81;61;NA;NA;NA;18;0
144;FALSE;FALSE;mmas;3;2.94;4.08;0.61;44;NA;NA;NA;37;0
145;FALSE;FALSE;mmas;2;2.4;5.73;0.56;71;NA;NA;NA;16;0
146;FALSE;FALSE;acs;3;0.75;0.38;0.48;47;0.55;NA;NA;13;1
147;FALSE;FALSE;as;1;0.84;5.89;0.97;5;NA;NA;NA;31;1
148;FALSE;FALSE;ras;0;1.54;8.92;0.82;53;NA;22;NA;NA;NA
149;FALSE;FALSE;as;3;2.48;3.95;0.11;50;NA;NA;NA;35;0
150;FALSE;FALSE;eas;2;3.75;7.01;1;41;NA;NA;68;34;1
151;FALSE;FALSE;mmas;0;3;7.26;0.9;32;NA;NA;NA;NA;NA
152;FALSE;FALSE;eas;1;0.84;7.98;0.21;83;NA;NA;139;18;0
153;FALSE;FALSE;as;0;1.75;1.51;0.54;46;NA;NA;NA;NA;NA
154;FALSE;FALSE;as;3;0.15;6.76;0.74;23;NA;NA;NA;14;0
155;FALSE;FALSE;acs;3;3.8;8.27;0.8;20;0.38;NA;NA;23;1
156;FALSE;FALSE;acs;2;4.74;5.83;0.73;13;0.33;NA;NA;13;0
157;TRUE;FALSE;acs;3;2.84;9.37;0.93;33;0.35;NA;NA;42;1
158;FALSE;FALSE;eas;1;4.25;1.35;0.73;25;NA;NA;366;16;1
159;FALSE;FALSE;as;1;2.85;8.92;0.77;39;NA;NA;NA;42;1
160;FALSE;FALSE;mmas;3;1.11;8.96;0.93;35;NA;NA;NA;5;0
161;FALSE;FALSE;mmas;1;0.82;4.41;0.68;35;NA;NA;NA;17;0
162;FALSE;FALSE;mmas;3;1.28;5.6;0.31;7;NA;NA;NA;6;1
163;FALSE;FALSE;ras;0;2.56;7.73;0.94;38;NA;23;NA;NA;NA
164;FALSE;FALSE;acs;1;1.82;7.92;0.69;68;0.17;NA;NA;35;1
165;FALSE;FALSE;acs;2;1.81;2.75;0.37;64;0.95;NA;NA;28;0
166;TRUE;FALSE;ras;3;4.3;6.8;0.64;38;NA;13;NA;21;1
167;FALSE;FALSE;mmas;2;3.47;3.82;0.68;23;NA;NA;NA;30;1
168;FALSE;FALSE;acs;1;2.1;8.85;0.33;38;0.01;NA;NA;11;1
169;FALSE;FALSE;ras;2;2.66;8.76;0.95;16;NA;45;NA;10;0
170;FALSE;FALSE;acs;1;1.31;9.88;0.73;67;0.1;NA;NA;27;1
171;FALSE;FALSE;mmas;0;0.3;5.07;0.59;11;NA;NA;NA;NA;NA
172;FALSE;FALSE;acs;3;4.58;7.8;0.75;23;0.16;NA;NA;41;0
173;FALSE;FALSE;acs;1;3.65;2.72;0.89;29;0.53;NA;NA;42;1
174;FALSE;FALSE;acs;0;3.36;8.37;0.58;10;0.07;NA;NA;NA;NA
175;FALSE;FALSE;as;3;3.18;3.78;0.58;21;NA;NA;NA;23;0
176;FALSE;FALSE;mmas;3;0.72;6.06;0.65;25;NA;NA;NA;14;0
177;FALSE;FALSE;acs;3;1.03;7.26;0.93;45;0.11;NA;NA;19;1
178;FALSE;FALSE;acs;3;1.09;4.98;1;12;0.07;NA;NA;29;0
179;FALSE;FALSE;ras;2;0.97;2.13;0.41;40;NA;1;NA;39;0
180;FALSE;FALSE;acs;3;0.69;1.82;0.62;38;0.2;NA;NA;8;1
181;FALSE;FALSE;ras;3;0.68;4.87;0.7;19;NA;25;NA;22;0
182;FALSE;FALSE;ras;1;3.72;6.45;0.74;38;NA;35;NA;28;1
183;FALSE;FALSE;eas;3;3.96;7.24;0.89;38;NA;NA;187;29;0
184;FALSE;FALSE;ras;0;1.11;2.47;0.95;5;NA;20;NA;NA;NA
185;FALSE;FALSE;ras;2;2.79;8.13;0.89;44;NA;72;NA;15;0
186;FALSE;FALSE;as;1;1.09;4.16;0.65;19;NA;NA;NA;21;0
187;FALSE;FALSE;as;0;1.52;7.48;0.89;8;NA;NA;NA;NA;NA
188;FALSE;FALSE;ras;3;3.14;7.61;0.64;64;NA;83;NA;28;1
189;FALSE;FALSE;as;1;0.39;5.69;0.86;88;NA;NA;NA;9;1
190;FALSE;FALSE;mmas;3;3.84;9.32;0.81;19;NA;NA;NA;32;0
191;FALSE;FALSE;acs;2;1.78;9.44;0.94;39;0.56;NA;NA;37;1
192;FALSE;FALSE;mmas;3;4.53;8.7;0.86;49;NA;NA;NA;42;1
193;FALSE;FALSE;acs;0;3.73;9.99;0.96;27;0.09;NA;NA;NA;NA
194;FALSE;FALSE;mmas;3;0.66;7.07;0.77;37;NA;NA;NA;13;1
195;FALSE;FALSE;acs;3;2.9;7.01;0.72;27;0.93;NA;NA;10;1
196;FALSE;FALSE;mmas;3;3.65;5.49;0.81;64;NA;NA;NA;13;1
197;FALSE;FALSE;ras;0;1.71;5.57;0.25;51;NA;2;NA;NA;NA
198;FALSE;FALSE;mmas;3;2.23;6.18;0.73;35;NA;NA;NA;30;1
199;FALSE;FALSE;acs;2;4.14;8.08;0.88;69;0.33;NA;NA;21;1
200;FALSE;FALSE;acs;3;0.11;3.86;0.54;75;0.63;NA;NA;19;0
201;FALSE;FALSE;mmas;2;2.63;8.31;0.89;45;NA;NA;NA;33;1
202;FALSE;FALSE;mmas;3;2.46;9.87;0.85;15;NA;NA;NA;33;0
203;FALSE;FALSE;as;3;3.91;3.84;0.62;29;NA;NA;NA;23;0
204;FALSE;FALSE;acs;1;2.99;8.99;0.94;40;0.58;NA;NA;49;1
205;FALSE;FALSE;mmas;0;1.18;6.25;0.7;6;NA;NA;NA;NA;NA
206;FALSE;FALSE;mmas;3;1.97;4.43;0.38;54;NA;NA;NA;10;1
207;FALSE;FALSE;acs;1;4.21;6.75;0.42;71;0.6;NA;NA;29;0
208;FALSE;FALSE;mmas;3;1.84;4.35;0.74;29;NA;NA;NA;32;1
209;FALSE;FALSE;acs;3;2.52;4.91;0.79;70;0.31;NA;NA;19;0
210;FALSE;FALSE;ras;2;3.21;3.3;0.57;39;NA;73;NA;5;1
211;FALSE;FALSE;ras;3;1.5;0.09;0.84;51;NA;96;NA;20;1
212;FALSE;FALSE;eas;3;3.13;7.63;0.98;58;NA;NA;204;42;1
213;FALSE;FALSE;acs;3;2.8;9.79;0.85;43;0.3;NA;NA;42;1
214;FALSE;FALSE;acs;3;3.6;8.2;0.98;50;0.3;NA;NA;50;1
215;FALSE;FALSE;ras;3;4.68;6.87;0.8;48;NA;66;NA;19;1
216;FALSE;FALSE;acs;3;2.85;2.16;0.91;31;0.38;NA;NA;15;0
217;FALSE;FALSE;acs;3;3.74;8.51;0.98;20;0.73;NA;NA;42;1
218;FALSE;FALSE;ras;3;4.69;5.48;0.56;9;NA;80;NA;14;1
219;FALSE;FALSE;mmas;3;0.63;4.59;0.72;23;NA;NA;NA;23;0
220;FALSE;FALSE;ras;3;2.19;1.41;0.87;7;NA;77;NA;11;1
221;FALSE;FALSE;mmas;3;0.79;3.38;0.85;18;NA;NA;NA;12;0
222;FALSE;FALSE;mmas;1;3.83;3.62;0.79;6;NA;NA;NA;13;1
223;TRUE;FALSE;acs;3;2.17;7.52;0.99;51;0.33;NA;NA;28;1
224;FALSE;FALSE;mmas;3;1.13;6.13;0.98;17;NA;NA;NA;10;0
225;FALSE;FALSE;mmas;3;2.52;4.71;0.78;21;NA;NA;NA;13;0
226;FALSE;FALSE;ras;3;3.4;6.53;0.4;37;NA;79;NA;36;0
227;FALSE;FALSE;acs;0;4.76;2.43;0.51;52;0.45;NA;NA;NA;NA
228;FALSE;FALSE;acs;3;1.59;2.63;0.9;74;0.56;NA;NA;8;1
229;FALSE;FALSE;mmas;3;3.68;9.09;0.32;60;NA;NA;NA;21;1
230;FALSE;FALSE;ras;3;0.36;2.36;0.74;9;NA;37;NA;10;0
231;FALSE;FALSE;acs;3;2.45;7.9;0.82;12;0.73;NA;NA;37;1
232;FALSE;FALSE;acs;1;4.57;7.39;0.58;51;0.14;NA;NA;19;1
233;FALSE;FALSE;mmas;3;4.59;8.01;0.71;48;NA;NA;NA;9;1
234;FALSE;FALSE;as;1;2.61;9.35;0.72;44;NA;NA;NA;10;1
235;FALSE;FALSE;mmas;1;2.53;1.77;0.53;42;NA;NA;NA;5;0
236;TRUE;FALSE;acs;3;3.11;3.44;0.92;66;0.38;NA;NA;22;1
237;FALSE;FALSE;as;3;2.21;6.57;0.2;56;NA;NA;NA;21;1
238;FALSE;FALSE;ras;3;2.25;5.97;0.92;28;NA;47;NA;19;1
239;FALSE;FALSE;acs;3;1.19;5.81;0.63;10;0.43;NA;NA;23;1
240;FALSE;FALSE;acs;3;2.27;4.79;0.86;48;0.15;NA;NA;16;1
241;FALSE;FALSE;mmas;3;0.5;6.9;0.83;23;NA;NA;NA;8;0
242;FALSE;FALSE;acs;3;2.34;2.3;0.61;62;0.18;NA;NA;22;0
243;FALSE;FALSE;as;3;2.3;0.42;0.68;42;NA;NA;NA;8;0
244;FALSE;FALSE;ras;2;4.28;8.47;0.35;20;NA;41;NA;23;1
245;FALSE;FALSE;acs;3;1.73;1.09;0.63;61;0.24;NA;NA;13;0
246;FALSE;FALSE;acs;2;3.81;3.49;0.99;57;0.37;NA;NA;23;1
247;FALSE;FALSE;as;2;1.61;0.31;0.63;47;NA;NA;NA;19;0
248;FALSE;FALSE;acs;3;2.14;4.99;0.99;5;0.55;NA;NA;12;0
249;FALSE;FALSE;mmas;3;2.41;2.69;0.75;20;NA;NA;NA;15;0
250;FALSE;FALSE;acs;3;1.13;6.59;0.84;67;0.44;NA;NA;25;1
251;FALSE;FALSE;acs;3;3.98;5.05;0.68;60;0.14;NA;NA;26;1
252;FALSE;FALSE;mmas;3;1.36;4.89;0.88;28;NA;NA;NA;16;0
253;FALSE;FALSE;acs;3;1.98;6.99;0.94;37;0.15;NA;NA;33;1
254;FALSE;FALSE;mmas;3;0.09;4.93;0.96;6;NA;NA;NA;19;0
255;FALSE;FALSE;mmas;3;1.77;4.44;0.79;7;NA;NA;NA;14;0
256;FALSE;FALSE;acs;3;1.74;0.11;0.43;23;0.58;NA;NA;7;0
257;FALSE;FALSE;eas;2;3.07;3.37;0.54;80;NA;NA;493;7;0
258;FALSE;FALSE;ras;0;0.46;4.54;0.94;8;NA;39;NA;NA;NA
259;FALSE;FALSE;mmas;3;1.87;4.42;0.93;22;NA;NA;NA;12;0
260;FALSE;FALSE;mmas;3;1.25;4.12;1;18;NA;NA;NA;15;0
261;FALSE;FALSE;mmas;3;1.77;4.15;0.98;8;NA;NA;NA;5;0
262;FALSE;FALSE;acs;3;1.47;1.08;0.84;81;0.48;NA;NA;13;0
263;FALSE;FALSE;acs;3;3.12;8.77;0.98;20;0.22;NA;NA;29;1
264;FALSE;FALSE;acs;3;2.62;5.25;0.9;50;0.09;NA;NA;28;1
265;FALSE;FALSE;mmas;3;0.89;5.8;0.83;19;NA;NA;NA;22;0
266;FALSE;FALSE;acs;3;1.42;6.56;0.84;44;0.47;NA;NA;35;1
267;FALSE;FALSE;eas;3;1.66;6.44;0.97;19;NA;NA;273;17;0
268;FALSE;FALSE;acs;3;1.48;0.2;0.92;59;0.46;NA;NA;16;0
269;FALSE;FALSE;acs;3;2.04;9.59;0.99;47;0.49;NA;NA;30;1
270;FALSE;FALSE;acs;0;4.08;1.94;0.69;65;0.32;NA;NA;NA;NA
271;FALSE;FALSE;mmas;3;0.04;4.88;0.89;37;NA;NA;NA;15;0
272;FALSE;FALSE;acs;3;0.64;7.83;0.94;33;0.6;NA;NA;29;1
273;TRUE;FALSE;mmas;3;0.95;6.6;0.97;20;NA;NA;NA;22;0
274;TRUE;FALSE;acs;3;2.44;2.64;0.99;35;0.22;NA;NA;12;1
275;FALSE;FALSE;acs;3;3.37;8.87;0.91;55;0.21;NA;NA;19;1
276;FALSE;FALSE;mmas;3;0.21;5.41;0.96;37;NA;NA;NA;30;0
277;FALSE;FALSE;acs;3;1.77;7.35;0.95;52;0.53;NA;NA;22;1
278;FALSE;FALSE;acs;3;1.24;8.87;0.67;29;0.28;NA;NA;34;1
279;FALSE;FALSE;acs;3;2.15;6.95;0.91;56;0.28;NA;NA;31;1
280;FALSE;FALSE;acs;3;2.19;5.72;0.85;48;0.66;NA;NA;35;0
281;TRUE;TRUE;acs;3;3.13;5.52;0.69;63;0.57;NA;NA;27;0
282;FALSE;FALSE;mmas;3;1.9;6.54;0.79;12;NA;NA;NA;14;0
283;FALSE;FALSE;ras;0;3.39;3.77;0.66;42;NA;19;NA;NA;NA
284;FALSE;FALSE;mmas;3;0.5;6.61;0.98;10;NA;NA;NA;12;0
285;FALSE;FALSE;acs;3;2.59;1.93;0.79;73;0.18;NA;NA;27;1
286;TRUE;FALSE;acs;3;2.39;6.34;0.75;53;0.48;NA;NA;19;1
287;FALSE;FALSE;mmas;3;1.57;5.45;0.98;24;NA;NA;NA;17;0
288;FALSE;FALSE;acs;3;1.98;2.12;0.37;78;0.72;NA;NA;14;0
289;FALSE;FALSE;acs;3;3.05;9.39;0.67;42;0.09;NA;NA;39;1
290;FALSE;FALSE;acs;1;2.66;0.22;0.48;79;0.42;NA;NA;22;1
291;FALSE;FALSE;eas;1;3.26;3.17;0.6;61;NA;NA;209;29;1
292;FALSE;FALSE;acs;3;1.96;3.36;0.36;64;0.42;NA;NA;13;0
293;FALSE;FALSE;acs;3;0.49;1.4;0.52;39;0.44;NA;NA;13;0
294;FALSE;FALSE;acs;3;4;2.29;0.95;78;0.36;NA;NA;22;1
295;FALSE;FALSE;acs;3;2.75;5.5;0.84;44;0.44;NA;NA;22;1
296;FALSE;FALSE;mmas;3;1.81;5.06;0.77;10;NA;NA;NA;15;0
297;FALSE;FALSE;acs;3;3.07;7.48;0.86;40;0.24;NA;NA;22;1
298;FALSE;FALSE;acs;3;1.67;5.12;1;55;0.25;NA;NA;24;1
299;FALSE;FALSE;mmas;3;2.2;3.32;0.88;34;NA;NA;NA;10;0
300;FALSE;FALSE;as;3;0.43;3.21;0.98;6;NA;NA;NA;31;1
301;FALSE;FALSE;acs;3;2.2;2.64;0.48;48;0.64;NA;NA;21;0
302;FALSE;FALSE;acs;3;1.91;8.81;0.79;47;0.15;NA;NA;26;1
303;FALSE;FALSE;ras;3;2.94;5.53;0.77;56;NA;82;NA;23;1
304;FALSE;FALSE;acs;1;1.7;0.78;0.52;65;0.55;NA;NA;23;0
305;FALSE;FALSE;acs;3;2.44;8.38;0.97;88;0.42;NA;NA;30;1
306;FALSE;FALSE;acs;3;4.32;5.19;0.89;55;0.16;NA;NA;10;1
307;FALSE;FALSE;mmas;3;1.5;6.77;0.99;6;NA;NA;NA;24;0
308;FALSE;FALSE;acs;3;2.34;3.17;0.95;34;0.1;NA;NA;16;1
309;FALSE;FALSE;acs;3;2.57;7.07;0.71;69;0.58;NA;NA;22;1
310;FALSE;FALSE;acs;3;1.75;5.69;0.78;66;0.48;NA;NA;19;1
311;FALSE;FALSE;acs;3;2.51;3.66;0.89;71;0.33;NA;NA;18;1
