CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
17;TRUE;FALSE;55;5;0;NA;9;2.43;2.34;0.45;17;17
21;TRUE;FALSE;30;5;1;NA;8;2.12;1.41;0.34;21;21
23;TRUE;FALSE;179;4;2;NA;NA;0.25;2.03;0.56;23;23
27;TRUE;FALSE;167;5;0;NA;10;0.72;1.56;0.28;27;27
48;TRUE;FALSE;33;4;0;NA;NA;0.52;0.9;0.72;48;48
97;TRUE;FALSE;111;4;0;NA;NA;2.12;1.73;0.59;97;97
108;TRUE;FALSE;162;0;0;NA;NA;1.64;1.5;0.15;108;108
118;TRUE;FALSE;7;5;1;NA;8;2.17;1.07;0.28;118;118
138;TRUE;FALSE;115;4;0;NA;NA;1.89;1.91;0.57;138;138
146;TRUE;FALSE;27;5;0;NA;10;2.13;1.49;0.58;146;146
163;TRUE;FALSE;87;4;0;NA;NA;1.86;2.14;0.48;163;163
169;TRUE;FALSE;10;5;1;NA;8;1.89;1.61;0.42;169;169
172;TRUE;TRUE;38;4;0;NA;NA;2.21;1.6;0.53;172;172
179;TRUE;FALSE;13;5;1;NA;8;2.2;1.2;0.3;179;179
195;TRUE;FALSE;40;4;0;NA;NA;2.32;1.58;0.53;195;195
196;TRUE;FALSE;85;4;0;NA;NA;2.12;2.02;0.38;196;196
