CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
28;TRUE;FALSE;acs;3;1.82;1.75;0.76;38;0.2;NA;NA;13;0;28;28
29;TRUE;FALSE;mmas;3;3.7;5.5;0.39;74;NA;NA;NA;19;0;29;29
59;TRUE;FALSE;acs;3;2.84;0.34;0.69;33;0.46;NA;NA;8;0;59;59
120;TRUE;FALSE;acs;3;3.5;6.83;0.6;46;0.68;NA;NA;21;0;120;120
144;TRUE;FALSE;acs;3;2.15;7.1;0.43;9;0.41;NA;NA;41;1;144;144
210;TRUE;FALSE;acs;3;1.41;3.87;0.79;22;0.87;NA;NA;35;1;210;210
229;TRUE;FALSE;acs;3;2.73;3.25;0.58;43;0.32;NA;NA;12;0;229;229
232;TRUE;FALSE;acs;3;2.36;1.52;0.99;51;0.13;NA;NA;15;1;232;232
336;TRUE;FALSE;acs;3;4.33;5.11;0.5;70;0.17;NA;NA;20;1;336;336
366;TRUE;FALSE;acs;3;2.26;3.89;0.59;39;0.38;NA;NA;11;0;366;366
405;TRUE;FALSE;acs;3;1.41;1.84;0.6;44;0.84;NA;NA;28;1;405;405
438;TRUE;FALSE;acs;3;1.72;2.73;0.98;41;0.29;NA;NA;15;0;438;438
441;TRUE;FALSE;acs;3;2.78;1.24;0.95;54;0.12;NA;NA;19;0;441;441
494;TRUE;FALSE;acs;3;2.26;3.37;0.96;49;0.24;NA;NA;8;0;494;494
528;TRUE;FALSE;acs;3;2.28;4.22;0.54;48;0.65;NA;NA;19;0;528;528
571;TRUE;FALSE;acs;3;2.62;2.76;0.66;52;0.47;NA;NA;16;0;571;571
580;TRUE;FALSE;acs;3;2.6;4.68;0.51;52;0.52;NA;NA;30;0;580;580
604;TRUE;FALSE;acs;3;2.43;3.25;0.52;43;0.29;NA;NA;16;0;604;604
663;TRUE;FALSE;acs;3;2.24;4.34;0.44;46;0.31;NA;NA;13;0;663;663
699;TRUE;FALSE;acs;3;2.63;4.28;0.45;53;0.35;NA;NA;16;0;699;699
712;TRUE;FALSE;acs;3;1.96;3.05;0.47;36;0.25;NA;NA;12;0;712;712
753;TRUE;FALSE;acs;3;2.78;5.19;0.51;60;0.64;NA;NA;24;0;753;753
776;TRUE;FALSE;acs;3;2.5;5.51;0.51;53;0.37;NA;NA;12;0;776;776
800;TRUE;TRUE;acs;3;2.67;4.26;0.45;52;0.24;NA;NA;15;0;800;800
