CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
62;TRUE;FALSE;acs;3;3.55;9.91;0.67;27;0.73;NA;NA;26;1;62;62
73;TRUE;FALSE;mmas;3;1.95;5.93;0.48;25;NA;NA;NA;49;0;73;73
118;TRUE;FALSE;acs;3;2.96;3.58;0.62;14;0.38;NA;NA;15;1;118;118
150;TRUE;FALSE;acs;3;3.22;7.61;0.21;33;0.21;NA;NA;39;0;150;150
170;TRUE;FALSE;acs;3;2.05;9.01;0.38;38;0.44;NA;NA;46;0;170;170
225;TRUE;FALSE;acs;3;2.79;7.16;0.97;54;0.65;NA;NA;41;0;225;225
238;TRUE;FALSE;mmas;3;4.82;9.88;0.34;40;NA;NA;NA;23;0;238;238
244;TRUE;FALSE;acs;3;1.56;8.24;0.45;33;0.89;NA;NA;13;1;244;244
285;TRUE;FALSE;acs;3;2.16;8.45;0.33;18;0.14;NA;NA;22;0;285;285
301;TRUE;FALSE;mmas;3;2.89;6.29;0.34;38;NA;NA;NA;24;1;301;301
317;TRUE;FALSE;acs;3;2.99;7.82;0.18;25;0.53;NA;NA;18;0;317;317
325;TRUE;FALSE;acs;3;2.86;6.21;0.61;58;0.58;NA;NA;42;0;325;325
329;TRUE;FALSE;acs;3;3.77;8.83;0.09;31;0.35;NA;NA;21;0;329;329
362;TRUE;FALSE;acs;3;4.97;6.91;0.01;13;0.05;NA;NA;19;1;362;362
421;TRUE;FALSE;acs;3;2.53;6.62;0.65;54;0.29;NA;NA;20;0;421;421
428;TRUE;FALSE;mmas;3;3.41;5.52;0.17;13;NA;NA;NA;22;0;428;428
437;TRUE;FALSE;acs;3;2.98;8.27;0.12;38;0.46;NA;NA;17;0;437;437
484;TRUE;FALSE;acs;3;3.66;8.14;0.22;44;0.19;NA;NA;28;0;484;484
530;TRUE;FALSE;acs;3;3.36;6.94;0.06;24;0.03;NA;NA;19;1;530;530
546;TRUE;FALSE;acs;3;2.96;7.15;0.84;53;0.02;NA;NA;16;0;546;546
602;TRUE;FALSE;acs;3;2.83;8.29;0.05;25;0.36;NA;NA;15;0;602;602
625;TRUE;FALSE;acs;3;3.2;8.21;0.34;45;0.27;NA;NA;10;0;625;625
667;TRUE;FALSE;acs;3;2.72;6.99;0.87;53;0.03;NA;NA;16;0;667;667
678;TRUE;FALSE;acs;3;3.15;8.28;0.16;36;0.24;NA;NA;17;0;678;678
690;TRUE;FALSE;acs;3;2.85;8.01;0.22;40;0.43;NA;NA;14;0;690;690
702;TRUE;FALSE;acs;3;2.95;8.27;0.36;48;0.29;NA;NA;9;0;702;702
731;TRUE;FALSE;acs;3;3;9.49;0.16;32;0.48;NA;NA;19;0;731;731
734;TRUE;FALSE;acs;3;2.93;7.66;0.26;46;0.43;NA;NA;14;0;734;734
749;TRUE;TRUE;acs;3;3.02;7.58;0.36;47;0.28;NA;NA;12;0;749;749
757;TRUE;FALSE;acs;3;2.94;7.72;0.35;48;0.37;NA;NA;12;0;757;757
764;TRUE;FALSE;acs;3;2.94;7.55;0.35;48;0.4;NA;NA;12;0;764;764
