CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;170;1;2;NA;NA;1.35;2.32;0.79;1;1
7;TRUE;FALSE;95;0;0;NA;NA;1.04;2.01;0.68;7;7
39;TRUE;FALSE;123;1;0;NA;NA;2.33;1.82;0.47;39;39
51;TRUE;FALSE;5;5;2;NA;5;1.47;1.74;0.78;51;51
59;TRUE;FALSE;17;1;0;NA;NA;1.62;0.96;0.5;59;59
66;TRUE;FALSE;182;5;0;NA;3;2.41;2.42;0.8;66;66
76;TRUE;FALSE;166;4;1;NA;NA;2.37;0.98;0.57;76;76
79;TRUE;FALSE;180;0;0;NA;NA;2.34;2.06;0.67;79;79
98;TRUE;FALSE;183;4;0;NA;NA;1.9;2.49;0.31;98;98
120;TRUE;FALSE;153;4;2;NA;NA;1.82;2.08;0.66;120;120
133;TRUE;FALSE;76;1;0;NA;NA;2.36;2.07;0.7;133;133
138;TRUE;FALSE;139;4;0;NA;NA;1.9;2.36;0.56;138;138
148;TRUE;FALSE;145;4;0;NA;NA;1.9;2.36;0.59;148;148
162;TRUE;FALSE;172;4;0;NA;NA;2.17;2.39;0.48;162;162
165;TRUE;FALSE;169;4;0;NA;NA;1.4;2.14;0.53;165;165
167;TRUE;FALSE;152;4;0;NA;NA;2.04;2.39;0.56;167;167
169;TRUE;FALSE;73;1;0;NA;NA;2.29;2.43;0.68;169;169
196;TRUE;FALSE;171;4;0;NA;NA;1.1;2.33;0.52;196;196
198;TRUE;TRUE;150;4;0;NA;NA;1.95;2.33;0.58;198;198
