CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
107;FALSE;ras;2;3.97;0.27;0.82;61;NA;42;NA;25;0
108;FALSE;mmas;0;1.47;5.27;0.32;13;NA;NA;NA;NA;NA
109;FALSE;acs;0;3.35;1.52;0.94;97;0.52;NA;NA;NA;NA
110;FALSE;mmas;2;0.85;6.52;0.45;49;NA;NA;NA;8;0
111;FALSE;ras;3;2.1;9.02;0.7;73;NA;54;NA;43;1
112;FALSE;as;1;4.6;4.02;0.2;25;NA;NA;NA;20;0
113;FALSE;acs;1;4.13;5.58;0.73;10;0.05;NA;NA;38;1
114;FALSE;eas;3;1.63;0.58;0.23;58;NA;NA;171;15;0
115;FALSE;ras;2;0.38;3.08;0.97;34;NA;32;NA;50;1
116;FALSE;mmas;0;2.88;8.08;0.48;82;NA;NA;NA;NA;NA
117;FALSE;eas;0;2.25;4.33;0.85;22;NA;NA;265;NA;NA
118;FALSE;as;2;4.75;9.33;0.36;70;NA;NA;NA;32;1
119;FALSE;mmas;1;1;1.83;0.11;94;NA;NA;NA;44;1
120;TRUE;acs;3;3.5;6.83;0.6;46;0.68;NA;NA;21;0
121;FALSE;eas;3;4.44;2.45;0.42;16;NA;NA;31;35;0
122;FALSE;as;1;1.94;7.45;0.91;64;NA;NA;NA;12;1
123;FALSE;mmas;2;3.19;4.95;0.66;88;NA;NA;NA;24;1
124;FALSE;ras;0;0.69;9.95;0.17;40;NA;89;NA;NA;NA
125;FALSE;as;3;0.06;6.2;0.79;100;NA;NA;NA;41;0
126;FALSE;ras;1;2.56;1.2;0.29;52;NA;1;NA;18;1
127;FALSE;acs;2;1.31;8.7;0.05;28;0.86;NA;NA;7;1
128;FALSE;eas;0;3.81;3.7;0.54;76;NA;NA;312;NA;NA
129;FALSE;acs;2;3.09;7.73;0.99;39;0.09;NA;NA;32;0
130;FALSE;mmas;0;0.59;2.73;0.49;87;NA;NA;NA;NA;NA
131;FALSE;eas;1;1.84;0.23;0.74;15;NA;NA;10;43;0
132;FALSE;as;3;4.34;5.23;0.24;63;NA;NA;NA;20;1
133;FALSE;eas;2;2.47;3.98;0.37;75;NA;NA;291;49;0
134;FALSE;acs;0;4.97;8.98;0.86;27;0.72;NA;NA;NA;NA
135;FALSE;as;1;3.72;6.48;0.12;99;NA;NA;NA;38;0
136;FALSE;ras;3;1.22;1.48;0.61;51;NA;96;NA;15;1
137;FALSE;as;0;1.53;8.35;0.55;69;NA;NA;NA;NA;NA
138;FALSE;eas;2;4.03;3.35;0.06;21;NA;NA;244;23;0
139;FALSE;mmas;3;2.78;0.85;0.8;93;NA;NA;NA;35;1
140;FALSE;ras;1;0.28;5.85;0.3;45;NA;27;NA;12;0
141;FALSE;as;2;0.9;9.6;0.68;81;NA;NA;NA;6;0
142;FALSE;ras;0;3.4;4.6;0.18;33;NA;65;NA;NA;NA
143;FALSE;mmas;1;4.65;2.1;0.92;57;NA;NA;NA;18;0
144;FALSE;acs;3;2.15;7.1;0.43;9;0.41;NA;NA;41;1
145;FALSE;mmas;1;2;9.29;0.21;18;NA;NA;NA;13;1
146;FALSE;ras;3;4.5;4.29;0.71;66;NA;80;NA;36;0
147;FALSE;eas;0;0.75;6.79;0.95;90;NA;NA;362;NA;NA
148;FALSE;as;2;3.25;1.79;0.46;42;NA;NA;NA;25;1
149;FALSE;eas;3;0.12;8.04;0.09;30;NA;NA;80;42;0
150;FALSE;acs;1;2.62;3.04;0.58;78;0.25;NA;NA;19;1
151;FALSE;ras;2;1.37;5.54;0.83;54;NA;18;NA;8;1
152;FALSE;as;0;3.87;0.54;0.34;6;NA;NA;NA;NA;NA
153;FALSE;eas;0;2.94;6.17;0.65;48;NA;NA;221;NA;NA
154;FALSE;acs;2;0.44;1.17;0.15;96;0.94;NA;NA;45;1
155;FALSE;mmas;3;1.69;3.67;0.89;24;NA;NA;NA;10;0
156;FALSE;ras;1;4.19;8.67;0.4;72;NA;49;NA;33;1
157;FALSE;as;1;1.06;4.92;0.77;36;NA;NA;NA;39;1
158;FALSE;eas;3;3.56;9.92;0.27;84;NA;NA;127;16;0
159;FALSE;acs;0;2.31;2.42;0.03;60;0.31;NA;NA;NA;NA
160;FALSE;mmas;2;4.81;7.42;0.52;12;NA;NA;NA;28;1
161;FALSE;acs;3;0.83;2.88;0.85;71;0.86;NA;NA;31;0
162;FALSE;mmas;1;3.33;7.88;0.35;23;NA;NA;NA;8;1
163;FALSE;as;2;2.08;0.38;0.1;47;NA;NA;NA;20;1
164;FALSE;ras;0;4.58;5.38;0.6;95;NA;97;NA;NA;NA
165;FALSE;ras;2;2.7;6.63;0.72;59;NA;35;NA;14;1
166;FALSE;mmas;0;0.2;1.63;0.23;11;NA;NA;NA;NA;NA
167;FALSE;acs;1;1.45;4.13;0.97;83;0.48;NA;NA;25;1
168;FALSE;eas;3;3.95;9.13;0.47;35;NA;NA;467;48;0
169;FALSE;mmas;2;1.14;6.01;0.91;5;NA;NA;NA;34;1
170;FALSE;acs;0;3.64;1.01;0.41;53;0.05;NA;NA;NA;NA
171;FALSE;as;1;4.89;3.51;0.66;29;NA;NA;NA;46;1
172;FALSE;eas;3;2.39;8.51;0.17;77;NA;NA;514;23;0
173;FALSE;as;3;3.01;4.76;0.54;17;NA;NA;NA;5;0
174;FALSE;ras;1;0.51;9.76;0.04;65;NA;4;NA;28;1
175;FALSE;acs;2;4.26;2.26;0.29;89;0.67;NA;NA;40;1
176;FALSE;eas;0;1.76;7.26;0.78;41;NA;NA;608;NA;NA
177;FALSE;mmas;3;1.29;1.95;0.63;98;NA;NA;NA;30;1
178;FALSE;acs;1;3.79;6.95;0.13;50;0.52;NA;NA;7;0
179;FALSE;eas;2;0.04;4.45;0.38;26;NA;NA;631;18;0
180;FALSE;as;0;2.54;9.45;0.88;74;NA;NA;NA;NA;NA
181;FALSE;mmas;2;4.42;8.2;0.75;86;NA;NA;NA;13;0
182;FALSE;ras;0;1.92;3.2;0.26;38;NA;82;NA;NA;NA
183;FALSE;eas;1;0.67;0.7;0.51;62;NA;NA;537;24;0
184;FALSE;as;0;2.01;1.21;0.8;5;NA;NA;NA;NA;NA
185;FALSE;as;3;3.29;6.01;0.9;28;NA;NA;NA;13;0
186;FALSE;mmas;0;2.63;1.34;0.23;19;NA;NA;NA;NA;NA
187;FALSE;eas;1;1.39;7.05;0.78;54;NA;NA;64;40;1
188;FALSE;eas;3;1.07;2.52;0.86;15;NA;NA;300;7;0
189;FALSE;mmas;3;2.76;4.91;0.47;71;NA;NA;NA;6;1
190;FALSE;as;1;3.62;2.92;0.19;18;NA;NA;NA;8;1
191;FALSE;acs;3;2.28;3.67;0.73;23;0.78;NA;NA;9;1
192;FALSE;as;2;4.29;1.86;0.35;59;NA;NA;NA;31;0
193;FALSE;acs;0;2.35;9.51;0.41;99;0.85;NA;NA;NA;NA
194;FALSE;mmas;1;1.68;0.33;0.89;44;NA;NA;NA;36;0
195;FALSE;mmas;3;3.89;4.51;0.75;52;NA;NA;NA;14;1
196;FALSE;eas;3;3.67;1.98;0.55;40;NA;NA;368;14;0
197;FALSE;eas;3;4.91;7.81;0.86;58;NA;NA;247;37;0
198;FALSE;ras;0;3.21;1.62;0.46;93;NA;48;NA;NA;NA
199;FALSE;eas;3;0.75;5.09;0.62;38;NA;NA;274;25;1
200;FALSE;mmas;2;2.78;2.2;0.53;80;NA;NA;NA;12;1
201;FALSE;as;2;4.61;6.19;0.17;17;NA;NA;NA;17;1
202;FALSE;ras;1;1.31;2.14;0.71;72;NA;78;NA;18;0
203;FALSE;eas;2;1.32;8.49;0.32;47;NA;NA;201;26;1
204;FALSE;acs;0;1.47;3.13;0.35;39;0.2;NA;NA;NA;NA
205;FALSE;acs;1;3.46;9.96;0.52;64;0.14;NA;NA;12;0
206;FALSE;eas;3;3.22;4.83;0.96;43;NA;NA;694;34;1
207;FALSE;acs;3;3.43;2.72;0.43;27;0.4;NA;NA;14;0
208;FALSE;ras;3;2.02;0.4;0.77;39;NA;79;NA;41;1
209;FALSE;eas;2;2.37;4.55;0.02;46;NA;NA;25;25;1
210;FALSE;eas;1;2.56;2.2;0.95;27;NA;NA;477;11;0
211;FALSE;as;3;2.75;0.29;0.76;62;NA;NA;NA;25;0
212;FALSE;ras;1;3.48;2.22;0.33;45;NA;42;NA;15;0
213;FALSE;acs;3;2.22;3.06;0.48;60;0.64;NA;NA;6;1
214;FALSE;acs;2;4.07;0.89;0.67;55;0.55;NA;NA;24;1
215;FALSE;eas;3;3.63;0.14;0.81;14;NA;NA;379;8;0
216;FALSE;acs;2;2.11;2.49;0.58;67;0.41;NA;NA;17;0
217;FALSE;acs;3;2.34;6.83;0.65;27;0.81;NA;NA;18;0
218;FALSE;acs;2;4.63;4.47;0.99;50;0.61;NA;NA;8;1
219;FALSE;acs;1;3.2;0.54;0.96;43;0.49;NA;NA;9;0
220;FALSE;ras;3;2.52;0.63;0.72;34;NA;86;NA;19;0
221;FALSE;acs;2;3.68;3.24;0.91;20;0.37;NA;NA;6;0
222;FALSE;eas;1;4.71;0.36;0.64;23;NA;NA;350;46;1
223;FALSE;acs;3;1.77;0.72;0.65;59;0.56;NA;NA;19;0
224;FALSE;as;3;2.15;1.5;0.98;28;NA;NA;NA;30;1
225;FALSE;acs;3;3;1.37;0.49;30;0.14;NA;NA;21;0
226;FALSE;acs;1;4.5;1.5;0.74;6;0.47;NA;NA;21;0
227;FALSE;ras;2;4.15;7.75;0.4;34;NA;61;NA;19;1
228;FALSE;acs;3;3.64;3.74;0.34;53;0.71;NA;NA;21;0
229;FALSE;ras;3;3.37;2.69;0.9;5;NA;45;NA;7;1
230;FALSE;as;1;4.97;2.79;0.59;43;NA;NA;NA;14;0
231;FALSE;acs;3;2.81;3.74;0.99;31;0.72;NA;NA;10;0
232;FALSE;acs;1;3.39;4.55;0.36;37;0.42;NA;NA;9;0
233;FALSE;eas;2;4.82;0.01;0.33;46;NA;NA;172;15;0
234;FALSE;as;1;2.55;2.91;0.73;76;NA;NA;NA;24;0
235;FALSE;mmas;0;0.38;0.07;0.51;54;NA;NA;NA;NA;NA
236;FALSE;as;3;1.99;2.53;0.18;14;NA;NA;NA;6;0
237;FALSE;acs;0;1.18;7.79;0.36;70;0.31;NA;NA;NA;NA
238;FALSE;acs;1;0.41;8.22;0.25;29;0.94;NA;NA;34;0
239;FALSE;ras;1;3.21;7.22;0.96;41;NA;2;NA;25;0
240;FALSE;eas;1;3.44;9.16;0.62;30;NA;NA;720;21;1
241;FALSE;acs;0;1.59;2.19;0.25;86;0.18;NA;NA;NA;NA
242;FALSE;acs;2;4.16;0.22;0.38;53;0.86;NA;NA;9;1
243;FALSE;ras;3;3.67;3.93;0.32;35;NA;49;NA;20;0
244;FALSE;ras;2;3.48;4.65;0.86;64;NA;23;NA;26;0
245;FALSE;acs;0;3.52;0.7;0.24;5;0.42;NA;NA;NA;NA
246;FALSE;eas;0;2.9;1.39;0.53;21;NA;NA;697;NA;NA
247;FALSE;ras;1;1.34;6.01;0.84;10;NA;5;NA;49;1
248;FALSE;mmas;3;4.41;3.96;0.5;12;NA;NA;NA;7;0
249;FALSE;mmas;3;2.09;4.84;0.93;30;NA;NA;NA;38;0
250;FALSE;acs;0;2.13;5.44;0.91;40;0.15;NA;NA;NA;NA
251;FALSE;ras;0;4.92;0.52;0.42;17;NA;72;NA;NA;NA
252;FALSE;mmas;1;3.14;7;0.53;35;NA;NA;NA;29;0
253;FALSE;as;0;2.69;4.1;0.83;85;NA;NA;NA;NA;NA
254;FALSE;acs;0;3.66;4.29;0.74;68;0.36;NA;NA;NA;NA
255;FALSE;eas;3;1.56;5.08;0.43;94;NA;NA;679;19;1
256;FALSE;mmas;2;3.94;8.84;0.59;37;NA;NA;NA;27;1
257;FALSE;acs;0;1.31;6.88;0.73;48;0.79;NA;NA;NA;NA
258;FALSE;ras;3;3.42;5.15;0.61;47;NA;72;NA;37;0
259;FALSE;acs;0;3.43;0.49;0.77;70;0.8;NA;NA;NA;NA
260;FALSE;acs;3;0.98;4.41;0.71;49;0.44;NA;NA;38;0
261;FALSE;acs;3;1.87;5.27;0.95;84;0.98;NA;NA;26;1
262;FALSE;as;1;1.41;5.16;0.34;46;NA;NA;NA;21;0
263;FALSE;as;3;2.76;5.06;0.37;45;NA;NA;NA;12;0
264;FALSE;mmas;3;2.64;4.01;0.63;41;NA;NA;NA;49;1
265;FALSE;eas;1;3.59;0.17;0.13;53;NA;NA;482;39;1
266;FALSE;acs;1;3.37;3.75;0.3;62;0.6;NA;NA;17;0
267;FALSE;as;3;1.32;0.67;0.99;20;NA;NA;NA;7;0
268;FALSE;acs;0;2.91;1.03;0.94;46;0.22;NA;NA;NA;NA
269;FALSE;acs;1;3.71;7.58;0.73;82;0.59;NA;NA;10;0
270;FALSE;mmas;2;0.65;0.36;0.63;21;NA;NA;NA;17;0
271;FALSE;mmas;0;0.38;1.74;0.62;19;NA;NA;NA;NA;NA
272;FALSE;mmas;3;1.43;2.84;0.61;38;NA;NA;NA;24;0
273;FALSE;mmas;1;1.46;5.12;0.82;21;NA;NA;NA;14;0
274;FALSE;ras;3;3.59;3.37;0.67;46;NA;49;NA;15;0
275;FALSE;ras;2;2.22;0.21;0.86;63;NA;72;NA;5;1
276;FALSE;mmas;2;2.06;2.88;0.67;62;NA;NA;NA;20;1
277;FALSE;acs;3;3.15;3.78;0.87;23;0.67;NA;NA;9;0
278;FALSE;ras;3;2.63;3.05;0.69;7;NA;29;NA;17;0
279;FALSE;mmas;1;2.7;1.34;0.53;73;NA;NA;NA;29;0
280;FALSE;eas;0;2.14;3.41;0.69;18;NA;NA;243;NA;NA
281;FALSE;eas;2;3.05;5.31;0.09;67;NA;NA;425;21;0
282;FALSE;ras;1;3.94;1.65;0.47;59;NA;5;NA;22;0
283;FALSE;as;3;2.59;2.17;0.66;89;NA;NA;NA;34;0
284;FALSE;acs;2;4.33;7.75;0.87;43;0.31;NA;NA;32;1
285;FALSE;acs;1;4.26;0.94;0.9;42;0.94;NA;NA;29;0
286;FALSE;acs;3;3.71;2.18;0.59;43;0.63;NA;NA;9;1
287;FALSE;acs;0;2.23;0.2;0.33;15;0.05;NA;NA;NA;NA
288;FALSE;eas;3;1.62;1.03;0.59;43;NA;NA;39;11;1
289;FALSE;as;1;3.22;1.29;0.42;40;NA;NA;NA;18;0
290;FALSE;mmas;0;2.2;9.82;0.93;85;NA;NA;NA;NA;NA
291;FALSE;as;3;1.42;4.56;0.62;55;NA;NA;NA;16;0
292;FALSE;ras;1;3.4;3.6;0.81;31;NA;35;NA;23;0
293;FALSE;acs;1;4.83;4.1;0.68;37;0.17;NA;NA;16;0
294;FALSE;as;2;2.14;0.67;0.54;54;NA;NA;NA;6;1
295;FALSE;acs;0;0.74;5.63;0.44;47;0.5;NA;NA;NA;NA
296;FALSE;eas;1;4.01;2.85;0.52;95;NA;NA;46;11;0
297;FALSE;eas;3;2.87;8.27;0.73;25;NA;NA;26;44;0
298;FALSE;ras;2;1.71;8.08;0.23;36;NA;24;NA;19;0
299;FALSE;eas;2;3.46;2.53;0.69;43;NA;NA;715;21;1
300;TRUE;acs;3;2.26;3.07;0.84;22;0.39;NA;NA;15;1
301;TRUE;acs;3;2.81;8.02;0.74;51;0.63;NA;NA;39;1
302;FALSE;acs;1;2.1;2.73;0.63;39;0.54;NA;NA;10;0
303;FALSE;ras;2;1.75;4.63;0.47;65;NA;43;NA;30;1
304;FALSE;acs;1;2.74;1.89;0.35;29;0.2;NA;NA;21;1
305;FALSE;as;2;3.22;8.85;0.47;30;NA;NA;NA;38;1
306;FALSE;as;3;2.79;0.29;0.79;52;NA;NA;NA;16;0
307;FALSE;acs;3;3.32;0.73;0.73;20;0.58;NA;NA;11;0
308;FALSE;mmas;3;3.52;2.83;0.85;14;NA;NA;NA;17;0
309;FALSE;acs;1;1.93;4.69;0.97;54;0.6;NA;NA;16;0
310;FALSE;as;2;4.74;8.79;0.67;63;NA;NA;NA;13;0
311;FALSE;acs;3;3.52;2.54;0.77;15;0.38;NA;NA;13;1
312;FALSE;eas;3;4.9;7.08;0.52;70;NA;NA;611;19;1
313;FALSE;eas;0;1.91;5.14;0.25;35;NA;NA;577;NA;NA
314;FALSE;ras;2;5;6.98;0.61;49;NA;2;NA;19;0
315;FALSE;as;2;2.35;7.84;0.66;64;NA;NA;NA;43;0
316;FALSE;ras;3;3.06;3.87;0.95;62;NA;93;NA;5;0
317;FALSE;eas;3;1.04;0.95;0.3;44;NA;NA;479;26;1
318;FALSE;as;3;2.51;3.31;0.71;33;NA;NA;NA;7;0
319;FALSE;acs;1;4.55;0.06;0.79;29;0.79;NA;NA;15;0
320;FALSE;acs;2;0.61;0.39;0.79;62;0.02;NA;NA;16;0
321;FALSE;as;0;0.28;3.93;0.76;46;NA;NA;NA;NA;NA
322;FALSE;mmas;2;3.94;6.84;0.68;24;NA;NA;NA;46;0
323;FALSE;ras;2;3.54;2.91;0.71;50;NA;3;NA;35;0
324;FALSE;eas;3;3.83;3.58;0.59;28;NA;NA;730;12;1
325;FALSE;acs;3;3.54;0.69;0.84;32;0.56;NA;NA;32;1
326;FALSE;eas;3;1.91;3.55;0.36;45;NA;NA;713;10;0
327;FALSE;mmas;1;4.68;6.16;0.31;37;NA;NA;NA;23;1
328;FALSE;as;2;3.96;7.5;0.47;50;NA;NA;NA;6;0
329;FALSE;acs;1;4.13;7.9;0.84;35;0.66;NA;NA;19;0
330;FALSE;eas;2;4.4;1.01;0.25;46;NA;NA;564;19;1
331;FALSE;acs;3;3.49;1.57;0.75;32;0.74;NA;NA;24;0
332;FALSE;eas;0;2.52;1.26;0.88;58;NA;NA;3;NA;NA
333;FALSE;eas;1;2.73;2.11;0.74;26;NA;NA;604;6;0
334;FALSE;ras;2;1.01;3.22;0.94;70;NA;52;NA;32;1
335;FALSE;eas;3;2.6;1.21;0.83;80;NA;NA;516;25;0
336;FALSE;eas;0;3.23;4.57;0.77;60;NA;NA;48;NA;NA
337;FALSE;mmas;0;2.41;3.84;0.84;64;NA;NA;NA;NA;NA
338;FALSE;eas;1;4.51;3.73;0.92;67;NA;NA;614;18;0
339;FALSE;as;3;3.18;0.36;0.66;5;NA;NA;NA;35;0
340;FALSE;as;3;2.35;3.76;0.73;17;NA;NA;NA;14;1
341;FALSE;acs;2;2.76;5.42;0.77;26;0.37;NA;NA;18;1
342;FALSE;ras;2;2.48;2.43;0.54;58;NA;91;NA;20;0
343;FALSE;mmas;0;1.78;1.9;0.41;43;NA;NA;NA;NA;NA
344;FALSE;acs;3;1.16;0.09;0.88;6;0.87;NA;NA;30;0
345;FALSE;mmas;3;4.43;8.31;0.67;47;NA;NA;NA;26;0
346;FALSE;mmas;1;3.75;5.22;0.45;97;NA;NA;NA;21;0
347;FALSE;eas;3;3.07;3.34;0.96;11;NA;NA;603;20;1
348;FALSE;acs;3;2.88;2.77;0.68;5;0.32;NA;NA;22;1
349;FALSE;acs;3;2.25;2.4;0.97;49;0.57;NA;NA;11;1
350;FALSE;acs;3;3.29;4.55;0.76;15;0.75;NA;NA;10;1
351;FALSE;acs;3;3.11;8.5;0.7;64;0.7;NA;NA;36;0
352;FALSE;as;3;2.42;8.04;0.52;55;NA;NA;NA;33;1
353;FALSE;eas;0;1.63;2.63;0.83;6;NA;NA;359;NA;NA
