CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
27;TRUE;FALSE;acs;3;4.13;5.54;0.12;31;0.69;NA;NA;49;0;27;27
29;TRUE;FALSE;mmas;3;1.01;1.79;0.74;67;NA;NA;NA;32;0;29;29
61;TRUE;FALSE;eas;3;3.9;8.82;0.36;57;NA;NA;63;21;1;61;61
70;TRUE;FALSE;ras;3;4.48;2.81;0.44;68;NA;49;NA;8;1;70;70
130;TRUE;FALSE;acs;3;2.82;2.12;0.19;10;0.21;NA;NA;43;0;130;130
140;TRUE;FALSE;mmas;3;4.31;4.68;0.11;32;NA;NA;NA;43;1;140;140
148;TRUE;FALSE;acs;3;4.04;0.66;0.01;12;0.16;NA;NA;43;1;148;148
163;TRUE;FALSE;acs;3;2.98;7.85;0.36;34;0.52;NA;NA;36;0;163;163
170;TRUE;FALSE;acs;3;2.64;5.41;0.6;50;0.67;NA;NA;7;1;170;170
208;TRUE;FALSE;mmas;3;3.44;4.67;0.15;16;NA;NA;NA;49;0;208;208
232;TRUE;FALSE;acs;3;4.14;6.65;0.25;47;0.24;NA;NA;41;0;232;232
241;TRUE;FALSE;acs;3;4.79;0.55;0.33;10;0.53;NA;NA;34;1;241;241
253;TRUE;FALSE;mmas;3;4.38;5.61;0.23;69;NA;NA;NA;37;0;253;253
255;TRUE;FALSE;acs;3;3.89;1.18;0.34;42;0.06;NA;NA;33;1;255;255
289;TRUE;FALSE;acs;3;3.9;8.24;0.18;50;0.17;NA;NA;37;1;289;289
306;TRUE;FALSE;acs;3;2.42;8.79;0.42;36;0.1;NA;NA;40;0;306;306
319;TRUE;FALSE;acs;3;2.63;7.94;0.32;38;0.24;NA;NA;44;1;319;319
327;TRUE;FALSE;mmas;3;4.03;5.79;0.21;28;NA;NA;NA;43;0;327;327
360;TRUE;FALSE;acs;3;4.78;9.56;0.24;58;0.28;NA;NA;31;0;360;360
365;TRUE;FALSE;acs;3;4.19;8.52;0.21;49;0.43;NA;NA;30;1;365;365
392;TRUE;FALSE;mmas;3;2.91;4.55;0.23;21;NA;NA;NA;42;0;392;392
425;TRUE;FALSE;mmas;3;3.49;4.5;0.14;11;NA;NA;NA;50;0;425;425
480;TRUE;FALSE;mmas;3;3.56;5.16;0.15;18;NA;NA;NA;40;0;480;480
487;TRUE;FALSE;mmas;3;3.79;4.38;0.17;17;NA;NA;NA;50;0;487;487
494;TRUE;FALSE;mmas;3;3.8;3.74;0.09;16;NA;NA;NA;50;0;494;494
538;TRUE;FALSE;mmas;3;3.45;4;0.11;16;NA;NA;NA;47;0;538;538
573;TRUE;FALSE;acs;3;4.08;8.34;0.27;51;0.37;NA;NA;28;1;573;573
589;TRUE;TRUE;acs;3;4.47;8.35;0.16;47;0.28;NA;NA;28;1;589;589
620;TRUE;FALSE;acs;3;4.31;8.78;0.22;49;0.44;NA;NA;29;1;620;620
653;TRUE;FALSE;acs;3;4.72;8.12;0.18;52;0.31;NA;NA;26;1;653;653
