CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
91;TRUE;acs;3;1.79;4.99;0.94;10;0.14;NA;NA;10;1
92;FALSE;eas;1;4.29;9.99;0.45;58;NA;NA;27;33;0
93;FALSE;mmas;3;3.67;8.74;0.32;94;NA;NA;NA;27;1
94;FALSE;acs;1;1.17;3.74;0.82;46;0.52;NA;NA;50;0
95;FALSE;eas;2;4.92;6.24;0.57;22;NA;NA;309;39;0
96;FALSE;as;0;2.42;1.24;0.07;70;NA;NA;NA;NA;NA
97;FALSE;mmas;2;0.31;3.27;0.46;5;NA;NA;NA;25;1
98;FALSE;ras;0;2.81;8.27;0.96;53;NA;69;NA;NA;NA
99;FALSE;as;1;4.06;5.77;0.21;29;NA;NA;NA;13;1
100;FALSE;eas;3;1.56;0.77;0.71;77;NA;NA;438;36;0
101;FALSE;as;3;3.43;7.02;0.09;17;NA;NA;NA;42;0
102;FALSE;ras;1;0.93;2.02;0.58;65;NA;31;NA;19;1
103;FALSE;acs;2;4.68;9.52;0.83;89;0.91;NA;NA;8;1
104;FALSE;mmas;0;2.18;4.52;0.34;41;NA;NA;NA;NA;NA
105;FALSE;mmas;1;3.12;0.14;0.77;23;NA;NA;NA;39;1
106;FALSE;acs;3;0.62;5.14;0.27;71;0.6;NA;NA;16;0
107;FALSE;as;2;1.87;7.64;0.52;47;NA;NA;NA;28;1
108;FALSE;eas;0;4.37;2.64;0.03;95;NA;NA;578;NA;NA
109;FALSE;as;0;1.24;8.89;0.65;11;NA;NA;NA;NA;NA
110;FALSE;ras;2;3.74;3.89;0.15;59;NA;13;NA;45;1
111;FALSE;acs;1;2.49;6.39;0.4;83;0.22;NA;NA;34;1
112;FALSE;eas;3;4.99;1.39;0.89;35;NA;NA;484;11;0
113;FALSE;as;0;3.59;2.33;0.49;74;NA;NA;NA;NA;NA
114;FALSE;ras;2;1.09;7.33;0.99;26;NA;22;NA;32;0
115;FALSE;mmas;3;2.34;9.83;0.24;98;NA;NA;NA;21;1
116;FALSE;acs;1;4.84;4.83;0.74;50;0.75;NA;NA;44;0
117;FALSE;eas;1;0.46;8.58;0.12;62;NA;NA;414;38;0
118;TRUE;acs;3;2.96;3.58;0.62;14;0.38;NA;NA;15;1
119;FALSE;ras;0;1.71;6.08;0.86;38;NA;59;NA;NA;NA
120;FALSE;mmas;2;4.21;1.08;0.37;86;NA;NA;NA;49;0
121;FALSE;as;1;1.4;2.96;0.92;92;NA;NA;NA;18;0
122;FALSE;ras;3;3.9;7.96;0.43;44;NA;78;NA;41;1
123;FALSE;eas;2;2.65;5.46;0.68;68;NA;NA;648;6;0
124;FALSE;acs;0;0.15;0.46;0.18;20;0.69;NA;NA;NA;NA
125;FALSE;as;3;0.78;4.21;0.8;56;NA;NA;NA;35;1
126;FALSE;eas;1;3.28;9.21;0.31;8;NA;NA;555;12;0
127;FALSE;mmas;0;4.53;6.71;0.55;80;NA;NA;NA;NA;NA
128;FALSE;ras;2;2.03;1.71;0.06;32;NA;16;NA;24;0
129;FALSE;ras;3;0.87;1.04;0.92;90;NA;11;NA;38;1
130;FALSE;mmas;1;3.37;6.04;0.43;42;NA;NA;NA;15;0
131;FALSE;eas;0;4.62;8.54;0.67;66;NA;NA;487;NA;NA
132;FALSE;as;2;2.12;3.54;0.18;18;NA;NA;NA;26;0
133;FALSE;acs;1;1.5;2.29;0.8;54;0.43;NA;NA;20;0
134;FALSE;eas;3;4;7.29;0.3;6;NA;NA;581;43;1
135;FALSE;ras;2;2.75;9.79;0.55;78;NA;98;NA;9;0
136;FALSE;as;0;0.25;4.79;0.05;30;NA;NA;NA;NA;NA
137;FALSE;acs;0;3.69;2.92;0.36;84;0.12;NA;NA;NA;NA
138;FALSE;mmas;2;1.19;7.92;0.86;36;NA;NA;NA;29;0
139;FALSE;as;1;4.94;0.42;0.61;12;NA;NA;NA;41;0
140;FALSE;ras;3;2.44;5.42;0.12;60;NA;4;NA;18;1
141;FALSE;acs;2;4.31;4.17;0.49;72;0.74;NA;NA;46;0
142;FALSE;eas;0;1.81;9.17;0.98;24;NA;NA;440;NA;NA
143;FALSE;mmas;3;3.06;1.67;0.74;48;NA;NA;NA;12;1
144;FALSE;ras;1;0.56;6.67;0.24;96;NA;67;NA;35;0
145;FALSE;eas;2;0.09;1.36;0.33;45;NA;NA;417;22;1
146;FALSE;as;0;2.59;6.36;0.83;93;NA;NA;NA;NA;NA
147;FALSE;ras;1;3.84;8.86;0.09;21;NA;58;NA;10;1
148;FALSE;mmas;3;1.34;3.86;0.58;69;NA;NA;NA;33;0
149;FALSE;mmas;1;0.72;2.61;0.7;81;NA;NA;NA;16;1
150;FALSE;acs;3;3.22;7.61;0.21;33;0.21;NA;NA;39;0
151;FALSE;ras;0;1.97;0.11;0.46;9;NA;45;NA;NA;NA
152;FALSE;as;2;4.47;5.11;0.95;57;NA;NA;NA;5;1
153;FALSE;as;3;0.4;9.48;0.39;87;NA;NA;NA;19;0
154;FALSE;eas;1;2.9;4.48;0.89;39;NA;NA;651;42;1
155;FALSE;mmas;0;4.15;1.98;0.15;63;NA;NA;NA;NA;NA
156;FALSE;acs;2;1.65;6.98;0.64;15;0.27;NA;NA;31;1
157;FALSE;acs;0;1.03;5.73;0.52;51;0.9;NA;NA;NA;NA
158;FALSE;eas;2;3.53;0.73;0.02;99;NA;NA;558;48;1
159;FALSE;as;1;2.28;8.23;0.27;75;NA;NA;NA;36;1
160;FALSE;ras;3;4.78;3.23;0.77;27;NA;14;NA;13;0
161;FALSE;ras;2;2.98;5.89;0.81;8;NA;72;NA;37;1
162;FALSE;mmas;0;0.48;0.89;0.32;56;NA;NA;NA;NA;NA
163;FALSE;eas;1;1.73;3.39;0.56;32;NA;NA;265;49;1
164;FALSE;as;3;4.23;8.39;0.07;80;NA;NA;NA;26;0
165;FALSE;ras;3;1.11;4.64;0.69;20;NA;34;NA;8;0
166;FALSE;as;1;3.61;9.64;0.19;68;NA;NA;NA;31;1
167;FALSE;mmas;2;2.36;2.14;0.44;92;NA;NA;NA;43;1
168;FALSE;acs;0;4.86;7.14;0.94;44;0.63;NA;NA;NA;NA
169;FALSE;eas;1;4.55;4.01;0.87;86;NA;NA;312;23;1
170;FALSE;acs;3;2.05;9.01;0.38;38;0.44;NA;NA;46;0
171;FALSE;ras;0;3.3;1.51;0.13;14;NA;3;NA;NA;NA
172;FALSE;mmas;2;0.8;6.51;0.63;62;NA;NA;NA;11;1
173;FALSE;acs;1;0.17;7.76;0.5;26;0.82;NA;NA;5;1
174;FALSE;mmas;3;2.67;2.76;1;74;NA;NA;NA;28;0
175;FALSE;as;0;1.42;5.26;0.75;98;NA;NA;NA;NA;NA
176;FALSE;eas;2;3.92;0.26;0.26;50;NA;NA;30;17;1
177;FALSE;ras;2;1.26;8.7;0.91;83;NA;56;NA;15;0
178;FALSE;mmas;0;3.76;3.7;0.41;35;NA;NA;NA;NA;NA
179;FALSE;eas;3;0.01;6.2;0.16;11;NA;NA;194;50;1
180;FALSE;acs;1;2.51;1.2;0.66;59;0.16;NA;NA;27;0
181;FALSE;as;2;3.14;4.95;0.29;23;NA;NA;NA;21;0
182;FALSE;ras;0;0.64;9.95;0.78;71;NA;18;NA;NA;NA
183;FALSE;acs;3;4.39;2.45;0.53;95;0.54;NA;NA;33;1
184;FALSE;acs;3;0.69;6.48;0.98;66;0.1;NA;NA;19;1
185;FALSE;mmas;3;1.86;5.59;0.71;59;NA;NA;NA;17;1
186;FALSE;as;2;1.9;5.6;0.6;31;NA;NA;NA;32;0
187;FALSE;mmas;2;3.7;7.49;0.68;20;NA;NA;NA;6;1
188;FALSE;mmas;1;0.73;0.6;0.76;10;NA;NA;NA;7;0
189;FALSE;mmas;3;2.52;2.77;0.95;47;NA;NA;NA;31;1
190;FALSE;acs;0;1.26;6.13;0.39;29;0.28;NA;NA;NA;NA
191;FALSE;acs;3;0.31;8.49;0.58;36;0.55;NA;NA;27;1
192;FALSE;acs;3;0.49;6.05;0.51;5;0.47;NA;NA;8;1
193;FALSE;as;3;3.8;2.76;0.57;8;NA;NA;NA;9;0
194;TRUE;acs;3;3.54;9.4;0.48;25;0.62;NA;NA;15;1
195;FALSE;ras;1;3.25;2.76;0.81;50;NA;38;NA;20;1
196;FALSE;acs;3;2.79;2.93;0.58;6;0.88;NA;NA;25;1
197;FALSE;mmas;3;2.84;6.37;0.55;53;NA;NA;NA;47;1
198;FALSE;acs;0;1.71;5.39;1;81;0.53;NA;NA;NA;NA
199;FALSE;acs;3;3.75;2.2;0.97;27;0.31;NA;NA;18;1
200;FALSE;mmas;2;1.18;3.87;0.64;29;NA;NA;NA;14;1
201;FALSE;as;2;4.43;9.58;0.69;33;NA;NA;NA;20;1
202;FALSE;as;3;1.69;2.02;0.91;44;NA;NA;NA;20;0
203;FALSE;acs;3;3.73;5.21;0.34;19;0.31;NA;NA;14;0
204;FALSE;as;2;3.04;3.04;0.05;43;NA;NA;NA;28;0
205;FALSE;mmas;3;2.51;9.44;0.79;36;NA;NA;NA;17;1
206;FALSE;ras;3;1.98;8.28;0.39;49;NA;2;NA;14;0
207;FALSE;acs;3;1.16;5.12;0.76;80;0.59;NA;NA;20;1
208;FALSE;mmas;3;2.29;2.77;0.75;18;NA;NA;NA;23;1
209;FALSE;acs;0;4.08;4.07;0.59;28;0.33;NA;NA;NA;NA
210;FALSE;as;0;3.65;7.44;0.83;5;NA;NA;NA;NA;NA
211;FALSE;eas;1;2.7;5.15;0.9;8;NA;NA;536;10;0
212;FALSE;eas;2;4.15;3.41;0.75;11;NA;NA;201;21;1
213;FALSE;acs;0;1.44;8.01;0.98;20;0.56;NA;NA;NA;NA
214;FALSE;ras;3;3.61;3.37;0.53;55;NA;12;NA;30;0
215;FALSE;acs;2;3.48;4.4;0.42;44;0.31;NA;NA;14;0
216;FALSE;acs;3;2.04;0.6;0.18;40;0.5;NA;NA;17;0
217;FALSE;as;0;1.51;2.12;0.6;36;NA;NA;NA;NA;NA
218;FALSE;mmas;3;2.57;5.6;0.41;33;NA;NA;NA;24;0
219;FALSE;eas;2;0.97;6.02;0.57;78;NA;NA;238;27;0
220;FALSE;acs;3;4.85;4.13;0.76;24;0.1;NA;NA;8;1
221;FALSE;acs;0;4.14;5.14;0.68;18;0.47;NA;NA;NA;NA
222;FALSE;ras;0;3.77;2.48;0.75;30;NA;18;NA;NA;NA
223;FALSE;ras;0;4.64;8.38;0.65;30;NA;6;NA;NA;NA
224;FALSE;acs;1;3.97;2.81;0.13;35;0.52;NA;NA;20;0
225;FALSE;mmas;1;4.64;6.81;0.44;6;NA;NA;NA;25;0
226;FALSE;eas;1;3.68;5.62;0.74;42;NA;NA;428;16;1
227;FALSE;eas;3;2.57;4.87;0.86;55;NA;NA;82;14;0
228;FALSE;eas;3;4.32;6;0.44;9;NA;NA;429;22;1
229;FALSE;eas;3;3.61;3.23;0.72;57;NA;NA;353;14;1
230;FALSE;eas;0;1.33;7.16;0.44;29;NA;NA;683;NA;NA
231;FALSE;acs;3;4.96;6.25;0.53;15;0.52;NA;NA;7;1
232;FALSE;ras;3;2.44;1.37;0.08;89;NA;35;NA;29;0
233;TRUE;acs;3;4.02;2.84;0.56;39;0.13;NA;NA;30;1
234;FALSE;acs;2;1.75;2.6;0.54;52;0.17;NA;NA;19;0
235;FALSE;acs;2;3.62;7.99;0.23;46;0.45;NA;NA;17;1
236;FALSE;acs;1;0.87;4.01;0.73;5;0.32;NA;NA;19;0
237;FALSE;acs;3;3.47;2.83;0.56;28;0.42;NA;NA;41;1
238;FALSE;eas;0;0.65;2.3;0.57;59;NA;NA;608;NA;NA
239;FALSE;ras;0;3.14;0.58;0.49;15;NA;50;NA;NA;NA
240;FALSE;eas;3;3.72;7.97;0.7;33;NA;NA;710;32;1
241;FALSE;eas;1;2.14;4.87;0.81;61;NA;NA;309;27;0
242;FALSE;acs;0;3.36;0.9;0.83;43;0.73;NA;NA;NA;NA
243;FALSE;mmas;3;4.12;6.16;0.55;5;NA;NA;NA;13;0
244;FALSE;mmas;0;2.03;3.14;0.84;45;NA;NA;NA;NA;NA
245;FALSE;acs;3;3.73;2.85;0.57;9;0.34;NA;NA;14;0
246;FALSE;acs;3;2;2.87;0.77;10;0.33;NA;NA;16;0
247;FALSE;as;3;3.92;6.12;0.25;76;NA;NA;NA;23;0
248;FALSE;as;1;1.07;3.39;0.38;22;NA;NA;NA;14;0
249;FALSE;eas;0;0.01;6.43;0.73;34;NA;NA;559;NA;NA
250;FALSE;ras;0;2.83;8.1;0.56;21;NA;32;NA;NA;NA
251;FALSE;acs;1;1.77;7.99;0.45;13;0.52;NA;NA;15;0
252;FALSE;eas;0;2.44;1.59;0.92;43;NA;NA;173;NA;NA
253;FALSE;as;2;0.61;3.16;0.36;36;NA;NA;NA;6;0
254;FALSE;acs;1;4.76;8.06;0.72;38;0.72;NA;NA;18;1
255;FALSE;ras;1;3.57;7.41;0.34;19;NA;61;NA;46;0
256;FALSE;eas;2;2.99;4.74;0.58;68;NA;NA;149;20;0
257;FALSE;as;3;1.91;6.88;0.82;27;NA;NA;NA;13;0
258;FALSE;acs;1;3.04;7.12;0.53;21;0.55;NA;NA;9;1
259;FALSE;acs;2;2.69;6.6;0.48;42;0.45;NA;NA;11;1
260;FALSE;mmas;0;2.63;8.92;0.88;82;NA;NA;NA;NA;NA
261;FALSE;eas;1;4.44;3.07;0.75;21;NA;NA;196;9;1
262;FALSE;mmas;2;1.65;2.44;0.09;19;NA;NA;NA;30;1
263;FALSE;eas;2;3.41;5.27;0.11;9;NA;NA;337;16;1
264;FALSE;ras;3;0.54;5.51;0.51;54;NA;73;NA;14;1
265;FALSE;acs;0;1.82;6.19;0.85;23;0.85;NA;NA;NA;NA
266;FALSE;acs;3;1.3;7.44;0.67;96;0.46;NA;NA;17;1
267;FALSE;acs;3;0.97;8.51;0.58;65;0.2;NA;NA;44;1
268;FALSE;mmas;3;4;7.2;0.65;31;NA;NA;NA;25;1
269;FALSE;as;0;1.39;1.92;0.9;25;NA;NA;NA;NA;NA
270;FALSE;ras;2;4.67;4.45;0.48;18;NA;36;NA;21;0
271;FALSE;mmas;3;3.73;2.87;0.97;19;NA;NA;NA;47;0
272;FALSE;eas;2;3.35;3.8;0.53;30;NA;NA;322;24;1
273;FALSE;as;2;3.15;3.92;0.78;36;NA;NA;NA;17;0
274;FALSE;mmas;1;2.07;0.84;0.93;31;NA;NA;NA;6;0
275;FALSE;mmas;3;2.22;0.57;0.86;12;NA;NA;NA;15;1
276;FALSE;acs;3;2.11;6.68;0.87;42;0.08;NA;NA;41;1
277;FALSE;eas;3;2.45;1.61;0.69;14;NA;NA;306;14;0
278;FALSE;eas;2;1.2;5.38;0.22;22;NA;NA;602;39;1
279;FALSE;mmas;0;2.89;6.85;0.8;9;NA;NA;NA;NA;NA
280;FALSE;as;0;2.82;7.41;0.86;5;NA;NA;NA;NA;NA
281;FALSE;acs;0;4.08;0.68;0.71;8;0.96;NA;NA;NA;NA
282;FALSE;acs;0;2.6;9.67;0.98;66;0.8;NA;NA;NA;NA
283;FALSE;ras;3;1.73;9.9;0.07;14;NA;67;NA;5;0
284;FALSE;acs;3;2.04;1.64;0.64;91;0.41;NA;NA;30;1
285;FALSE;ras;3;2.57;6.88;0.72;51;NA;14;NA;20;1
286;FALSE;acs;3;3.71;6.55;0.61;37;0.44;NA;NA;13;1
287;FALSE;as;3;3.28;8.95;0.82;46;NA;NA;NA;34;0
288;FALSE;mmas;1;2.84;3.14;0.47;14;NA;NA;NA;7;1
289;FALSE;mmas;0;4.56;9.54;0.63;22;NA;NA;NA;NA;NA
290;FALSE;eas;2;2.69;4.54;0.55;20;NA;NA;395;9;0
291;TRUE;acs;3;3.79;6.87;0.65;8;0.76;NA;NA;32;1
292;FALSE;eas;1;2.04;6.36;0.72;10;NA;NA;201;24;0
293;FALSE;acs;2;0.03;3.03;0.98;17;0.59;NA;NA;22;1
294;FALSE;ras;3;1.52;2.44;0.93;36;NA;58;NA;7;1
295;FALSE;ras;0;1.82;5.42;0.44;27;NA;22;NA;NA;NA
296;FALSE;as;1;0.1;5.42;0.82;21;NA;NA;NA;36;0
297;FALSE;ras;2;2.3;5.97;0.86;55;NA;42;NA;10;1
298;FALSE;acs;1;3.7;5.76;0.26;36;0.48;NA;NA;39;0
299;FALSE;acs;3;1.46;7.9;0.15;11;0.35;NA;NA;35;1
300;FALSE;as;1;2.49;4.12;0.34;43;NA;NA;NA;23;1
301;FALSE;mmas;2;4.27;4.22;0.28;32;NA;NA;NA;24;1
302;FALSE;eas;0;2.31;7.41;0.24;8;NA;NA;11;NA;NA
303;FALSE;as;0;3.71;7.49;0.13;14;NA;NA;NA;NA;NA
304;FALSE;ras;1;3.84;3.87;0.13;33;NA;88;NA;42;0
305;FALSE;mmas;3;3.65;4.14;0.51;26;NA;NA;NA;22;0
306;FALSE;acs;1;4.9;9.65;0.53;17;0.7;NA;NA;31;0
307;FALSE;ras;3;1.9;0.38;0.5;24;NA;74;NA;18;1
308;FALSE;as;3;4.41;2.74;0.65;18;NA;NA;NA;18;0
309;FALSE;eas;1;0.98;5.36;0.49;15;NA;NA;285;12;1
310;FALSE;acs;1;2.11;3.93;0.92;43;0.44;NA;NA;10;1
311;FALSE;acs;3;4.22;8.61;0.54;25;0.69;NA;NA;11;1
312;FALSE;mmas;3;2.55;3.59;0.22;28;NA;NA;NA;20;1
313;FALSE;ras;3;3.2;9.98;0.63;33;NA;33;NA;19;0
314;FALSE;acs;3;3.57;6.44;0.96;12;0.14;NA;NA;7;1
315;FALSE;acs;3;1.43;3.61;0.95;24;0.24;NA;NA;18;1
316;FALSE;eas;3;2.13;5.52;0.16;38;NA;NA;314;11;1
317;FALSE;eas;3;2.35;6.32;0.58;15;NA;NA;741;19;1
318;FALSE;ras;3;4.51;0.84;0.37;45;NA;74;NA;40;1
319;FALSE;mmas;3;1.73;2.7;0.18;16;NA;NA;NA;9;1
320;FALSE;acs;0;3.73;9.09;0.7;42;0.56;NA;NA;NA;NA
321;FALSE;acs;0;4.95;6.94;0.44;52;0.49;NA;NA;NA;NA
322;TRUE;acs;3;2.38;1.36;0.84;23;0.05;NA;NA;12;1
323;FALSE;acs;1;2;2.81;0.73;9;0.24;NA;NA;14;0
324;FALSE;acs;0;3.49;9.81;0.65;47;0.74;NA;NA;NA;NA
325;FALSE;ras;3;1.32;5.63;0.92;19;NA;85;NA;35;1
326;FALSE;eas;3;2.5;6.66;0.62;5;NA;NA;698;19;1
327;FALSE;acs;2;2.67;6.2;0.68;21;0.77;NA;NA;34;1
328;FALSE;acs;3;4.07;5.89;0.77;12;0.85;NA;NA;42;1
329;FALSE;acs;3;1.21;3.06;0.92;18;0.68;NA;NA;18;1
330;FALSE;eas;3;2.72;9.6;0.74;37;NA;NA;145;11;1
331;FALSE;mmas;3;3.91;6.18;0.82;11;NA;NA;NA;19;1
332;FALSE;eas;3;2.5;4.4;0.54;38;NA;NA;447;13;1
333;FALSE;ras;2;2.59;3.42;0.54;7;NA;42;NA;15;1
334;FALSE;acs;0;4;5.23;0.61;8;0.88;NA;NA;NA;NA
335;FALSE;mmas;0;3.61;9.18;0.68;11;NA;NA;NA;NA;NA
336;FALSE;acs;3;1.51;6.33;0.55;14;0.05;NA;NA;9;0
337;FALSE;ras;3;3.34;4.92;0.84;9;NA;19;NA;22;0
338;FALSE;acs;3;2.61;7.18;0.34;22;0.92;NA;NA;6;1
339;FALSE;acs;3;2.04;7.37;0.68;12;0.51;NA;NA;26;1
340;FALSE;as;3;3.72;7.24;0.97;48;NA;NA;NA;14;1
341;FALSE;acs;0;2.94;5.65;0.6;20;0.57;NA;NA;NA;NA
342;FALSE;acs;0;3.68;7.47;0.24;26;0.77;NA;NA;NA;NA
343;FALSE;acs;3;3.12;6.63;0.75;21;0.87;NA;NA;21;1
344;FALSE;acs;3;1;2.73;0.81;38;0.43;NA;NA;9;1
345;FALSE;acs;3;3.71;1.44;0.4;54;0.38;NA;NA;29;1
346;FALSE;acs;3;3.95;2.33;0.47;10;0.48;NA;NA;14;0
347;FALSE;mmas;2;1.25;3.89;0.93;16;NA;NA;NA;20;1
348;FALSE;acs;3;3.74;8.96;0.3;26;0.53;NA;NA;12;0
349;FALSE;ras;0;4.43;6.52;0.96;18;NA;74;NA;NA;NA
350;FALSE;acs;3;0.82;3.57;0.46;11;0.63;NA;NA;11;0
351;FALSE;ras;3;3.48;9.92;0.62;23;NA;84;NA;43;1
352;FALSE;as;2;4.69;4.72;0.32;28;NA;NA;NA;37;1
