CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
17;TRUE;FALSE;acs;3;2.71;8.78;0.66;6;0.09;NA;NA;42;1;17;17
25;TRUE;FALSE;mmas;3;1.15;8.16;0.97;60;NA;NA;NA;16;1;25;25
28;TRUE;FALSE;acs;2;2.4;5.66;0.23;36;0.4;NA;NA;28;0;28;28
46;TRUE;FALSE;acs;3;2.2;6.49;0.44;18;0.22;NA;NA;34;1;46;46
50;TRUE;FALSE;acs;3;4.16;9.28;0.66;49;0.28;NA;NA;36;1;50;50
79;TRUE;FALSE;acs;3;4.05;8.28;0.83;31;0.1;NA;NA;25;1;79;79
88;TRUE;TRUE;mmas;3;1.1;6.7;0.83;44;NA;NA;NA;17;1;88;88
105;TRUE;FALSE;acs;3;1.9;4.23;0.86;49;0.18;NA;NA;44;1;105;105
121;TRUE;FALSE;acs;3;2.91;5.91;0.37;56;0.68;NA;NA;30;1;121;121
122;TRUE;FALSE;ras;3;2.92;6.5;0.54;35;NA;7;NA;31;1;122;122
156;TRUE;FALSE;acs;3;2.88;7.45;0.55;32;0.32;NA;NA;35;1;156;156
160;TRUE;FALSE;mmas;3;1.12;9.47;0.89;32;NA;NA;NA;19;1;160;160
169;TRUE;FALSE;mmas;3;1.26;9.63;0.87;26;NA;NA;NA;22;1;169;169
179;TRUE;FALSE;mmas;3;0.99;4.03;0.87;61;NA;NA;NA;28;1;179;179
185;TRUE;FALSE;acs;3;3.26;7.86;0.16;37;0.66;NA;NA;34;1;185;185
273;TRUE;FALSE;acs;3;3.37;7.72;0.08;40;0.64;NA;NA;35;1;273;273
295;TRUE;FALSE;acs;3;2.95;6.1;0.39;54;0.68;NA;NA;30;1;295;295
296;TRUE;FALSE;acs;3;2.86;7.13;0.38;53;0.68;NA;NA;29;1;296;296
305;TRUE;FALSE;acs;3;2.54;6.2;0.38;51;0.66;NA;NA;32;1;305;305
313;TRUE;FALSE;acs;3;2.59;5.26;0.36;56;0.66;NA;NA;27;1;313;313
329;TRUE;FALSE;acs;3;2.88;7.06;0.38;49;0.62;NA;NA;31;1;329;329
332;TRUE;FALSE;mmas;3;1.1;6.12;0.83;40;NA;NA;NA;16;1;332;332
338;TRUE;FALSE;acs;3;2.5;6.25;0.37;52;0.67;NA;NA;31;1;338;338
