CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
10;TRUE;FALSE;as;3;4.89;8.29;0.89;14;NA;NA;NA;30;1;10;10
40;TRUE;FALSE;eas;3;2;3.76;0.5;52;NA;NA;671;17;1;40;40
66;TRUE;FALSE;as;3;4.23;4.46;0.83;27;NA;NA;NA;44;1;66;66
82;TRUE;FALSE;ras;3;4.38;6.03;0.37;6;NA;21;NA;14;0;82;82
124;TRUE;FALSE;acs;3;3.55;2.07;0.17;24;0.23;NA;NA;10;0;124;124
156;TRUE;FALSE;acs;3;2.63;7.72;0.41;32;0.91;NA;NA;18;0;156;156
159;TRUE;FALSE;acs;3;3.49;5.32;0.27;34;0.68;NA;NA;19;1;159;159
191;TRUE;FALSE;mmas;3;3.57;6.3;0.18;15;NA;NA;NA;12;0;191;191
192;TRUE;FALSE;acs;3;3.71;8.06;0.82;71;0.69;NA;NA;8;1;192;192
195;TRUE;FALSE;acs;3;3.92;5.92;0.25;52;0.04;NA;NA;21;1;195;195
201;TRUE;FALSE;acs;3;3.94;6.26;0.15;41;0.3;NA;NA;11;0;201;201
272;TRUE;FALSE;acs;3;4.59;9.74;0.35;61;0.35;NA;NA;15;0;272;272
282;TRUE;FALSE;acs;3;2.8;6.78;0.89;67;0.96;NA;NA;10;1;282;282
308;TRUE;FALSE;acs;3;3.28;7.47;0.34;48;0.01;NA;NA;11;1;308;308
330;TRUE;FALSE;acs;3;3.81;7.43;0.62;62;0.7;NA;NA;11;1;330;330
390;TRUE;FALSE;acs;3;3.39;6.48;0.1;41;0.33;NA;NA;15;0;390;390
413;TRUE;FALSE;acs;3;3.98;7.14;0.8;68;0.68;NA;NA;10;1;413;413
430;TRUE;FALSE;acs;3;2.95;7.12;0.59;58;0.69;NA;NA;12;1;430;430
442;TRUE;FALSE;acs;3;3.93;6.72;0.62;66;0.66;NA;NA;11;1;442;442
453;TRUE;FALSE;acs;3;3.57;6.97;0.1;38;0.27;NA;NA;17;0;453;453
502;TRUE;FALSE;acs;3;4.07;7.02;0.9;72;0.66;NA;NA;9;1;502;502
508;TRUE;FALSE;acs;3;3.43;6.88;0.13;39;0.12;NA;NA;13;0;508;508
547;TRUE;TRUE;acs;3;3.33;7.07;0.13;42;0.25;NA;NA;14;0;547;547
561;TRUE;FALSE;acs;3;3.46;6.86;0.07;38;0.17;NA;NA;11;0;561;561
596;TRUE;FALSE;acs;3;3.38;6.6;0.08;41;0.21;NA;NA;10;0;596;596
643;TRUE;FALSE;acs;3;3.26;7.01;0.14;41;0.28;NA;NA;14;0;643;643
653;TRUE;FALSE;acs;3;3.55;7.05;0.1;38;0.1;NA;NA;14;0;653;653
659;TRUE;FALSE;acs;3;3.52;7.01;0.1;40;0.2;NA;NA;11;0;659;659
