CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;33;1;0;NA;NA;1.59;1.12;0.79;1;1
12;TRUE;FALSE;120;4;0;NA;NA;1.12;1.27;0.51;12;12
16;TRUE;FALSE;39;1;0;NA;NA;0.89;2.45;0.2;16;16
17;TRUE;FALSE;139;4;2;NA;NA;2.14;1.2;0.65;17;17
31;TRUE;FALSE;98;4;0;NA;NA;2.41;2.41;0.75;31;31
38;TRUE;FALSE;162;4;0;NA;NA;1.92;1.97;0.47;38;38
41;TRUE;FALSE;114;4;2;NA;NA;2.13;2.47;0.83;41;41
76;TRUE;FALSE;107;4;0;NA;NA;2.35;2.15;0.4;76;76
96;TRUE;FALSE;74;4;0;NA;NA;2.4;2.16;0.53;96;96
97;TRUE;FALSE;80;4;0;NA;NA;2.24;2.39;0.6;97;97
105;TRUE;FALSE;105;4;0;NA;NA;1.83;2.33;0.56;105;105
122;TRUE;FALSE;57;4;0;NA;NA;2.18;2.18;0.47;122;122
133;TRUE;FALSE;78;4;0;NA;NA;2.47;1.81;0.55;133;133
135;TRUE;FALSE;82;4;0;NA;NA;2.17;2.11;0.47;135;135
136;TRUE;FALSE;119;4;0;NA;NA;2.44;2.19;0.4;136;136
149;TRUE;FALSE;116;4;0;NA;NA;2.36;2.29;0.38;149;149
156;TRUE;TRUE;104;4;0;NA;NA;2.27;2.39;0.41;156;156
183;TRUE;FALSE;107;4;0;NA;NA;2.35;2.34;0.4;183;183
185;TRUE;FALSE;131;4;0;NA;NA;2.47;2.3;0.38;185;185
