CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
43;TRUE;FALSE;195;0;0;NA;NA;1.11;1.84;0.75;43;43
44;TRUE;FALSE;46;1;0;NA;NA;1.74;2.47;0.07;44;44
59;TRUE;FALSE;65;4;0;NA;NA;0.88;1.92;0.44;59;59
74;TRUE;FALSE;150;4;0;NA;NA;0.63;2.1;0.57;74;74
126;TRUE;FALSE;33;2;0;NA;NA;1.18;2.03;0.37;126;126
167;TRUE;FALSE;145;4;2;NA;NA;0.91;2.26;0.65;167;167
180;TRUE;FALSE;20;4;0;NA;NA;1.68;1.63;0.54;180;180
223;TRUE;FALSE;132;4;0;NA;NA;0.63;2.15;0.64;223;223
238;TRUE;FALSE;112;4;0;NA;NA;1.01;2.45;0.37;238;238
284;TRUE;FALSE;122;4;0;NA;NA;1.32;2.1;0.53;284;284
313;TRUE;FALSE;104;4;0;NA;NA;1.11;2.49;0.34;313;313
324;TRUE;FALSE;110;4;0;NA;NA;1.22;2;0.39;324;324
327;TRUE;FALSE;94;4;0;NA;NA;1.26;2.48;0.32;327;327
330;TRUE;FALSE;22;4;0;NA;NA;1.82;1.8;0.47;330;330
359;TRUE;FALSE;23;4;0;NA;NA;1.75;1.86;0.54;359;359
397;TRUE;FALSE;99;4;0;NA;NA;1.28;2.39;0.31;397;397
420;TRUE;TRUE;82;4;0;NA;NA;1.24;2.44;0.35;420;420
423;TRUE;FALSE;113;4;0;NA;NA;1.15;2.44;0.31;423;423
452;TRUE;FALSE;82;4;0;NA;NA;1.23;2.33;0.38;452;452
458;TRUE;FALSE;72;4;0;NA;NA;1.36;2.44;0.33;458;458
