CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;acs;3;4.85;3.96;1;6;0.58;NA;NA;36;1;1;1
34;TRUE;FALSE;acs;2;3.84;1.93;0.02;29;0.66;NA;NA;40;0;34;34
47;TRUE;FALSE;acs;3;1.02;2.55;0.58;11;0.84;NA;NA;31;1;47;47
69;TRUE;FALSE;eas;3;1.38;4.66;0.34;29;NA;NA;528;12;1;69;69
88;TRUE;FALSE;acs;3;3.09;2.47;0.49;62;0.96;NA;NA;34;0;88;88
107;TRUE;FALSE;acs;3;4.02;5.48;0.97;24;0.71;NA;NA;38;1;107;107
133;TRUE;FALSE;acs;3;3.14;0.66;0.44;5;0.87;NA;NA;9;0;133;133
156;TRUE;FALSE;acs;3;1.97;8.22;0.59;36;0.1;NA;NA;26;0;156;156
160;TRUE;FALSE;acs;3;3.12;3.98;0.79;10;0.65;NA;NA;33;1;160;160
166;TRUE;FALSE;ras;3;2.21;1.6;0.77;28;NA;21;NA;46;1;166;166
175;TRUE;FALSE;acs;3;2.57;7.95;0.58;54;0.44;NA;NA;14;0;175;175
184;TRUE;FALSE;acs;3;3.05;9.36;0.43;38;0.04;NA;NA;26;1;184;184
210;TRUE;FALSE;acs;3;2.41;6.15;0.94;37;0.23;NA;NA;33;0;210;210
251;TRUE;FALSE;acs;3;2.05;6.42;0.58;41;0.23;NA;NA;15;1;251;251
264;TRUE;FALSE;acs;3;2.78;9.5;0.5;43;0.47;NA;NA;14;0;264;264
266;TRUE;FALSE;acs;3;2.66;9.32;0.63;48;0.37;NA;NA;17;0;266;266
279;TRUE;FALSE;ras;3;2.39;2.38;0.79;46;NA;16;NA;45;1;279;279
288;TRUE;FALSE;acs;3;2.64;6.1;0.63;54;0.32;NA;NA;10;1;288;288
308;TRUE;TRUE;acs;3;2.34;6.16;0.73;49;0.29;NA;NA;15;1;308;308
320;TRUE;FALSE;acs;3;2.5;9.64;0.45;27;0.51;NA;NA;10;0;320;320
338;TRUE;FALSE;acs;3;3.27;9.35;0.44;54;0.27;NA;NA;13;0;338;338
373;TRUE;FALSE;acs;3;2.92;4.93;0.48;54;0.56;NA;NA;12;1;373;373
380;TRUE;FALSE;acs;3;3.36;9.91;0.33;45;0.55;NA;NA;16;0;380;380
397;TRUE;FALSE;acs;3;3.4;8.72;0.29;50;0.58;NA;NA;13;0;397;397
415;TRUE;FALSE;acs;3;2.24;6.03;0.71;50;0.35;NA;NA;14;1;415;415
416;TRUE;FALSE;acs;3;2.98;9.71;0.49;50;0.49;NA;NA;12;0;416;416
