network_name;problem_type;number_of_runs;best_known_solution;components;single_components;multiple_components;max_distance;mean_distance;sd_distance;min_nodes_multiple_components;max_nodes_multiple_components;mean_nodes_multiple_components;sd_nodes_multiple_components;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;max_degree;min_degree;average_degree;average_regular_in_degree;average_elite_in_degree;average_elite_out_degree;best_nodes;average_best_in_degree;average_best_out_degree;best_strength_in;start_best_nodes;standard_best_nodes;end_best_nodes;average_path_length;paths;best_nodes_rate;regular_nodes_rate;elite_nodes_rate;start_nodes_rate;standard_nodes_rate;end_nodes_rate;worsening_edges_rate;equal_edges_rate;improving_edges_rate
BH-L0;min;20;0.20066729;2653;2553;100;6;2.2;1.43548112513055;2;317;68.68;77.9819818608728;9421;9006;415;2653;6559;409;6768;665;0;6103;100;0;1.43679014966564;0.716522318454364;0.759036144578313;16.3084337349398;1;1;1;0.1;0;1;1;8;1;0.000106145844390192;0.95594947457807;0.0440505254219297;0.28160492516718;0.69621059335527;0.0434136503555886;0.0982565011820331;0;0.901743498817967
