network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_in_from_elite_degree;min_in_from_elite_degree;average_in_from_elite_degree;max_out_to_elite_degree;min_out_to_elite_degree;average_out_to_elite_degree;max_out_to_regular_nodes_degree;min_out_to_regular_nodes_degree;average_out_to_regular_nodes_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BH-L4;min;20;0.20066729;25;257;1;106;0;124;767;411;0;356;253;0;3934;16;0;2.98443579766537;24;0;2.98443579766537;100;0;16.2918287937743;0.00389105058365759;0.412451361867704;0;0.482490272373541;0.535853976531943;0;0.464146023468057
