CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
10;TRUE;FALSE;36;0;0;NA;NA;0.82;1.91;0.41;10;10
41;TRUE;FALSE;120;0;0;NA;NA;1.57;1.63;0.12;41;41
56;TRUE;FALSE;39;4;0;NA;NA;1.33;2.18;0.48;56;56
101;TRUE;FALSE;175;4;0;NA;NA;1.43;2;0.31;101;101
127;TRUE;FALSE;81;4;2;NA;NA;0.38;1.8;0.51;127;127
178;TRUE;FALSE;75;4;0;NA;NA;1.18;1.9;0.11;178;178
202;TRUE;FALSE;57;4;0;NA;NA;1.28;2.08;0.37;202;202
204;TRUE;FALSE;194;4;0;NA;NA;0.89;2.16;0.13;204;204
259;TRUE;FALSE;167;4;0;NA;NA;1.05;2.26;0.25;259;259
264;TRUE;FALSE;65;4;0;NA;NA;1.37;2.26;0.57;264;264
267;TRUE;FALSE;96;4;0;NA;NA;1.4;2.5;0.39;267;267
298;TRUE;FALSE;45;4;0;NA;NA;1.78;2.02;0.5;298;298
328;TRUE;FALSE;194;4;0;NA;NA;1.24;2.46;0.24;328;328
329;TRUE;FALSE;195;4;0;NA;NA;0.9;2.27;0.4;329;329
340;TRUE;FALSE;80;4;0;NA;NA;1.11;2.38;0.36;340;340
393;TRUE;FALSE;195;4;0;NA;NA;1.23;2.32;0.33;393;393
394;TRUE;FALSE;89;4;0;NA;NA;1.39;2.41;0.37;394;394
419;TRUE;FALSE;93;4;0;NA;NA;1.1;2.35;0.41;419;419
420;TRUE;FALSE;100;4;0;NA;NA;1.68;2.39;0.38;420;420
425;TRUE;FALSE;69;4;0;NA;NA;1.04;2.4;0.42;425;425
466;TRUE;TRUE;77;4;0;NA;NA;1.28;2.47;0.42;466;466
467;TRUE;FALSE;79;4;0;NA;NA;0.93;2.41;0.41;467;467
468;TRUE;FALSE;92;4;0;NA;NA;1.46;2.39;0.32;468;468
