CONFIG_ID;INSTANCES;BQ;BQR;BQRN;MQ;MQR;MQRN;BG;BGR;BGRN;MG;MGR;MGRN
1;5;32904881;287;0.59958071278826;33235177;321;0.670859538784067;2.30264804203426;352;0.735849056603774;2.52328959897385;348;0.727463312368973
2;5;36221334;423;0.884696016771488;37075179;423;0.884696016771488;12.8090521725765;425;0.888888888888889;14.3643324482986;423;0.884696016771488
3;5;33305639;384;0.80293501048218;33690661;390;0.815513626834382;3.60271337525705;393;0.821802935010482;3.92760091570432;394;0.823899371069182
4;5;32419282;93;0.192872117400419;32695004.2;106;0.220125786163522;0.696368934516144;186;0.387840670859539;0.857132196555025;175;0.364779874213836
5;5;32694366;228;0.475890985324948;33001990;247;0.515723270440252;1.71229539983726;288;0.60167714884696;1.80404487126979;276;0.576519916142558
6;5;33387578;392;0.819706498951782;33630499.8;386;0.807127882599581;3.39245737530154;389;0.813417190775681;3.74297561137644;389;0.813417190775681
7;5;33430472;394;0.823899371069182;33795723;399;0.834381551362683;4.11642775788201;404;0.844863731656184;4.25188183745777;401;0.838574423480084
8;5;40281084;464;0.970649895178197;41631435.8;468;0.979035639412998;23.6979786918462;464;0.970649895178197;28.4303912016625;468;0.979035639412998
9;5;41165194;468;0.979035639412998;41600158.6;467;0.976939203354298;26.872469219133;468;0.979035639412998;28.3274051298522;467;0.976939203354298
10;5;32560943;174;0.362683438155136;33054313.4;264;0.551362683438155;1.40899608157146;262;0.547169811320755;1.96600847230314;294;0.614255765199161
11;5;32473796;130;0.270440251572327;32822479.8;185;0.385744234800839;1.13758226589908;238;0.49685534591195;1.2498435479634;224;0.467505241090147
12;5;32883739;281;0.587002096436059;33039993.4;262;0.547169811320755;1.62395598091884;282;0.589098532494759;1.92211204684503;289;0.60377358490566
13;5;32842426;267;0.557651991614256;33118008.2;281;0.587002096436059;2.06987667867463;331;0.691823899371069;2.16192545272307;314;0.656184486373166
14;5;33547212;397;0.830188679245283;33726527.2;395;0.825995807127883;3.62638788656048;394;0.823899371069182;4.03984147472644;397;0.830188679245283
15;5;37475345;433;0.905660377358491;38171509.8;435;0.909853249475891;16.2982103582907;437;0.914046121593291;17.7483474991287;437;0.914046121593291
16;5;33308922;385;0.805031446540881;33614321.4;384;0.80293501048218;3.51312837314563;392;0.819706498951782;3.69266288650189;388;0.811320754716981
17;6;32190696;16;0.0314465408805031;32585805.1666667;7;0.0125786163522013;0.244309712340336;94;0.19496855345912;0.43400949897988;96;0.19916142557652
