CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;mmas;0;1.25;8.93;0.33;45;NA;NA;NA;NA;NA
2;FALSE;acs;2;3.75;3.93;0.82;93;0.91;NA;NA;10;1
3;FALSE;as;3;5;1.43;0.08;21;NA;NA;NA;44;0
4;FALSE;eas;1;2.5;6.43;0.57;69;NA;NA;612;21;1
5;FALSE;eas;2;1.87;7.68;0.45;9;NA;NA;518;27;1
6;FALSE;acs;0;4.37;2.68;0.94;57;0.28;NA;NA;NA;NA
7;FALSE;as;1;3.12;0.18;0.2;33;NA;NA;NA;16;1
8;FALSE;ras;3;0.62;5.18;0.7;81;NA;49;NA;39;0
9;FALSE;mmas;3;3.43;7.05;0.88;39;NA;NA;NA;13;0
10;FALSE;ras;1;0.93;2.05;0.39;87;NA;80;NA;36;1
11;FALSE;eas;2;4.68;9.55;0.14;63;NA;NA;377;47;1
12;FALSE;as;0;2.18;4.55;0.63;15;NA;NA;NA;NA;NA
13;FALSE;mmas;1;4.06;5.8;0.76;27;NA;NA;NA;41;1
14;FALSE;acs;3;1.56;0.8;0.26;75;0.59;NA;NA;18;0
15;FALSE;ras;0;2.81;8.3;0.02;99;NA;17;NA;NA;NA
16;FALSE;as;2;0.31;3.3;0.51;51;NA;NA;NA;30;1
17;FALSE;eas;3;0.78;4.24;0.23;96;NA;NA;588;20;1
18;FALSE;acs;1;3.28;9.24;0.73;48;0.81;NA;NA;43;0
19;FALSE;as;0;4.53;6.74;0.48;72;NA;NA;NA;NA;NA
20;FALSE;ras;2;2.03;1.74;0.98;24;NA;64;NA;31;0
21;FALSE;mmas;1;1.4;2.99;0.11;60;NA;NA;NA;37;0
22;FALSE;ras;3;3.9;7.99;0.6;12;NA;27;NA;14;1
23;FALSE;as;2;2.65;5.49;0.36;84;NA;NA;NA;49;0
24;FALSE;eas;0;0.15;0.49;0.85;36;NA;NA;494;NA;NA
25;FALSE;ras;3;2.96;3.61;0.42;42;NA;33;NA;40;1
26;FALSE;as;1;0.46;8.61;0.91;90;NA;NA;NA;17;0
27;FALSE;mmas;2;4.21;1.11;0.67;66;NA;NA;NA;5;0
28;FALSE;acs;0;1.71;6.11;0.17;18;0.75;NA;NA;NA;NA
29;FALSE;eas;0;3.59;2.36;0.54;78;NA;NA;447;NA;NA
30;FALSE;acs;2;1.09;7.36;0.05;30;0.12;NA;NA;23;0
31;FALSE;mmas;3;2.34;9.86;0.79;54;NA;NA;NA;34;1
32;FALSE;ras;1;4.84;4.86;0.29;6;NA;96;NA;11;0
33;FALSE;ras;2;2.26;2.52;0.74;98;NA;94;NA;15;1
34;FALSE;mmas;0;4.76;7.52;0.25;50;NA;NA;NA;NA;NA
35;FALSE;as;3;1.01;0.02;0.5;26;NA;NA;NA;49;0
36;FALSE;eas;1;3.51;5.02;0.99;74;NA;NA;248;26;1
37;FALSE;mmas;2;2.89;8.77;0.12;14;NA;NA;NA;21;1
38;FALSE;acs;0;0.39;3.77;0.62;62;0.01;NA;NA;NA;NA
