CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
49;TRUE;FALSE;eas;3;2.88;2.16;0.44;59;NA;NA;403;15;0;49;49
56;TRUE;FALSE;acs;3;2.25;5.91;0.81;47;0.82;NA;NA;21;0;56;56
76;TRUE;FALSE;eas;3;1.36;3.64;0.74;64;NA;NA;737;38;1;76;76
83;TRUE;FALSE;acs;3;3.07;0.83;0.59;31;0.31;NA;NA;13;0;83;83
139;TRUE;FALSE;acs;3;3.23;8.11;0.76;47;0.6;NA;NA;10;0;139;139
159;TRUE;FALSE;acs;3;3.42;2.08;0.54;40;0.17;NA;NA;20;0;159;159
174;TRUE;FALSE;acs;3;1.43;6.95;0.7;16;0.76;NA;NA;23;0;174;174
182;TRUE;FALSE;acs;3;2.47;8.14;0.75;26;0.51;NA;NA;21;0;182;182
211;TRUE;FALSE;ras;3;4;7.13;0.73;94;NA;11;NA;17;0;211;211
259;TRUE;FALSE;acs;3;4.48;7.62;0.79;70;0.75;NA;NA;25;0;259;259
293;TRUE;FALSE;acs;3;3.42;8.46;0.61;58;0.39;NA;NA;36;0;293;293
298;TRUE;FALSE;acs;3;2.39;6.7;0.68;55;0.8;NA;NA;23;0;298;298
354;TRUE;FALSE;acs;3;2.43;6.73;0.64;54;0.76;NA;NA;12;0;354;354
421;TRUE;FALSE;acs;3;4.72;6.81;0.65;73;0.83;NA;NA;24;0;421;421
435;TRUE;TRUE;acs;3;4.45;6.4;0.66;73;0.76;NA;NA;13;0;435;435
