CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
15;TRUE;FALSE;164;4;2;NA;NA;0.16;0.65;0.9;15;15
23;TRUE;FALSE;133;4;0;NA;NA;2.11;1.67;0.7;23;23
54;TRUE;FALSE;24;4;0;NA;NA;0.35;2.02;0.52;54;54
58;TRUE;FALSE;61;4;0;NA;NA;0.82;2.18;0.46;58;58
65;TRUE;FALSE;190;4;0;NA;NA;0.57;2.16;0.27;65;65
75;TRUE;FALSE;79;4;0;NA;NA;0.63;2.17;0.62;75;75
90;TRUE;FALSE;86;4;0;NA;NA;2.06;1.98;0.75;90;90
100;TRUE;FALSE;169;4;2;NA;NA;0.03;1.19;0.82;100;100
124;TRUE;FALSE;82;4;0;NA;NA;1.51;2.21;0.68;124;124
146;TRUE;FALSE;87;4;0;NA;NA;1.3;2.35;0.51;146;146
153;TRUE;FALSE;80;4;2;NA;NA;0.25;2.22;0.68;153;153
154;TRUE;FALSE;80;4;0;NA;NA;1.71;1.82;0.75;154;154
165;TRUE;FALSE;65;4;0;NA;NA;1.55;2.36;0.71;165;165
183;TRUE;FALSE;87;4;0;NA;NA;0.93;2.37;0.48;183;183
185;TRUE;FALSE;128;4;0;NA;NA;1.25;2.17;0.45;185;185
207;TRUE;FALSE;74;4;0;NA;NA;1.61;2.37;0.63;207;207
216;TRUE;FALSE;74;4;0;NA;NA;0.97;2.48;0.5;216;216
226;TRUE;FALSE;87;4;0;NA;NA;1.44;2.47;0.51;226;226
245;TRUE;TRUE;103;4;0;NA;NA;0.96;2.24;0.45;245;245
