CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
8;TRUE;FALSE;16;4;0;NA;NA;1.36;2.04;0.61;8;8
16;TRUE;FALSE;146;0;0;NA;NA;1.6;1.65;0.02;16;16
30;TRUE;FALSE;10;5;0;NA;5;1.13;0.87;0.41;30;30
56;TRUE;FALSE;75;1;0;NA;NA;0.38;2.16;0.23;56;56
117;TRUE;FALSE;5;0;1;NA;NA;1.97;1.67;0.72;117;117
139;TRUE;FALSE;22;0;0;NA;NA;1.88;1.54;0.53;139;139
199;TRUE;FALSE;65;0;0;NA;NA;0.51;1.35;0.53;199;199
227;TRUE;FALSE;70;4;0;NA;NA;0.27;1.95;0.24;227;227
271;TRUE;FALSE;27;4;0;NA;NA;1.97;1.85;0.86;271;271
301;TRUE;FALSE;7;4;0;NA;NA;1.1;1.81;0.63;301;301
306;TRUE;FALSE;51;4;0;NA;NA;1.21;2.23;0.73;306;306
371;TRUE;FALSE;23;4;0;NA;NA;0.97;2.2;0.47;371;371
383;TRUE;FALSE;59;4;0;NA;NA;0.84;2.21;0.65;383;383
386;TRUE;FALSE;33;4;0;NA;NA;0.99;1.99;0.65;386;386
418;TRUE;TRUE;57;4;0;NA;NA;0.59;2.22;0.56;418;418
442;TRUE;FALSE;52;4;0;NA;NA;1.07;2.09;0.65;442;442
449;TRUE;FALSE;47;4;0;NA;NA;0.91;2.46;0.66;449;449
465;TRUE;FALSE;68;4;0;NA;NA;0.68;2.44;0.6;465;465
469;TRUE;FALSE;21;4;0;NA;NA;0.85;2.26;0.48;469;469
