CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
58;TRUE;FALSE;acs;3;3.56;0.34;0.56;46;0.35;NA;NA;43;0;58;58
85;TRUE;FALSE;acs;3;1.72;5.42;0.83;38;0.78;NA;NA;38;0;85;85
103;TRUE;FALSE;mmas;3;3.36;2.76;0.2;48;NA;NA;NA;26;1;103;103
116;TRUE;FALSE;acs;3;2.89;6.83;0.72;33;0.51;NA;NA;33;0;116;116
177;TRUE;FALSE;acs;3;3.26;2.18;0.1;14;0.84;NA;NA;23;1;177;177
185;TRUE;FALSE;acs;3;3.19;2.97;0.35;34;0.29;NA;NA;10;0;185;185
190;TRUE;FALSE;acs;3;3.17;0.02;0.98;51;0.03;NA;NA;24;0;190;190
227;TRUE;FALSE;acs;3;3.74;3.34;0.16;61;0.96;NA;NA;49;0;227;227
401;TRUE;FALSE;acs;3;4.18;3.47;0.34;62;0.64;NA;NA;48;0;401;401
403;TRUE;FALSE;acs;3;2.51;4.63;0.31;22;0.73;NA;NA;14;0;403;403
437;TRUE;FALSE;mmas;3;2.73;3.06;0.22;37;NA;NA;NA;30;0;437;437
506;TRUE;FALSE;acs;3;4.14;2.03;0.22;53;0.2;NA;NA;35;0;506;506
545;TRUE;FALSE;acs;3;3.86;5.66;0.26;59;0.79;NA;NA;42;1;545;545
559;TRUE;FALSE;acs;3;4.47;6.4;0.37;64;0.88;NA;NA;48;0;559;559
604;TRUE;FALSE;mmas;3;2.64;1.09;0.16;25;NA;NA;NA;40;0;604;604
720;TRUE;FALSE;acs;3;4.39;6.38;0.21;53;0.78;NA;NA;46;0;720;720
769;TRUE;FALSE;acs;3;4.27;6.99;0.25;58;0.75;NA;NA;48;0;769;769
771;TRUE;FALSE;acs;3;4.12;2.35;0.19;54;0.02;NA;NA;38;0;771;771
775;TRUE;FALSE;acs;3;3.96;6.92;0.29;56;0.78;NA;NA;47;0;775;775
785;TRUE;TRUE;acs;3;4.16;6.93;0.21;60;0.8;NA;NA;41;0;785;785
803;TRUE;FALSE;acs;3;4.36;6.12;0.15;51;0.76;NA;NA;45;0;803;803
825;TRUE;FALSE;acs;3;4.17;6.75;0.23;54;0.71;NA;NA;49;0;825;825
