network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_in_from_elite_degree;min_in_from_elite_degree;average_in_from_elite_degree;max_out_to_elite_degree;min_out_to_elite_degree;average_out_to_elite_degree;max_out_to_regular_nodes_degree;min_out_to_regular_nodes_degree;average_out_to_regular_nodes_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BH-65-L3;min;20;0.24144377;46;314;1;100;0;157;533;290;0;243;282;0;3211;8;0;1.69745222929936;12;0;1.69745222929936;60;0;11.1242038216561;0.00318471337579618;0.318471337579618;0;0.5;0.544090056285178;0;0.455909943714822
