network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;average_best_in_degree;average_best_out_degree;best_strength_in;start_best_nodes;standard_best_nodes;end_best_nodes;average_path_length;paths;components;average_configurations_survival_rates;best_nodes_rate;regular_nodes_rate;elite_nodes_rate;start_nodes_rate;standard_nodes_rate;end_nodes_rate;worsening_edges_rate;equal_edges_rate;improving_edges_rate
BH-65-L4;min;0.31014058;20;3686;3407;278;1030;2525;131;3669;2983;0;686;0.186971926955574;1030;0;1;0;0.710173372587504;0.289826627412496;1;1.99077590884428;0.995387954422138;0.995387954422138;0.89521573231582;0;2.22302158273381;13.1762589928058;1;6;0.1;0;1;0;NA;0;1034;0.122100961538462;0.000271296798697775;0.924308193163321;0.0754205100379816;0.279435702658709;0.685024416711883;0.0355398806294086;0.813028073044426;0;0.186971926955574
