CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
2;TRUE;FALSE;188;0;0;NA;NA;1.34;0.59;0.61;2;2
20;TRUE;FALSE;82;0;0;NA;NA;1.89;2.23;0.58;20;20
23;TRUE;FALSE;45;1;0;NA;NA;1.73;2.39;0.64;23;23
37;TRUE;FALSE;72;0;0;NA;NA;1.22;0.87;0.88;37;37
48;TRUE;FALSE;91;1;1;NA;NA;2.08;1.57;0.74;48;48
75;TRUE;FALSE;22;1;0;NA;NA;1.76;2.38;0.73;75;75
104;TRUE;FALSE;129;1;0;NA;NA;2.24;2.46;0.47;104;104
105;TRUE;FALSE;141;4;0;NA;NA;1.72;2.3;0.34;105;105
118;TRUE;FALSE;40;4;0;NA;NA;1.82;2.26;0.14;118;118
130;TRUE;FALSE;27;1;0;NA;NA;1.84;2.49;0.61;130;130
140;TRUE;FALSE;40;1;0;NA;NA;1.64;2.29;0.59;140;140
151;TRUE;FALSE;110;1;0;NA;NA;1.81;2.48;0.5;151;151
152;TRUE;FALSE;49;4;0;NA;NA;2.2;2.46;0.4;152;152
160;TRUE;FALSE;27;4;0;NA;NA;2.47;2.44;0.24;160;160
199;TRUE;FALSE;64;4;0;NA;NA;2.1;2.25;0.49;199;199
212;TRUE;FALSE;66;4;0;NA;NA;2.47;2.45;0.3;212;212
250;TRUE;FALSE;64;4;0;NA;NA;1.92;2.33;0.55;250;250
281;TRUE;TRUE;75;4;0;NA;NA;1.87;2.34;0.55;281;281
287;TRUE;FALSE;75;4;0;NA;NA;1.95;2.35;0.42;287;287
331;TRUE;FALSE;68;4;0;NA;NA;2.37;2.36;0.31;331;331
346;TRUE;FALSE;67;4;0;NA;NA;1.93;2.36;0.58;346;346
356;TRUE;FALSE;64;4;0;NA;NA;1.88;2.29;0.59;356;356
368;TRUE;FALSE;66;4;0;NA;NA;1.94;2.37;0.6;368;368
384;TRUE;FALSE;54;4;0;NA;NA;1.86;2.36;0.56;384;384
