CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
39;TRUE;FALSE;ras;3;4.14;6.27;0.87;86;NA;6;NA;32;0;39;39
42;TRUE;FALSE;mmas;3;1.95;5.65;0.56;32;NA;NA;NA;6;0;42;42
67;TRUE;FALSE;acs;3;0.82;3.07;0.77;18;0.94;NA;NA;22;1;67;67
70;TRUE;FALSE;mmas;3;3.94;9.32;0.4;78;NA;NA;NA;16;1;70;70
81;TRUE;FALSE;mmas;3;1.28;2.13;0.74;45;NA;NA;NA;17;0;81;81
105;TRUE;FALSE;acs;3;1.34;3.11;0.68;35;0.79;NA;NA;34;1;105;105
109;TRUE;FALSE;acs;3;3.21;1.47;0.6;36;0.74;NA;NA;17;1;109;109
130;TRUE;FALSE;eas;3;1.78;5.59;0.86;57;NA;NA;160;23;0;130;130
179;TRUE;FALSE;acs;3;4.08;2.48;0.58;66;0.83;NA;NA;16;0;179;179
187;TRUE;FALSE;acs;3;2.05;1.44;0.85;54;0.77;NA;NA;30;0;187;187
218;TRUE;FALSE;acs;3;2.01;3.69;0.88;42;0.65;NA;NA;35;0;218;218
223;TRUE;FALSE;acs;3;1.34;2.67;0.99;36;0.86;NA;NA;16;1;223;223
225;TRUE;FALSE;ras;3;3.91;5.03;0.96;91;NA;13;NA;48;0;225;225
263;TRUE;FALSE;ras;3;4.17;3.09;0.92;96;NA;16;NA;50;0;263;263
314;TRUE;FALSE;acs;3;3.86;3.44;0.62;74;0.64;NA;NA;9;0;314;314
330;TRUE;FALSE;ras;3;3.55;4.05;0.88;89;NA;14;NA;37;0;330;330
339;TRUE;FALSE;ras;3;3.89;4.84;0.97;83;NA;17;NA;44;1;339;339
380;TRUE;FALSE;acs;3;3.31;3.14;0.61;63;0.57;NA;NA;11;0;380;380
387;TRUE;FALSE;ras;3;3.92;4.42;0.89;84;NA;13;NA;47;0;387;387
395;TRUE;FALSE;ras;3;3.96;7.22;0.97;76;NA;10;NA;39;0;395;395
411;TRUE;FALSE;ras;3;3.03;2.87;0.93;78;NA;19;NA;41;0;411;411
447;TRUE;FALSE;ras;3;2.92;3.46;0.95;80;NA;16;NA;43;0;447;447
459;TRUE;FALSE;ras;3;3.59;4.05;0.77;92;NA;11;NA;39;0;459;459
483;TRUE;FALSE;ras;3;3.06;2.15;0.93;75;NA;21;NA;39;0;483;483
485;TRUE;TRUE;ras;3;2.93;2.94;0.95;78;NA;12;NA;41;0;485;485
503;TRUE;FALSE;acs;3;2.72;4.15;0.46;58;0.54;NA;NA;9;0;503;503
561;TRUE;FALSE;ras;3;2.75;1.68;0.84;75;NA;16;NA;41;0;561;561
574;TRUE;FALSE;ras;3;2.61;2.78;0.95;81;NA;9;NA;37;0;574;574
583;TRUE;FALSE;ras;3;3.13;1.37;0.87;72;NA;22;NA;39;0;583;583
611;TRUE;FALSE;ras;3;2.84;1.8;0.81;73;NA;17;NA;40;0;611;611
613;TRUE;FALSE;ras;3;2.61;1.13;0.86;72;NA;15;NA;40;0;613;613
647;TRUE;FALSE;ras;3;2.46;1.05;0.9;70;NA;16;NA;41;0;647;647
656;TRUE;FALSE;ras;3;2.45;0.84;0.9;69;NA;15;NA;42;0;656;656
