CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;197;4;1;NA;NA;2.04;1.29;0.76
2;FALSE;98;0;0;NA;NA;0.79;0.04;0.31
3;FALSE;148;2;1;NA;NA;1.42;0.67;0.53
4;FALSE;172;1;2;NA;NA;1.73;0.35;0.42
5;FALSE;73;5;1;NA;7;0.48;1.6;0.87
6;FALSE;23;3;2;NA;NA;1.1;0.98;0.64
7;FALSE;123;6;0;17;NA;2.35;2.23;0.19
8;FALSE;160;5;1;NA;8;1.26;2.38;0.14
9;FALSE;60;2;2;NA;NA;0.01;1.13;0.59
10;FALSE;110;0;2;NA;NA;1.89;0.51;0.36
11;FALSE;11;3;0;NA;NA;0.64;1.76;0.81
12;FALSE;135;4;2;NA;NA;1.57;1.45;0.7
13;FALSE;36;1;0;NA;NA;0.32;0.2;0.25
14;FALSE;85;6;1;20;NA;0.95;2.07;0.02
15;FALSE;185;3;0;NA;NA;2.2;0.82;0.47
16;FALSE;4;0;2;NA;NA;1.34;2.31;0.39
17;FALSE;104;3;0;NA;NA;0.09;1.06;0.84
18;FALSE;54;5;0;NA;9;1.96;0.43;0.17
19;FALSE;154;1;1;NA;NA;0.71;1.68;0.62
20;FALSE;79;2;1;NA;NA;1.65;1.37;0.5
21;FALSE;129;1;0;NA;NA;1.03;1.99;0.28
22;FALSE;29;4;1;NA;NA;2.28;0.74;0.73
23;FALSE;17;6;0;15;NA;1.81;0.59;0.22
24;FALSE;116;3;2;NA;NA;0.56;1.84;0.67
25;FALSE;166;4;0;NA;NA;1.18;1.21;0.9
26;FALSE;67;1;1;NA;NA;2.43;2.46;0.45
27;FALSE;92;4;2;NA;NA;1.5;0.9;0.78
28;FALSE;191;0;1;NA;NA;0.25;2.15;0.33
29;FALSE;42;2;0;NA;NA;2.12;1.52;0.56
30;FALSE;141;5;2;NA;7;0.87;0.27;0.11
31;FALSE;51;0;1;NA;NA;0.52;0.78;0.18
32;FALSE;151;3;0;NA;NA;1.77;2.03;0.63
33;FALSE;101;5;0;NA;6;1.14;1.41;0.4
34;FALSE;200;2;2;NA;NA;2.39;0.16;0.85
35;FALSE;26;4;2;NA;NA;0.83;2.34;0.52
36;FALSE;126;1;1;NA;NA;2.08;1.09;0.07
37;FALSE;76;3;0;NA;NA;0.21;0.47;0.74
38;FALSE;176;6;1;12;NA;1.46;1.72;0.29
39;FALSE;138;2;1;NA;NA;1.3;0;0.8
40;FALSE;39;6;0;9;NA;0.05;1.25;0.35
41;FALSE;188;4;0;NA;NA;1.93;1.88;0.57
42;FALSE;88;0;2;NA;NA;0.68;0.63;0.12
43;FALSE;113;5;2;NA;3;2.24;1.56;0.24
44;FALSE;14;1;1;NA;NA;0.99;0.31;0.69
45;FALSE;163;0;0;NA;NA;1.61;0.94;0.01
46;FALSE;64;3;2;NA;NA;0.36;2.19;0.46
47;FALSE;57;0;1;NA;NA;2.32;1.8;0.04
48;FALSE;157;3;2;NA;NA;1.07;0.55;0.49
49;FALSE;107;2;0;NA;NA;0.44;2.42;0.71
50;FALSE;8;5;1;NA;5;1.69;1.17;0.26
51;FALSE;182;1;2;NA;NA;0.13;1.49;0.15
52;FALSE;82;4;0;NA;NA;1.38;0.24;0.6
53;FALSE;32;2;2;NA;NA;2;2.11;0.83
54;FALSE;132;6;1;7;NA;0.75;0.86;0.38
55;FALSE;95;2;1;NA;NA;1.85;1.95;0.88
56;FALSE;194;5;0;NA;2;0.6;0.7;0.43
57;FALSE;45;4;1;NA;NA;2.47;0.08;0.66
58;FALSE;144;0;2;NA;NA;1.22;1.33;0.21
59;FALSE;20;1;0;NA;NA;1.53;1.64;0.09
60;FALSE;120;5;1;NA;5;0.28;0.39;0.54
61;FALSE;169;3;0;NA;NA;0.91;2.27;0.77
62;FALSE;99;3;2;NA;NA;0.34;1.7;0.34
63;FALSE;199;6;0;20;NA;1.59;0.45;0.79
64;FALSE;149;1;1;NA;NA;2.22;2.33;0.57
65;FALSE;50;5;0;NA;4;0.97;1.08;0.12
66;FALSE;174;2;0;NA;NA;1.91;1.39;0.23
67;FALSE;124;4;2;NA;NA;1.28;0.76;0
68;FALSE;25;0;1;NA;NA;0.03;2.01;0.45
69;FALSE;162;4;2;NA;NA;2.37;0.92;0.06
70;TRUE;62;1;0;NA;NA;1.12;2.17;0.51
71;FALSE;112;2;1;NA;NA;1.75;1.54;0.28
72;FALSE;137;5;0;NA;6;2.06;0.61;0.85
73;FALSE;37;2;1;NA;NA;0.81;1.86;0.4
74;FALSE;186;0;2;NA;NA;1.44;2.48;0.62
75;FALSE;87;3;1;NA;NA;0.19;1.23;0.17
76;FALSE;43;1;2;NA;NA;1.67;0.53;0.59
77;FALSE;143;4;1;NA;NA;0.42;1.78;0.14
78;FALSE;93;6;0;12;NA;2.3;2.4;0.82
79;FALSE;193;3;1;NA;NA;1.05;1.15;0.37
80;FALSE;168;5;2;NA;4;0.11;2.09;0.71
81;FALSE;68;2;0;NA;NA;1.36;0.84;0.26
82;FALSE;18;4;1;NA;NA;1.98;1.47;0.03
83;FALSE;118;0;0;NA;NA;0.73;0.22;0.48
84;FALSE;56;4;2;NA;NA;1.83;1.31;0.09
85;FALSE;155;0;1;NA;NA;0.58;0.06;0.54
86;FALSE;6;2;0;NA;NA;2.45;0.68;0.31
87;FALSE;106;6;1;16;NA;1.2;1.93;0.76
88;FALSE;81;0;2;NA;NA;2.14;0.37;0.65
89;FALSE;180;3;0;NA;NA;0.89;1.62;0.2
90;TRUE;31;5;1;NA;2;1.51;2.25;0.88
91;FALSE;130;1;2;NA;NA;0.26;1;0.43
92;FALSE;165;0;1;NA;NA;0.46;0.65;0.83
93;TRUE;65;4;0;NA;NA;1.71;1.9;0.38
94;FALSE;15;2;2;NA;NA;2.34;0.02;0.16
95;FALSE;115;6;1;13;NA;1.09;1.27;0.61
