RUN_ID;PATH;ITERATION_1;SOLUTION_1;QUALITY_1;CONFIG_COUNT_1;ELITE_COUNT_1;REGULAR_COUNT_1;START_COUNT_1;STANDARD_COUNT_1;END_COUNT_1;ELITE_START_COUNT_1;ELITE_STANDARD_COUNT_1;ELITE_END_COUNT_1;REGULAR_START_COUNT_1;REGULAR_STANDARD_COUNT_1;REGULAR_END_COUNT_1;ITERATION_2;SOLUTION_2;QUALITY_2;CONFIG_COUNT_2;ELITE_COUNT_2;REGULAR_COUNT_2;START_COUNT_2;STANDARD_COUNT_2;END_COUNT_2;ELITE_START_COUNT_2;ELITE_STANDARD_COUNT_2;ELITE_END_COUNT_2;REGULAR_START_COUNT_2;REGULAR_STANDARD_COUNT_2;REGULAR_END_COUNT_2
1;FALSE;1;221430039028047XXXXXX199051;1.00673868;1;0;1;1;0;0;0;0;0;1;0;0;1;221430039028047XXXXXX199051;1.00673868;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;403930539078095025XXXXXXXXX;1.62203604;1;0;1;1;0;0;0;0;0;1;0;0;1;403930539078095025XXXXXXXXX;1.62203604;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;112680789003023XXXXXXXXX171;1.33141335;1;0;1;1;0;0;0;0;0;1;0;0;1;112680789003023XXXXXXXXX171;1.33141335;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;330180289053071XXX100XXX400;1.17044559;1;0;1;1;0;0;0;0;0;1;0;0;1;330180289053071XXX100XXX400;1.17044559;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;423310664090059062XXXXXX221;0.73245723;1;0;1;1;0;0;0;0;0;1;0;0;1;423310664090059062XXXXXX221;0.73245723;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;100810164041011XXXXXXXXXXXX;1.64810597;1;0;1;1;0;0;0;0;0;1;0;0;1;100810164041011XXXXXXXXXXXX;1.64810597;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;312060414065083XXX037XXX111;1.21174002;1;0;1;1;0;0;0;0;0;1;0;0;1;312060414065083XXX037XXX111;1.21174002;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;034560914016035XXXXXXXXX340;0.87011721;1;0;1;1;0;0;0;0;0;1;0;0;1;034560914016035XXXXXXXXX340;0.87011721;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;431740852047077094XXXXXX140;0.79999212;1;0;1;1;0;0;0;0;0;1;0;0;1;431740852047077094XXXXXX140;0.79999212;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;214240352096029XXXXXX058371;1.36964586;1;0;1;1;0;0;0;0;0;1;0;0;1;214240352096029XXXXXX058371;1.36964586;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;302990102022053XXX069XXXXXX;1.65702229;1;0;1;1;0;0;0;0;0;1;0;0;1;302990102022053XXX069XXXXXX;1.65702229;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;020490602071005XXXXXXXXX481;1.37751956;1;0;1;1;0;0;0;0;0;1;0;0;1;020490602071005XXXXXXXXX481;1.37751956;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;133620477084017XXXXXXXXX200;1.08802209;1;0;1;1;0;0;0;0;0;1;0;0;1;133620477084017XXXXXXXXX200;1.08802209;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;411120977034065031XXXXXX431;1.35950568;1;0;1;1;0;0;0;0;0;1;0;0;1;411120977034065031XXXXXX431;1.35950568;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;002370727059041XXXXXXXXXXXX;1.47238418;1;0;1;1;0;0;0;0;0;1;0;0;1;002370727059041XXXXXXXXXXXX;1.47238418;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;224870227010089XXXXXX339311;1.09398361;1;0;1;1;0;0;0;0;0;1;0;0;1;224870227010089XXXXXX339311;1.09398361;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;314400696050050XXX047XXX210;1.1478551;1;0;1;1;0;0;0;0;0;1;0;0;1;314400696050050XXX047XXX210;1.1478551;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;131900196099098XXXXXXXXX441;1.11027153;1;0;1;1;0;0;0;0;0;1;0;0;1;131900196099098XXXXXXXXX441;1.11027153;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;420650446025026041XXXXXX090;1.24192898;1;0;1;1;0;0;0;0;0;1;0;0;1;420650446025026041XXXXXX090;1.24192898;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;203150946075074XXXXXX316XXX;1.52416386;1;0;1;1;0;0;0;0;0;1;0;0;1;203150946075074XXXXXX316XXX;1.52416386;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;010020071087062XXXXXXXXX150;1.43687565;1;0;1;1;0;0;0;0;0;1;0;0;1;010020071087062XXXXXXXXX150;1.43687565;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;232520571037014XXXXXX035381;0.68270685;1;0;1;1;0;0;0;0;0;1;0;0;1;232520571037014XXXXXX035381;0.68270685;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;123770821062086XXXXXXXXX270;0.90812981;1;0;1;1;0;0;0;0;0;1;0;0;1;123770821062086XXXXXXXXX270;0.90812981;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;401270321013038078XXXXXXXXX;1.58264797;1;0;1;1;0;0;0;0;0;1;0;0;1;401270321013038078XXXXXXXXX;1.58264797;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;004710383031080XXXXXXXXXXXX;1.49206537;1;0;1;1;0;0;0;0;0;1;0;0;1;004710383031080XXXXXXXXXXXX;1.49206537;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;322210883081032XXX016XXX470;1.14865208;1;0;1;1;0;0;0;0;0;1;0;0;1;322210883081032XXX016XXX470;1.14865208;1;0;1;1;0;0;0;0;0;1;0;0
