CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
8;TRUE;FALSE;eas;3;1.4;4;0.2;15;NA;NA;497;8;1;8;8
27;TRUE;FALSE;ras;2;2.18;3.69;0.6;60;NA;9;NA;42;1;27;27
41;TRUE;FALSE;mmas;3;2.1;8.85;0.89;92;NA;NA;NA;19;1;41;41
65;TRUE;FALSE;as;3;4.3;6.74;0.84;59;NA;NA;NA;12;1;65;65
88;TRUE;FALSE;eas;3;2;5.87;0.09;18;NA;NA;557;11;1;88;88
98;TRUE;FALSE;acs;2;2.31;6.21;0.3;34;0.3;NA;NA;29;1;98;98
101;TRUE;FALSE;mmas;3;4.7;7.4;0.44;97;NA;NA;NA;9;1;101;101
106;TRUE;FALSE;eas;3;0.95;4.19;0.27;22;NA;NA;667;15;1;106;106
146;TRUE;FALSE;mmas;3;4.03;7.92;0.29;61;NA;NA;NA;17;1;146;146
154;TRUE;FALSE;eas;3;1.46;5.21;0.15;15;NA;NA;681;13;1;154;154
155;TRUE;FALSE;eas;3;0.82;0.98;0.53;10;NA;NA;294;11;0;155;155
158;TRUE;FALSE;mmas;3;4.88;6;0.23;86;NA;NA;NA;15;1;158;158
174;TRUE;FALSE;mmas;3;4.62;5.97;0.32;74;NA;NA;NA;29;1;174;174
184;TRUE;FALSE;mmas;3;4.05;6.52;0.33;66;NA;NA;NA;22;1;184;184
185;TRUE;FALSE;mmas;3;3.58;7.92;0.45;80;NA;NA;NA;19;1;185;185
215;TRUE;FALSE;mmas;3;4.31;7.42;0.34;61;NA;NA;NA;22;1;215;215
216;TRUE;FALSE;eas;3;0.75;0.71;0.38;7;NA;NA;274;7;0;216;216
237;TRUE;FALSE;mmas;3;3.53;7.02;0.26;48;NA;NA;NA;28;1;237;237
241;TRUE;FALSE;mmas;3;3.67;6.54;0.33;67;NA;NA;NA;27;1;241;241
248;TRUE;FALSE;mmas;3;3.41;8.3;0.34;52;NA;NA;NA;20;1;248;248
259;TRUE;FALSE;mmas;3;3.69;6.81;0.28;53;NA;NA;NA;24;1;259;259
263;TRUE;FALSE;mmas;3;3.86;7.02;0.34;56;NA;NA;NA;22;1;263;263
297;TRUE;FALSE;mmas;3;3.49;7.26;0.29;44;NA;NA;NA;30;1;297;297
315;TRUE;FALSE;mmas;3;4.12;6.65;0.29;52;NA;NA;NA;20;1;315;315
337;TRUE;FALSE;mmas;3;3.58;7.14;0.33;43;NA;NA;NA;32;1;337;337
345;TRUE;TRUE;mmas;3;3.79;6.63;0.29;48;NA;NA;NA;23;1;345;345
348;TRUE;FALSE;mmas;3;4.1;6.62;0.3;54;NA;NA;NA;19;1;348;348
354;TRUE;FALSE;mmas;3;4.08;6.69;0.25;46;NA;NA;NA;24;1;354;354
