CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
7;TRUE;FALSE;acs;2;4.16;7.87;0.16;52;0.42;NA;NA;37;0;7;7
17;TRUE;FALSE;eas;3;1.51;7.56;0.81;43;NA;NA;659;50;0;17;17
23;TRUE;FALSE;acs;3;3.38;3.81;0.44;55;0.89;NA;NA;33;0;23;23
51;TRUE;FALSE;mmas;3;1.62;1.75;0.38;56;NA;NA;NA;18;0;51;51
84;TRUE;FALSE;ras;3;3.78;1.39;0.68;12;NA;14;NA;17;0;84;84
93;TRUE;FALSE;acs;3;2.41;6.98;0.76;43;0.69;NA;NA;21;0;93;93
98;TRUE;FALSE;acs;3;4.41;7.55;0.14;35;0.59;NA;NA;45;0;98;98
133;TRUE;FALSE;acs;3;3.74;9.97;0.23;42;0.55;NA;NA;47;0;133;133
150;TRUE;FALSE;acs;3;3.29;4.47;0.17;48;0.69;NA;NA;34;0;150;150
151;TRUE;FALSE;acs;3;2.58;8.62;0.6;39;0.51;NA;NA;28;0;151;151
154;TRUE;FALSE;acs;3;1.75;5.58;0.92;35;0.62;NA;NA;18;0;154;154
164;TRUE;FALSE;acs;3;2.1;8.25;0.94;24;0.85;NA;NA;22;0;164;164
181;TRUE;FALSE;acs;3;1.76;5.46;0.78;29;0.62;NA;NA;18;0;181;181
191;TRUE;FALSE;acs;3;2.02;7.31;0.86;26;0.65;NA;NA;17;0;191;191
201;TRUE;FALSE;acs;3;1.46;8.07;0.96;14;0.93;NA;NA;23;0;201;201
225;TRUE;FALSE;acs;3;4.03;6.56;0.26;58;0.72;NA;NA;25;0;225;225
267;TRUE;FALSE;acs;3;3.53;4.76;0.07;44;0.7;NA;NA;34;0;267;267
269;TRUE;TRUE;acs;3;4.13;6.03;0.2;56;0.61;NA;NA;22;0;269;269
275;TRUE;FALSE;acs;3;3.53;6.34;0.2;51;0.77;NA;NA;23;0;275;275
298;TRUE;FALSE;acs;3;3.37;4.29;0.07;42;0.75;NA;NA;34;0;298;298
308;TRUE;FALSE;acs;3;3.74;4.41;0.04;42;0.72;NA;NA;34;0;308;308
309;TRUE;FALSE;acs;3;3.67;5.14;0.1;43;0.77;NA;NA;33;0;309;309
