CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
25;TRUE;FALSE;60;4;0;NA;NA;0.25;2.04;0.64;25;25
35;TRUE;FALSE;69;0;0;NA;NA;1.93;2;0.26;35;35
45;TRUE;FALSE;82;1;2;NA;NA;1.46;1.85;0.65;45;45
47;TRUE;FALSE;75;4;2;NA;NA;0.13;1.46;0.68;47;47
50;TRUE;FALSE;200;5;0;NA;2;2.32;1.77;0.79;50;50
77;TRUE;FALSE;13;0;0;NA;NA;1.71;1.18;0.24;77;77
93;TRUE;FALSE;11;4;1;NA;NA;1.11;1.31;0.66;93;93
115;TRUE;FALSE;6;4;0;NA;NA;1.04;1.6;0.48;115;115
116;TRUE;FALSE;29;4;2;NA;NA;0.2;2.23;0.71;116;116
121;TRUE;FALSE;9;0;0;NA;NA;1.5;1.31;0.24;121;121
136;TRUE;FALSE;72;4;0;NA;NA;2.25;2.46;0.19;136;136
150;TRUE;FALSE;62;0;0;NA;NA;2.37;2.04;0.29;150;150
151;TRUE;FALSE;19;0;0;NA;NA;2.1;1.22;0.23;151;151
168;TRUE;FALSE;70;4;0;NA;NA;2.42;2.29;0.24;168;168
205;TRUE;FALSE;72;4;0;NA;NA;2.41;2.47;0.04;205;205
212;TRUE;TRUE;83;4;0;NA;NA;2.38;2.39;0.11;212;212
224;TRUE;FALSE;100;4;0;NA;NA;2.3;2.33;0.23;224;224
