CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;TRUE;47;2;1;NA;NA;2.31;2.32;0.27
2;FALSE;147;5;2;NA;10;1.06;1.07;0.72
3;FALSE;197;0;0;NA;NA;0.43;1.69;0.5
4;FALSE;97;3;2;NA;NA;1.68;0.44;0.05
5;FALSE;22;6;0;9;NA;1.37;0.75;0.83
6;FALSE;122;3;1;NA;NA;0.12;2;0.38
7;FALSE;172;4;0;NA;NA;0.74;0.13;0.16
8;TRUE;72;1;2;NA;NA;1.99;1.38;0.61
9;FALSE;35;5;2;NA;9;2.15;0.6;0.1
10;FALSE;134;1;1;NA;NA;0.9;1.85;0.55
11;FALSE;184;6;1;10;NA;0.28;1.22;0.78
12;FALSE;85;3;0;NA;NA;1.53;2.47;0.33
13;FALSE;10;0;1;NA;NA;1.84;1.53;0.67
14;FALSE;110;4;0;NA;NA;0.59;0.28;0.22
15;FALSE;159;2;2;NA;NA;1.21;2.16;0.44
16;FALSE;60;6;0;17;NA;2.46;0.91;0.89
17;FALSE;153;5;0;NA;9;1.76;1.3;0.86
18;FALSE;54;2;2;NA;NA;0.51;0.05;0.41
19;FALSE;103;0;2;NA;NA;2.38;0.67;0.64
20;FALSE;4;4;1;NA;NA;1.13;1.92;0.19
21;FALSE;29;1;0;NA;NA;0.2;0.99;0.53
22;FALSE;128;5;1;NA;8;1.45;2.24;0.08
23;FALSE;178;3;0;NA;NA;2.07;0.36;0.3
24;FALSE;91;0;1;NA;NA;0.98;1.14;0.47
25;FALSE;190;3;2;NA;NA;2.23;2.39;0.02
26;TRUE;41;5;1;NA;7;0.35;1.77;0.69
27;FALSE;141;1;0;NA;NA;1.6;0.52;0.24
28;FALSE;166;1;2;NA;NA;1.29;0.83;0.58
29;FALSE;66;4;0;NA;NA;0.04;2.08;0.13
30;FALSE;116;6;1;6;NA;1.92;1.46;0.81
31;FALSE;16;2;2;NA;NA;0.67;0.21;0.36
32;FALSE;119;1;0;NA;NA;2.19;0.01;0.68
33;FALSE;19;4;1;NA;NA;0.94;1.26;0.23
34;FALSE;69;2;1;NA;NA;0.31;0.64;0.01
35;FALSE;193;2;1;NA;NA;1.88;0.95;0.12
36;FALSE;94;5;0;NA;2;0.63;2.2;0.57
37;FALSE;144;3;0;NA;NA;1.25;1.57;0.34
38;FALSE;44;0;2;NA;NA;0;0.32;0.79
39;FALSE;82;1;1;NA;NA;1.1;0.48;0.85
40;FALSE;181;5;0;NA;3;2.35;1.73;0.4
41;FALSE;131;3;2;NA;NA;1.72;1.1;0.17
42;FALSE;32;6;1;14;NA;0.47;2.35;0.62
43;FALSE;57;4;2;NA;NA;0.16;1.42;0.29
44;TRUE;156;0;1;NA;NA;1.41;0.17;0.74
45;FALSE;7;2;0;NA;NA;0.78;0.79;0.06
46;FALSE;125;4;2;NA;NA;0.39;0.87;0.26
47;FALSE;26;0;0;NA;NA;1.64;2.12;0.71
48;FALSE;175;2;0;NA;NA;1.02;1.5;0.03
49;FALSE;75;6;1;19;NA;2.27;0.25;0.48
50;FALSE;150;0;2;NA;NA;0.71;2.43;0.82
51;FALSE;50;3;0;NA;NA;1.96;1.18;0.37
52;FALSE;200;5;1;NA;5;0.08;0.56;0.6
53;FALSE;100;1;2;NA;NA;1.33;1.81;0.15
54;TRUE;187;1;2;NA;NA;0.55;2.28;0.88
55;FALSE;88;4;1;NA;NA;1.8;1.03;0.43
56;FALSE;38;3;2;NA;NA;2.42;1.65;0.2
57;FALSE;138;6;0;18;NA;1.17;0.4;0.65
58;FALSE;13;5;2;NA;4;1.49;0.09;0.54
59;FALSE;113;2;1;NA;NA;0.24;1.34;0.09
60;FALSE;63;0;0;NA;NA;2.11;1.96;0.76
61;FALSE;162;4;1;NA;NA;0.86;0.71;0.31
62;FALSE;80;3;0;NA;NA;0.37;0.15;0.8
63;FALSE;179;0;1;NA;NA;1.62;1.4;0.35
64;FALSE;130;5;1;NA;2;2.25;0.77;0.12
65;FALSE;30;2;2;NA;NA;1;2.02;0.57
66;FALSE;155;4;2;NA;NA;1.94;0.46;0.69
67;FALSE;72;1;0;NA;NA;1.28;1.54;0.57
68;FALSE;147;2;2;NA;NA;1.34;1.58;0.69
69;FALSE;43;2;1;NA;NA;1.34;1.37;0.27
70;FALSE;9;2;0;NA;NA;1.05;1.83;0.87
71;TRUE;86;1;0;NA;NA;1.31;2.1;0.53
72;FALSE;86;3;1;NA;NA;0.12;1.78;0.73
73;FALSE;69;5;2;NA;7;1.93;2.22;0.48
74;FALSE;131;3;2;NA;NA;0.92;2.18;0.6
75;FALSE;10;3;1;NA;NA;2.04;0.52;0.29
76;FALSE;23;4;2;NA;NA;2.26;1.81;0.7
77;FALSE;90;1;2;NA;NA;1.59;1.75;0.82
78;FALSE;165;1;2;NA;NA;0.43;0.99;0.7
79;FALSE;94;4;2;NA;NA;0.2;1.44;0.86
80;TRUE;183;1;2;NA;NA;0.31;2.4;0.7
81;FALSE;71;6;1;10;NA;1.96;2.25;0.32
82;FALSE;128;2;1;NA;NA;0.83;0.38;0.8
83;FALSE;142;1;2;NA;NA;1.27;2.28;0.79
84;FALSE;137;3;1;NA;NA;2.31;1.09;0.71
85;FALSE;103;6;1;16;NA;1.65;0.37;0.58
86;FALSE;19;5;1;NA;7;1.52;0.24;0.04
87;FALSE;102;5;1;NA;5;1.6;1.83;0.7
88;FALSE;7;2;2;NA;NA;2.32;1.16;0.24
89;FALSE;85;5;1;NA;2;2.21;1.55;0.65
90;FALSE;129;2;1;NA;NA;1.01;0.43;0.36
91;FALSE;111;1;0;NA;NA;1.73;0.63;0.81
92;FALSE;117;3;2;NA;NA;2.14;0.83;0.69
93;TRUE;24;1;1;NA;NA;2.17;2.16;0.46
94;FALSE;140;2;0;NA;NA;0.35;1.86;0.83
95;FALSE;12;2;2;NA;NA;2.14;2.26;0.28
96;TRUE;180;0;1;NA;NA;1.73;2.29;0.59
97;FALSE;116;3;1;NA;NA;0.38;0.06;0.49
98;FALSE;12;1;0;NA;NA;0.4;1.91;0.51
99;FALSE;22;3;2;NA;NA;1.65;0.56;0.75
100;FALSE;108;5;2;NA;6;0.69;1.61;0.23
101;FALSE;62;6;1;4;NA;2.42;2.48;0.01
102;FALSE;47;5;0;NA;8;0.31;1.1;0.64
103;FALSE;26;1;1;NA;NA;0.81;1.48;0.17
104;FALSE;93;0;1;NA;NA;1.76;1.01;0.59
105;FALSE;80;2;1;NA;NA;1.95;2.24;0.47
106;FALSE;112;2;2;NA;NA;1.32;0.89;0.46
107;FALSE;9;1;1;NA;NA;0.58;1.93;0.89
108;FALSE;18;2;1;NA;NA;0.89;1.92;0.56
109;FALSE;44;2;2;NA;NA;1.44;1.78;0.51
110;FALSE;107;5;0;NA;10;0.02;1.92;0.86
111;FALSE;107;1;2;NA;NA;0.57;2;0.64
112;FALSE;56;1;2;NA;NA;2.09;1.57;0.76
113;FALSE;148;0;0;NA;NA;0.94;0.62;0.76
114;FALSE;94;6;1;5;NA;1.4;2.36;0.68
115;FALSE;119;5;1;NA;10;1.52;1.19;0.37
116;FALSE;65;2;1;NA;NA;1.35;0.98;0.69
117;FALSE;59;4;0;NA;NA;1.61;1.85;0.49
118;FALSE;29;1;1;NA;NA;1.35;2.05;0.24
119;FALSE;43;1;0;NA;NA;1.51;1.91;0.6
120;FALSE;47;1;2;NA;NA;1.72;1.92;0.41
121;FALSE;137;1;2;NA;NA;0.05;2.32;0.58
122;FALSE;26;2;2;NA;NA;1.29;1.2;0.66
123;FALSE;135;2;2;NA;NA;1.51;1.88;0.44
