CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;164;0;1;NA;NA;0.73;0.81;0.58
2;FALSE;65;3;0;NA;NA;1.98;2.06;0.13
3;FALSE;15;2;2;NA;NA;1.36;0.18;0.36
4;FALSE;114;5;1;NA;6;0.11;1.43;0.81
5;FALSE;139;3;0;NA;NA;1.04;0.49;0.25
6;FALSE;40;6;1;13;NA;2.29;1.74;0.7
7;FALSE;189;4;2;NA;NA;0.42;2.37;0.02
8;FALSE;89;1;0;NA;NA;1.67;1.12;0.47
9;FALSE;177;2;0;NA;NA;0.26;0.34;0.3
10;FALSE;127;4;1;NA;NA;0.89;2.21;0.08
11;FALSE;27;0;0;NA;NA;2.14;0.96;0.53
12;FALSE;52;3;2;NA;NA;2.45;0.02;0.41
13;FALSE;152;6;0;14;NA;1.2;1.27;0.86
14;FALSE;102;1;2;NA;NA;0.57;0.65;0.64
15;FALSE;2;5;1;NA;8;1.82;1.9;0.19
16;FALSE;46;2;1;NA;NA;0.34;2.29;0.27
17;FALSE;96;4;1;NA;NA;0.97;0.41;0.05
18;FALSE;195;1;0;NA;NA;2.22;1.66;0.5
19;FALSE;170;3;0;NA;NA;1.28;0.1;0.16
20;FALSE;71;0;2;NA;NA;0.03;1.35;0.61
21;FALSE;21;5;0;NA;10;0.65;0.73;0.84
22;FALSE;121;1;1;NA;NA;1.9;1.98;0.39
23;TRUE;9;1;1;NA;NA;1.12;1.51;0.67
24;FALSE;108;4;0;NA;NA;2.37;0.26;0.22
25;FALSE;158;3;2;NA;NA;1.75;2.13;0.44
26;FALSE;58;6;1;18;NA;0.5;0.88;0.89
27;FALSE;133;0;1;NA;NA;1.43;1.82;0.55
28;FALSE;34;4;2;NA;NA;0.18;0.57;0.1
29;FALSE;83;2;0;NA;NA;0.81;2.45;0.33
30;FALSE;183;5;2;NA;7;2.06;1.2;0.78
31;FALSE;93;6;0;6;NA;1.39;2.25;0.57
32;FALSE;192;2;1;NA;NA;0.14;1;0.12
33;FALSE;142;4;1;NA;NA;0.77;1.63;0.34
34;FALSE;43;0;2;NA;NA;2.02;0.38;0.79
35;FALSE;68;1;1;NA;NA;2.33;0.69;0.01
36;FALSE;167;5;2;NA;2;1.08;1.94;0.46
37;FALSE;117;0;0;NA;NA;0.46;0.06;0.68
38;FALSE;18;3;2;NA;NA;1.71;1.31;0.23
