CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
18;TRUE;FALSE;acs;3;4.46;4.94;0.41;40;0.08;NA;NA;11;0;18;18
64;TRUE;FALSE;mmas;3;1.26;1.34;0.49;6;NA;NA;NA;10;1;64;64
69;TRUE;FALSE;mmas;3;3.41;6.27;0.16;24;NA;NA;NA;25;1;69;69
74;TRUE;FALSE;as;3;4.97;1.89;0.84;30;NA;NA;NA;28;1;74;74
114;TRUE;FALSE;acs;3;4.71;2.52;0.46;59;0.42;NA;NA;25;0;114;114
116;TRUE;FALSE;mmas;3;3.38;5.23;0.37;16;NA;NA;NA;49;1;116;116
127;TRUE;FALSE;mmas;3;3.55;9.51;0.47;57;NA;NA;NA;34;1;127;127
182;TRUE;FALSE;mmas;3;4.34;7.52;0.13;12;NA;NA;NA;16;0;182;182
202;TRUE;FALSE;acs;3;2.19;6.07;0.12;34;0.36;NA;NA;48;0;202;202
206;TRUE;FALSE;mmas;3;2.62;4.75;0.23;33;NA;NA;NA;17;1;206;206
210;TRUE;FALSE;mmas;3;4.47;6.51;0.22;47;NA;NA;NA;30;1;210;210
232;TRUE;FALSE;acs;3;4.25;0.82;0.11;27;0.25;NA;NA;35;0;232;232
271;TRUE;FALSE;acs;3;3.98;5.85;0.01;19;0.09;NA;NA;11;0;271;271
288;TRUE;FALSE;acs;3;3.36;8.71;0.19;42;0.7;NA;NA;33;1;288;288
291;TRUE;FALSE;acs;3;2.07;6.13;0.11;24;0.54;NA;NA;50;0;291;291
322;TRUE;FALSE;acs;3;3.95;7.94;0.04;28;0;NA;NA;15;0;322;322
343;TRUE;FALSE;acs;3;4.06;4.73;0.02;23;0.35;NA;NA;15;0;343;343
361;TRUE;FALSE;mmas;3;4.52;6.46;0.09;8;NA;NA;NA;12;0;361;361
370;TRUE;FALSE;acs;3;4.7;5.43;0.03;28;0.17;NA;NA;13;0;370;370
392;TRUE;FALSE;acs;3;3.53;9.78;0.11;34;0.12;NA;NA;14;0;392;392
414;TRUE;FALSE;acs;3;4.08;6.94;0.02;24;0.42;NA;NA;12;0;414;414
420;TRUE;FALSE;acs;3;4.11;7.64;0.12;46;0.27;NA;NA;12;0;420;420
425;TRUE;TRUE;acs;3;4.08;6.38;0.02;26;0.06;NA;NA;10;0;425;425
