CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;128;2;0;NA;NA;0.89;0.32;0.78
2;FALSE;FALSE;177;4;1;NA;NA;0.27;2.2;0.56
3;FALSE;FALSE;78;0;0;NA;NA;1.52;0.95;0.11
4;FALSE;FALSE;53;3;1;NA;NA;2.45;1.89;0.67
5;FALSE;FALSE;153;0;2;NA;NA;1.2;0.64;0.22
6;FALSE;FALSE;3;1;2;NA;NA;1.83;0.01;0.89
7;TRUE;FALSE;103;5;0;NA;3;0.58;1.26;0.44
8;TRUE;FALSE;16;4;0;NA;NA;1.36;2.04;0.61
9;FALSE;FALSE;115;1;2;NA;NA;0.11;0.79;0.16
10;FALSE;FALSE;165;6;1;10;NA;0.74;1.42;0.39
11;FALSE;FALSE;66;3;2;NA;NA;1.99;0.17;0.84
12;FALSE;FALSE;41;0;1;NA;NA;2.3;1.11;0.05
13;FALSE;FALSE;140;3;2;NA;NA;1.05;2.36;0.5
14;FALSE;FALSE;190;2;0;NA;NA;0.42;0.48;0.72
15;FALSE;FALSE;90;5;1;NA;6;1.67;1.73;0.27
16;FALSE;FALSE;146;0;0;NA;NA;1.6;1.65;0.02
17;FALSE;FALSE;47;4;2;NA;NA;0.35;0.4;0.47
18;FALSE;FALSE;97;2;1;NA;NA;0.97;2.28;0.7
19;FALSE;FALSE;196;5;2;NA;2;2.22;1.03;0.25
20;FALSE;FALSE;171;3;1;NA;NA;1.28;1.96;0.81
21;FALSE;FALSE;72;6;0;6;NA;0.03;0.71;0.36
22;FALSE;FALSE;122;5;1;NA;5;1.91;0.09;0.58
23;FALSE;FALSE;22;1;2;NA;NA;0.66;1.34;0.13
24;FALSE;FALSE;134;6;1;5;NA;1.44;1.18;0.3
25;FALSE;FALSE;34;2;0;NA;NA;0.19;2.43;0.75
26;FALSE;FALSE;84;4;2;NA;NA;0.81;0.56;0.53
27;FALSE;FALSE;184;1;1;NA;NA;2.06;1.81;0.08
28;FALSE;FALSE;59;0;1;NA;NA;0.5;1.5;0.19
29;FALSE;FALSE;159;3;0;NA;NA;1.75;0.25;0.64
30;TRUE;FALSE;10;5;0;NA;5;1.13;0.87;0.41
31;FALSE;FALSE;109;2;2;NA;NA;2.38;2.12;0.86
32;FALSE;FALSE;19;3;1;NA;NA;1.71;0.68;0.49
33;FALSE;FALSE;168;1;0;NA;NA;1.09;0.05;0.26
34;FALSE;FALSE;69;5;1;NA;6;2.34;1.3;0.71
35;FALSE;FALSE;94;0;2;NA;NA;1.4;0.36;0.37
36;FALSE;FALSE;193;4;0;NA;NA;0.15;1.61;0.82
37;FALSE;FALSE;44;6;0;9;NA;2.03;2.24;0.15
38;FALSE;FALSE;143;2;1;NA;NA;0.78;0.99;0.6
39;FALSE;FALSE;181;3;2;NA;NA;0.62;1.14;0.65
40;FALSE;FALSE;81;6;0;18;NA;1.87;2.39;0.2
41;FALSE;FALSE;131;4;0;NA;NA;1.24;1.77;0.88
42;FALSE;FALSE;31;1;1;NA;NA;2.49;0.52;0.43
43;FALSE;FALSE;156;5;2;NA;8;0.93;2.08;0.09
44;FALSE;FALSE;56;2;0;NA;NA;2.18;0.83;0.54
45;FALSE;FALSE;106;0;1;NA;NA;0.31;0.21;0.32
46;FALSE;FALSE;6;3;2;NA;NA;1.56;1.46;0.77
47;FALSE;FALSE;62;5;2;NA;8;0.23;0.13;0.06
48;FALSE;FALSE;162;1;1;NA;NA;1.48;1.38;0.51
49;FALSE;FALSE;112;3;1;NA;NA;2.1;0.75;0.74
50;FALSE;FALSE;13;0;0;NA;NA;0.85;2;0.29
51;FALSE;FALSE;87;2;2;NA;NA;1.17;1.69;0.63
52;FALSE;FALSE;187;6;0;14;NA;2.42;0.44;0.18
53;FALSE;FALSE;137;1;2;NA;NA;1.79;2.32;0.4
54;FALSE;FALSE;38;4;1;NA;NA;0.54;1.07;0.85
55;FALSE;FALSE;174;4;2;NA;NA;1.63;0.91;0.68
56;TRUE;FALSE;75;1;0;NA;NA;0.38;2.16;0.23
57;FALSE;FALSE;125;3;0;NA;NA;2.26;1.54;0.46
58;FALSE;FALSE;25;6;1;13;NA;1.01;0.29;0.01
59;FALSE;FALSE;199;0;2;NA;NA;1.95;2.47;0.34
60;TRUE;FALSE;100;4;0;NA;NA;0.7;1.22;0.79
61;FALSE;FALSE;149;5;1;NA;7;1.32;0.6;0.12
62;FALSE;FALSE;50;2;2;NA;NA;0.07;1.85;0.57
63;FALSE;FALSE;45;1;0;NA;NA;1.15;0.23;0.53
64;FALSE;FALSE;145;4;2;NA;NA;2.4;1.48;0.08
65;FALSE;FALSE;195;3;1;NA;NA;1.77;0.85;0.31
66;FALSE;FALSE;103;0;1;NA;NA;1.42;2.28;0.06
67;FALSE;FALSE;60;5;1;NA;4;0.87;1.1;0.48
68;FALSE;FALSE;101;5;2;NA;4;2.5;2.03;0.2
69;FALSE;FALSE;191;0;1;NA;NA;0.14;0.97;0.49
70;FALSE;FALSE;62;4;1;NA;NA;1.69;0.69;0.3
71;FALSE;FALSE;20;5;1;NA;6;0.62;1.16;0.1
72;FALSE;FALSE;104;1;2;NA;NA;1.04;2.34;0.21
73;FALSE;FALSE;43;1;1;NA;NA;1.19;2.15;0.53
74;FALSE;FALSE;147;5;2;NA;6;0.26;2.09;0.26
75;FALSE;FALSE;64;0;0;NA;NA;1.61;1.73;0.6
76;FALSE;FALSE;47;1;0;NA;NA;1.19;1.7;0.5
77;FALSE;FALSE;46;5;0;NA;3;1.02;1.11;0.81
78;FALSE;FALSE;50;5;0;NA;6;0.18;1.85;0.51
79;FALSE;FALSE;13;0;0;NA;NA;1.3;2.06;0.42
80;FALSE;FALSE;38;2;1;NA;NA;0.1;1.4;0.31
81;FALSE;FALSE;180;0;2;NA;NA;1;1.19;0.02
82;FALSE;FALSE;54;4;2;NA;NA;0.46;2.37;0.62
83;FALSE;FALSE;118;2;1;NA;NA;1.63;0.78;0.44
84;FALSE;FALSE;76;1;0;NA;NA;0.48;1.35;0.17
85;FALSE;FALSE;71;4;1;NA;NA;1.31;1.74;0.26
86;FALSE;FALSE;38;1;0;NA;NA;0.75;1.96;0.37
87;FALSE;FALSE;104;2;0;NA;NA;0.2;0;0.43
88;FALSE;FALSE;19;6;0;17;NA;0.13;2.21;0.07
89;FALSE;FALSE;57;2;1;NA;NA;0.3;1.07;0.38
