CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
4;TRUE;FALSE;ras;3;3.74;7;0.64;43;NA;55;NA;27;0;4;4
10;TRUE;FALSE;acs;2;1.55;7.63;0.21;25;0.89;NA;NA;13;1;10;10
29;TRUE;FALSE;acs;2;3.89;1.06;0.92;64;0.11;NA;NA;20;0;29;29
58;TRUE;FALSE;acs;3;4.26;0.26;0.69;64;0.33;NA;NA;28;0;58;58
112;TRUE;FALSE;ras;3;3.4;3;0.37;89;NA;8;NA;20;1;112;112
116;TRUE;FALSE;acs;3;3.7;4.43;0.51;65;0.29;NA;NA;37;0;116;116
119;TRUE;FALSE;acs;3;3.29;1.89;0.26;52;0.13;NA;NA;30;0;119;119
127;TRUE;FALSE;acs;3;2.41;2.72;0.82;63;0.25;NA;NA;23;0;127;127
141;TRUE;FALSE;acs;3;2.29;1.95;0.63;48;0.35;NA;NA;24;0;141;141
143;TRUE;FALSE;acs;3;4.23;3.15;0.47;63;0.39;NA;NA;37;0;143;143
151;TRUE;FALSE;acs;3;2.64;5.07;0.56;57;0.54;NA;NA;44;0;151;151
160;TRUE;FALSE;ras;3;2.58;2.1;0.59;72;NA;17;NA;34;0;160;160
163;TRUE;FALSE;acs;3;4.34;5.73;0.45;67;0.48;NA;NA;33;0;163;163
176;TRUE;FALSE;acs;3;3.54;3.66;0.39;59;0.41;NA;NA;31;0;176;176
178;TRUE;TRUE;acs;3;2.34;0.99;0.77;51;0.37;NA;NA;12;0;178;178
186;TRUE;FALSE;acs;3;4.14;3.67;0.45;66;0.55;NA;NA;29;0;186;186
193;TRUE;FALSE;acs;3;3.51;2.14;0.51;61;0.4;NA;NA;34;0;193;193
206;TRUE;FALSE;acs;3;3.01;7.46;0.49;47;0.52;NA;NA;36;0;206;206
218;TRUE;FALSE;acs;3;2.43;6.64;0.58;54;0.51;NA;NA;31;0;218;218
236;TRUE;FALSE;acs;3;2.08;2.38;0.82;44;0.33;NA;NA;11;0;236;236
282;TRUE;FALSE;acs;3;2.56;0.53;0.83;56;0.48;NA;NA;9;0;282;282
300;TRUE;FALSE;acs;3;2.75;7.19;0.62;59;0.49;NA;NA;31;0;300;300
326;TRUE;FALSE;acs;3;2.23;0.5;0.68;46;0.33;NA;NA;12;0;326;326
342;TRUE;FALSE;acs;3;2.09;1.05;0.8;49;0.41;NA;NA;9;0;342;342
349;TRUE;FALSE;acs;3;2.31;1.18;0.79;52;0.38;NA;NA;14;0;349;349
353;TRUE;FALSE;acs;3;2.2;1;0.76;49;0.36;NA;NA;14;0;353;353
354;TRUE;FALSE;acs;3;2.64;1.05;0.75;52;0.37;NA;NA;14;0;354;354
