CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
12;TRUE;FALSE;83;1;0;NA;NA;0.18;2.47;0.36;12;12
19;TRUE;FALSE;27;0;0;NA;NA;1.51;0.99;0.61;19;19
30;TRUE;FALSE;115;5;0;NA;5;0.73;1.46;0.78;30;30
52;TRUE;FALSE;49;4;0;NA;NA;0.69;1.18;0.29;52;52
56;TRUE;FALSE;62;1;0;NA;NA;0.85;1.97;0.79;56;56
67;TRUE;FALSE;21;4;0;NA;NA;1;2.42;0.08;67;67
98;TRUE;FALSE;30;4;1;NA;NA;0.92;2.46;0.8;98;98
108;TRUE;FALSE;25;5;0;NA;8;0.15;1.79;0.45;108;108
126;TRUE;FALSE;57;0;0;NA;NA;1.82;1.68;0.51;126;126
152;TRUE;FALSE;52;4;0;NA;NA;0.77;2.12;0.55;152;152
160;TRUE;FALSE;48;1;0;NA;NA;1.29;2.39;0.16;160;160
183;TRUE;FALSE;17;0;0;NA;NA;2.01;1.74;0.46;183;183
191;TRUE;TRUE;79;4;0;NA;NA;1.02;2.39;0.45;191;191
219;TRUE;FALSE;54;4;0;NA;NA;1.07;2.37;0.43;219;219
224;TRUE;FALSE;79;4;0;NA;NA;1.1;2.33;0.44;224;224
