network_name;problem_type;number_of_runs;best_known_elite_solution;elite_components;elite_nodes;elite_best_nodes;elite_start_nodes;elite_standard_nodes;elite_end_nodes;elite_edges;elite_to_elite_worsening_edges;elite_to_elite_equal_edges;elite_to_elite_improving_edges;elite_to_regular_worsening_edges;elite_to_regular_equal_edges;elite_to_regular_improving_edges;max_in_from_elite_degree;min_in_from_elite_degree;average_in_from_elite_degree;max_out_to_elite_degree;min_out_to_elite_degree;average_out_to_elite_degree;max_out_to_regular_nodes_degree;min_out_to_regular_nodes_degree;average_out_to_regular_nodes_degree;best_elite_nodes_rate;start_elite_nodes_rate;standard_elite_nodes_rate;end_elite_nodes_rate;elite_to_elite_worsening_edges_rate;elite_to_elite_equal_edges_rate;elite_to_elite_improving_edges_rate
BL-L2;min;20;0.12745722;82;436;1;82;0;117;354;206;0;148;687;0;6005;1;0;0.811926605504587;6;0;0.811926605504587;137;0;15.348623853211;0.00229357798165138;0.188073394495413;0;0.268348623853211;0.581920903954802;0;0.418079096045198
