CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
7;TRUE;FALSE;acs;3;3.07;5.19;0.46;78;0.65;NA;NA;10;0;7;7
48;TRUE;FALSE;acs;3;4.24;4.72;0.78;52;0.11;NA;NA;16;1;48;48
62;TRUE;FALSE;acs;2;3.14;8.15;0.56;55;0.58;NA;NA;24;1;62;62
79;TRUE;FALSE;mmas;3;2.64;7.92;0.8;86;NA;NA;NA;38;1;79;79
150;TRUE;FALSE;acs;3;2.59;7.31;0.42;29;0.27;NA;NA;13;0;150;150
153;TRUE;FALSE;acs;3;2.24;6.88;0.52;55;0.89;NA;NA;34;0;153;153
173;TRUE;FALSE;acs;3;2.05;3.71;0.78;37;0.74;NA;NA;22;0;173;173
180;TRUE;FALSE;acs;3;2.12;7.07;0.49;39;0.56;NA;NA;24;1;180;180
234;TRUE;FALSE;acs;3;2.04;7.34;0.62;34;0.3;NA;NA;19;0;234;234
261;TRUE;FALSE;acs;3;2.83;7.37;0.59;28;0.34;NA;NA;13;0;261;261
270;TRUE;FALSE;acs;3;1.86;5.89;0.48;44;0.83;NA;NA;24;0;270;270
275;TRUE;FALSE;acs;3;2.41;7.77;0.49;50;0.63;NA;NA;15;0;275;275
331;TRUE;FALSE;acs;3;2.05;6.28;0.49;37;0.16;NA;NA;11;0;331;331
371;TRUE;FALSE;acs;3;2.21;7.93;0.44;43;0.7;NA;NA;19;0;371;371
388;TRUE;FALSE;acs;3;2.68;8.58;0.65;30;0.47;NA;NA;16;0;388;388
404;TRUE;FALSE;acs;3;2.53;7.71;0.58;31;0.33;NA;NA;13;0;404;404
424;TRUE;TRUE;acs;3;2.38;6.33;0.4;43;0.43;NA;NA;22;0;424;424
445;TRUE;FALSE;acs;3;2.26;6.11;0.29;45;0.48;NA;NA;13;0;445;445
446;TRUE;FALSE;acs;3;2.69;8.34;0.29;45;0.66;NA;NA;20;0;446;446
