CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;acs;3;2.7;0.37;0.87;14;0.44;NA;NA;5;0;6;6
21;TRUE;FALSE;eas;3;1.61;2.56;0.96;77;NA;NA;128;29;1;21;21
36;TRUE;FALSE;ras;3;3.09;3.97;0.61;84;NA;8;NA;36;1;36;36
41;TRUE;FALSE;acs;3;4.03;9.59;0.42;66;0.83;NA;NA;21;1;41;41
77;TRUE;FALSE;acs;3;3.05;1.55;0.35;29;0.29;NA;NA;8;0;77;77
87;TRUE;FALSE;acs;3;2.58;5.35;0.71;59;0.54;NA;NA;13;0;87;87
98;TRUE;FALSE;acs;3;3.98;0.02;0.35;51;0.22;NA;NA;19;0;98;98
103;TRUE;FALSE;acs;3;2.68;5.9;0.72;58;0.45;NA;NA;14;1;103;103
116;TRUE;FALSE;acs;3;4.9;7.92;0.13;53;0.4;NA;NA;6;1;116;116
147;TRUE;FALSE;acs;3;2.5;3.97;0.7;64;0.6;NA;NA;9;1;147;147
169;TRUE;FALSE;acs;3;3.54;5.69;0.71;69;0.49;NA;NA;12;1;169;169
240;TRUE;FALSE;acs;3;2.7;5.47;0.72;59;0.6;NA;NA;10;1;240;240
276;TRUE;FALSE;acs;3;3.91;5.6;0.63;67;0.49;NA;NA;9;1;276;276
281;TRUE;FALSE;acs;3;2.95;4.96;0.6;63;0.47;NA;NA;10;1;281;281
282;TRUE;FALSE;acs;3;2.89;3.61;0.65;64;0.5;NA;NA;9;1;282;282
298;TRUE;FALSE;acs;3;3.92;5.82;0.56;64;0.48;NA;NA;9;1;298;298
322;TRUE;FALSE;acs;3;3.88;5.61;0.62;67;0.46;NA;NA;9;1;322;322
346;TRUE;FALSE;acs;3;4.09;5.74;0.56;68;0.58;NA;NA;10;1;346;346
364;TRUE;FALSE;acs;3;2.69;5.81;0.76;59;0.51;NA;NA;9;1;364;364
395;TRUE;TRUE;acs;3;4.2;5.5;0.57;71;0.59;NA;NA;10;1;395;395
