CONFIG_ID;B;M;INSTANCES;BR;MR;BNR;MNR;BG;MG;BRG;MRG;BNRG;MNRG;QUALITY
1;34043019;34279888.2;5;265;270.8;0.840625;0.861453666171926;5.36258964326286;5.46719894853369;265;270.8;0.840625;0.861453666171926;1.46953860699917
2;32714925;33039189.8;5;166;187.6;0.525477707006369;0.596655893338826;1.51378610954342;1.64946349756201;166;187.6;0.525477707006369;0.596655893338826;1.01782475922506
3;71681714;72169107.4;5;296;313.6;0.996805111821086;0.997483695073673;119.18936183999;122.042701788955;296;313.6;0.996805111821086;0.997483695073673;1.70158983277274
4;32808688;33042643.6;5;169;184.6;0.516923076923077;0.587762111660465;1.25712929157513;1.661406332692;169;184.6;0.516923076923077;0.587762111660465;1.00265301400903
5;33934220;34159604.6;5;262;267.2;0.833865814696486;0.849918767038318;4.86148405926529;5.09670814681684;262;267.2;0.833865814696486;0.849918767038318;1.44986142612419
6;38224897;38635962.4;5;278;284.8;0.884984025559105;0.90601276189605;17.8564869853152;18.8686895456472;278;284.8;0.884984025559105;0.90601276189605;1.54555118205797
7;33206443;33593997.6;5;235;245.6;0.745222929936306;0.781071219774766;3.03895705586197;3.35634649149004;235;245.6;0.745222929936306;0.781071219774766;1.33241561020401
8;32487277;32741122.5;6;67;116.5;0.210862619808307;0.37932882106457;0.479996260695916;0.729659924441874;67;116.5;0.210862619808307;0.37932882106457;0.62477688175341
9;32913110;33179706.2;5;192;208;0.60828025477707;0.662207559155072;2.01126810642624;2.08186103349063;192;208;0.60828025477707;0.662207559155072;1.12964818914689
10;32692523;32985711.8;5;147;174.4;0.45625;0.55597543093475;1.34356685890839;1.48467028785923;147;174.4;0.45625;0.55597543093475;0.948428676300455
11;33194375;33501424.6;5;233;240;0.725;0.763634236840816;3.00151028284415;3.07153719239384;233;240;0.725;0.763634236840816;1.30267016872845
12;53205134;53760295.4;5;292;308;0.977635782747604;0.979674001108934;62.884211215945;65.4075218439364;292;308;0.977635782747604;0.979674001108934;1.67120859012701
13;32748189;33000273;5;138;178;0.437699680511182;0.56575732912161;1.14438387892527;1.53029839102658;138;178;0.437699680511182;0.56575732912161;0.965115443795688
14;32702448;32894671.6;5;132;153.8;0.4185303514377;0.489306807089872;0.957641871895443;1.20498268776877;132;153.8;0.4185303514377;0.489306807089872;0.834699847388605
15;38255488;38644132.8;5;276;285.8;0.89171974522293;0.908976320301423;18.0677275773403;18.8944653235515;276;285.8;0.89171974522293;0.908976320301423;1.5506066640436
16;32721904;32958913.4;5;140;171.8;0.434375;0.546639178574879;1.19979760939475;1.40301287520167;140;171.8;0.434375;0.546639178574879;0.932502128157146
17;38678488;39757435.6;5;284;294;0.916923076923077;0.935341638309654;19.3730349783764;22.3218548540387;284;294;0.916923076923077;0.935341638309654;1.59558279476353
18;33117144;33400234.4;5;220;231.8;0.684375;0.737784898125414;2.53835016374775;2.76026516072733;220;231.8;0.684375;0.737784898125414;1.25857423797865
19;32638360;32964224.2;5;142;171.2;0.449044585987261;0.544098810083307;1.27620638000171;1.41849216207557;142;171.2;0.449044585987261;0.544098810083307;0.928168558377406
20;32882305;33190061;5;190;209.6;0.601910828025478;0.667924254195554;1.83554943880289;2.11316486732665;190;209.6;0.601910828025478;0.667924254195554;1.13940019833359
21;33820867;34145572.6;5;261;267.6;0.828025477707006;0.85139431675096;4.81305708115162;5.05288826913317;261;267.6;0.828025477707006;0.85139431675096;1.45237854033987
22;32927704;33171608.6;5;193;207.6;0.6125;0.660723811867545;2.00183459606598;2.05713766697855;193;207.6;0.6125;0.660723811867545;1.12711709083287
23;37347699;38329492;5;271;281;0.859872611464968;0.893879850820804;15.8891951599953;17.9217061002314;271;281;0.859872611464968;0.893879850820804;1.5248538631649
24;33767036;34035550.8;5;257;264;0.817891373801917;0.839873305029693;4.38056398299847;4.71491126091752;257;264;0.817891373801917;0.839873305029693;1.43272504975654
25;33500892;33694371.6;5;230;250.8;0.731629392971246;0.797992929682533;3.08225669461509;3.66598755091699;230;250.8;0.731629392971246;0.797992929682533;1.36128205651726
26;33074546;33303996.6;5;214;224.4;0.665625;0.714348475422491;2.20749369139154;2.4644085589832;214;224.4;0.665625;0.714348475422491;1.21859445807366
27;32570005;32774597;6;108;126.666666666667;0.34185303514377;0.410717574356199;0.704562368989594;0.83279522956291;108;126.666666666667;0.34185303514377;0.410717574356199;0.676476004821974
28;37566338;37785007.4;5;270;276.8;0.859424920127795;0.880491859809281;15.5008190876976;16.2515288856035;270;276.8;0.859424920127795;0.880491859809281;1.50201552555701
29;32677534;33020597.8;5;155;180.4;0.48;0.575265831691856;1.10342278523424;1.5907677564054;155;180.4;0.48;0.575265831691856;0.981335830533166
30;39436704;39740092;5;285;293.8;0.923566878980892;0.934669394536468;21.8696598956846;22.2662431868087;285;293.8;0.923566878980892;0.934669394536468;1.59443602597397
31;32560220;32862904.2;5;120;146.6;0.378980891719745;0.465568013551034;0.959451561777214;1.10719133756501;120;146.6;0.378980891719745;0.465568013551034;0.794204258410587
32;33468879;33886376.6;5;251;260.4;0.796178343949045;0.828359613893549;3.85329094082256;4.2545971501957;251;260.4;0.796178343949045;0.828359613893549;1.41308404723017
33;33132648;33544226.6;5;228;241.6;0.71875;0.7686734207704;2.80997258330231;3.20314345504062;228;241.6;0.71875;0.7686734207704;1.31126642366715
34;60171413;60630395.2;5;295;312;0.990415335463259;0.992398119119325;84.8406476707299;86.5447247607213;295;312;0.990415335463259;0.992398119119325;1.69291443849767
35;33366699;33668985.2;5;242;250.8;0.769968051118211;0.797807812093779;3.41591868086317;3.58666574177542;242;250.8;0.769968051118211;0.797807812093779;1.36096626768939
36;32571674;32853501;5;109;144;0.345047923322684;0.45656616730515;0.814624121252532;1.07832505503146;109;144;0.345047923322684;0.45656616730515;0.778848167755844
37;32672323;32915594.4;5;132;160.4;0.409375;0.51050235665752;1.12325134691364;1.2695587967923;132;160.4;0.409375;0.51050235665752;0.870856961356945
38;37918745;38312979.2;5;275;281;0.875;0.893957759709462;17.0282476714481;17.8749238220342;275;281;0.875;0.893957759709462;1.5249867665632
39;32529524;32920923.6;5;108;157.8;0.340764331210191;0.50260194536863;0.938490355128712;1.28478557179218;108;157.8;0.340764331210191;0.50260194536863;0.857379789158251
40;33040159;33258235;5;205;219;0.65;0.696962769798436;2.15093255989167;2.32386442899561;205;219;0.65;0.696962769798436;1.18893648965615
41;32543727;32828989.4;5;106;138.2;0.328125;0.438812955569513;0.753797063697236;1.00337797058175;106;138.2;0.328125;0.438812955569513;0.748563277147994
42;32837201;33130908.2;5;172;200.4;0.546325878594249;0.637278234289341;1.59982865623065;1.93082954658874;172;200.4;0.546325878594249;0.637278234289341;1.0871216937877
43;33051211;33307197.6;5;214;224.8;0.66875;0.714849149994029;2.02290629030574;2.47474106646397;214;224.8;0.66875;0.714849149994029;1.21944854998981
44;58357082;59388618.6;5;294;310.4;0.984375;0.987338463475919;80.1068850163424;82.7152250554306;294;310.4;0.984375;0.987338463475919;1.68428326122363
45;32774456;33254878.8;5;176;218;0.557324840764331;0.692744556795393;1.69850966311682;2.3116496792631;176;218;0.557324840764331;0.692744556795393;1.18174071453332
46;40332186;41022278.4;5;287;298;0.939490445859873;0.94798185137149;25.1500011977506;26.2072547423006;287;298;0.939490445859873;0.94798185137149;1.61714551116313
47;33905678;34186208.4;5;263;267.6;0.837060702875399;0.851216010811504;4.64275867918017;5.17884293117584;263;267.6;0.837060702875399;0.851216010811504;1.45207437138433
48;32719493;33033606.8;5;168;187.6;0.531847133757962;0.596104876368581;1.3725344327569;1.63242493504736;168;187.6;0.531847133757962;0.596104876368581;1.01688478909934
49;33302897;33671139;5;241;250.4;0.764331210191083;0.796600285821097;3.3100461428148;3.59257581368057;241;250.4;0.764331210191083;0.796600285821097;1.35890636993011
50;32537277;32765637.6666667;6;90;123.333333333333;0.284345047923323;0.398986791358315;0.626394935703035;0.805221442363882;90;123.333333333333;0.284345047923323;0.398986791358315;0.657154715178401
51;32529230;32810517.2;5;107;131.2;0.337579617834395;0.415909569613257;0.696042387443941;0.94594282493292;107;131.2;0.337579617834395;0.415909569613257;0.709492795222615
52;37568539;37925080.2;5;273;277;0.8625;0.881233024548178;16.5039971663331;16.6813470799122;273;277;0.8625;0.881233024548178;1.50327986540572
53;33110099;33396252.4;5;223;233;0.707006369426752;0.74053508377909;1.94067913100474;2.74821217154006;223;233;0.707006369426752;0.74053508377909;1.26326573115257
54;37659162;38357741.6;5;271;283;0.862619808306709;0.900299064635125;15.8051465862552;18.0123584039782;271;283;0.862619808306709;0.900299064635125;1.53580428673051
55;33091050;33296710.6;5;212;224.6;0.659375;0.714848279958819;2.2344485845289;2.44237785983117;212;224.6;0.659375;0.714848279958819;1.2194470658121
56;32712581;33024416.4;5;156;181.2;0.495207667731629;0.577927935401515;1.40764457394243;1.60327459860044;156;181.2;0.495207667731629;0.577927935401515;0.985877066273172
57;37772685;38335788.8;5;276;281.6;0.871875;0.895827124022652;17.20791858374;17.9446821090919;276;281.6;0.871875;0.895827124022652;1.52817568215629
58;32968122;33276060.2;5;195;219.4;0.619808306709265;0.697850359346321;2.04271170888042;2.37836885784441;195;219.4;0.619808306709265;0.697850359346321;1.19045061300255
