CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
40;FALSE;174;6;0;12;NA;1.96;1.93;0.23
41;FALSE;124;1;2;NA;NA;1.33;0.05;0
42;FALSE;25;4;1;NA;NA;0.08;1.3;0.45
43;FALSE;100;5;2;NA;6;0.4;2.24;0.34
44;FALSE;199;2;1;NA;NA;1.65;0.99;0.79
45;FALSE;149;4;2;NA;NA;2.27;1.62;0.57
46;FALSE;50;0;0;NA;NA;1.02;0.37;0.12
47;FALSE;93;2;0;NA;NA;2.19;1.85;0.82
48;FALSE;193;6;1;10;NA;0.94;0.6;0.37
49;FALSE;143;0;0;NA;NA;0.32;2.47;0.14
50;FALSE;44;4;2;NA;NA;1.57;1.22;0.59
51;FALSE;68;6;1;20;NA;1.25;0.29;0.26
52;FALSE;168;3;2;NA;NA;0;1.54;0.71
53;FALSE;118;5;0;NA;5;0.63;0.91;0.48
54;FALSE;19;1;2;NA;NA;1.88;2.16;0.03
55;FALSE;31;2;0;NA;NA;1.41;1.69;0.88
56;FALSE;81;4;1;NA;NA;2.04;1.07;0.65
57;FALSE;180;1;0;NA;NA;0.79;2.32;0.2
58;FALSE;106;2;1;NA;NA;1.1;1.38;0.76
59;FALSE;6;5;0;NA;4;2.35;0.13;0.31
60;FALSE;155;3;1;NA;NA;0.47;0.76;0.54
61;FALSE;56;0;2;NA;NA;1.72;2.01;0.09
62;FALSE;98;3;1;NA;NA;1.23;2.14;0.4
63;FALSE;148;1;0;NA;NA;1.86;1.52;0.63
64;FALSE;48;5;2;NA;4;0.61;0.27;0.18
65;FALSE;123;4;1;NA;NA;2.17;0.58;0.07
66;FALSE;23;0;2;NA;NA;0.92;1.83;0.52
67;FALSE;73;6;0;15;NA;0.3;1.21;0.74
68;FALSE;173;2;1;NA;NA;1.55;2.46;0.29
69;FALSE;36;2;0;NA;NA;0.14;1.99;0.35
70;FALSE;135;5;1;NA;6;1.39;0.74;0.8
71;FALSE;86;3;2;NA;NA;0.77;0.11;0.12
72;FALSE;185;0;1;NA;NA;2.02;1.36;0.57
73;FALSE;61;1;1;NA;NA;0.45;1.67;0.46
74;FALSE;160;4;0;NA;NA;1.7;0.42;0.01
75;FALSE;110;3;2;NA;NA;2.33;2.3;0.24
76;FALSE;11;6;0;7;NA;1.08;1.05;0.69
77;FALSE;67;2;2;NA;NA;2.09;0.35;0.32
78;FALSE;166;5;1;NA;5;0.84;1.6;0.77
79;FALSE;117;0;2;NA;NA;0.22;0.97;0.54
80;FALSE;17;4;0;NA;NA;1.47;2.22;0.09
81;FALSE;92;6;1;12;NA;1.78;1.28;0.88
82;FALSE;191;3;0;NA;NA;0.53;0.03;0.43
83;FALSE;141;5;2;NA;4;1.16;1.91;0.21
84;FALSE;42;1;1;NA;NA;2.41;0.66;0.66
85;FALSE;54;4;1;NA;NA;2.25;2.38;0.04
86;FALSE;154;1;2;NA;NA;1;1.13;0.49
87;FALSE;5;2;2;NA;NA;1.63;0.5;0.26
88;FALSE;104;6;0;9;NA;0.38;1.75;0.71
89;FALSE;79;0;0;NA;NA;1.31;0.81;0.6
90;FALSE;179;3;1;NA;NA;0.06;2.06;0.15
91;FALSE;30;5;2;NA;2;1.94;1.44;0.83
92;FALSE;129;1;0;NA;NA;0.69;0.19;0.38
93;FALSE;132;0;2;NA;NA;1.66;2.18;0.7
94;FALSE;33;3;1;NA;NA;0.41;0.93;0.25
95;FALSE;182;5;0;NA;10;2.29;0.31;0.47
96;FALSE;82;1;2;NA;NA;1.04;1.56;0.02
97;FALSE;157;2;1;NA;NA;1.35;1.87;0.14
98;FALSE;107;4;1;NA;NA;1.98;1.24;0.36
99;FALSE;8;0;0;NA;NA;0.73;2.49;0.81
100;FALSE;70;0;0;NA;NA;0.57;2.34;0.87
101;FALSE;169;4;2;NA;NA;1.82;1.09;0.42
102;FALSE;20;5;1;NA;8;1.2;0.46;0.64
103;FALSE;120;2;0;NA;NA;2.45;1.71;0.19
104;TRUE;194;1;1;NA;NA;2.13;2.03;0.76
105;FALSE;95;4;0;NA;NA;0.88;0.78;0.31
106;FALSE;145;6;1;15;NA;1.51;0.15;0.53
107;FALSE;45;3;2;NA;NA;0.26;1.4;0.08
108;FALSE;176;2;2;NA;NA;0.34;0.7;0.05
109;FALSE;76;5;0;NA;7;1.59;1.95;0.5
110;FALSE;126;3;0;NA;NA;0.96;1.32;0.28
111;FALSE;26;0;1;NA;NA;2.21;0.07;0.73
112;FALSE;2;4;2;NA;NA;1.27;1.63;0.39
113;FALSE;101;1;1;NA;NA;0.02;0.38;0.84
114;FALSE;51;2;0;NA;NA;1.9;1.01;0.16
115;FALSE;14;2;1;NA;NA;1.74;1.17;0.22
116;FALSE;114;5;2;NA;8;0.49;2.42;0.67
117;FALSE;64;4;1;NA;NA;2.37;1.79;0.45
118;FALSE;163;0;0;NA;NA;1.12;0.54;0.9
119;FALSE;39;6;0;17;NA;2.06;2.1;0.56
120;FALSE;138;3;1;NA;NA;0.81;0.85;0.11
121;FALSE;89;1;2;NA;NA;1.43;0.23;0.78
122;FALSE;188;5;0;NA;7;0.18;1.48;0.33
123;FALSE;108;2;1;NA;NA;0.48;1.53;0.27
124;FALSE;58;0;0;NA;NA;2.36;2.15;0.49
125;FALSE;158;4;1;NA;NA;1.11;0.9;0.04
126;FALSE;133;6;0;11;NA;0.8;0.59;0.83
127;FALSE;33;3;2;NA;NA;2.05;1.84;0.38
128;FALSE;83;5;1;NA;10;1.42;1.22;0.15
129;FALSE;183;1;2;NA;NA;0.17;2.47;0.6
130;FALSE;71;6;1;8;NA;1.89;0.12;0.77
131;FALSE;170;2;0;NA;NA;0.64;1.37;0.32
132;TRUE;21;1;0;NA;NA;1.26;2;0.55
133;FALSE;121;4;2;NA;NA;0.01;0.75;0.1
134;FALSE;168;4;1;NA;NA;2.17;1.63;0.82
135;FALSE;152;0;1;NA;NA;0.06;2.34;0.47
136;FALSE;111;1;0;NA;NA;1.72;2.42;0.34
137;FALSE;189;3;0;NA;NA;0.36;1.57;0.84
138;FALSE;176;1;2;NA;NA;2.44;1.9;0.5
139;FALSE;145;4;1;NA;NA;0.31;2.13;0.77
140;FALSE;117;2;1;NA;NA;2.41;1.89;0.68
141;FALSE;170;5;1;NA;6;2.41;1.05;0.73
142;FALSE;196;3;1;NA;NA;0.6;1.72;0.43
143;FALSE;130;1;1;NA;NA;1.19;2.43;0.52
144;TRUE;122;4;0;NA;NA;2.26;2.09;0.83
145;FALSE;122;4;2;NA;NA;2.31;2.28;0.64
146;FALSE;79;2;0;NA;NA;2.49;1.6;0.73
147;FALSE;121;1;1;NA;NA;2.41;0.96;0.43
148;FALSE;195;4;2;NA;NA;2.01;1.96;0.69
149;FALSE;188;4;1;NA;NA;2.19;2.48;0.47
150;TRUE;174;4;0;NA;NA;1.94;2.4;0.4
151;FALSE;158;2;0;NA;NA;1.54;0.57;0.85
152;FALSE;135;2;1;NA;NA;1.34;2.19;0.81
153;FALSE;90;4;1;NA;NA;1.78;1.39;0.89
154;FALSE;75;1;2;NA;NA;1.02;1.64;0.59
155;FALSE;67;4;1;NA;NA;2.4;1.59;0.73
156;FALSE;87;1;0;NA;NA;1.64;1.83;0.38
157;TRUE;96;1;2;NA;NA;0.3;2.38;0.82
158;FALSE;180;0;2;NA;NA;1.43;1.82;0.4
159;FALSE;150;6;0;6;NA;1.44;2.24;0.69
160;FALSE;196;1;0;NA;NA;0.23;1.87;0.64
161;FALSE;199;3;1;NA;NA;1.98;2.03;0.65
162;FALSE;165;1;2;NA;NA;2.26;1.99;0.73
163;FALSE;175;0;0;NA;NA;0.36;1;0.72
164;FALSE;135;3;0;NA;NA;0.67;2.28;0.78
165;FALSE;117;5;1;NA;6;0.27;2.33;0.71
166;FALSE;152;2;1;NA;NA;2.46;1.81;0.7
167;FALSE;137;4;0;NA;NA;0.71;2.08;0.19
168;FALSE;171;3;0;NA;NA;2.1;1.51;0.72
169;FALSE;196;1;1;NA;NA;1.9;1.48;0.86
170;FALSE;122;3;2;NA;NA;1.98;1.9;0.64
171;FALSE;22;2;1;NA;NA;2.03;0.9;0.66
172;FALSE;182;0;0;NA;NA;1.97;2.33;0.56
173;FALSE;106;4;2;NA;NA;1.67;1.16;0.88
174;FALSE;169;2;2;NA;NA;1.2;1.51;0.31
175;TRUE;151;4;1;NA;NA;1.64;2.25;0.81
176;FALSE;200;1;0;NA;NA;2.39;2.35;0.73
177;FALSE;81;0;1;NA;NA;1.71;2.06;0.75
178;FALSE;197;1;0;NA;NA;1.51;1.54;0.39
179;FALSE;197;4;1;NA;NA;2.46;1.94;0.61
180;FALSE;108;3;0;NA;NA;1.8;1.73;0.83
181;FALSE;130;2;1;NA;NA;2.32;1.73;0.39
182;FALSE;173;5;1;NA;9;1.29;2.05;0.64
183;FALSE;171;2;1;NA;NA;1.11;1.93;0.7
184;FALSE;151;2;2;NA;NA;1.82;2.01;0.72
185;FALSE;154;4;2;NA;NA;1.48;1.28;0.78
186;FALSE;95;1;0;NA;NA;1.42;2.27;0.59
187;FALSE;198;3;2;NA;NA;1.84;1.44;0.8
188;FALSE;114;2;0;NA;NA;1.06;1.95;0.65
189;FALSE;138;2;0;NA;NA;1.34;2.22;0.55
190;FALSE;181;1;1;NA;NA;2.38;2.37;0.87
191;FALSE;92;4;1;NA;NA;2.24;2.4;0.71
192;FALSE;144;4;2;NA;NA;1.3;2.1;0.55
193;FALSE;121;4;1;NA;NA;1.88;2.49;0.31
194;FALSE;151;6;1;14;NA;1.74;1.64;0.74
195;FALSE;189;3;2;NA;NA;1.56;1.94;0.79
196;FALSE;130;5;1;NA;4;2.36;2.29;0.65
197;FALSE;79;0;2;NA;NA;1.23;2.37;0.85
198;FALSE;195;1;1;NA;NA;1.27;0.84;0.64
199;FALSE;113;3;1;NA;NA;1.56;1.8;0.71
200;TRUE;118;4;0;NA;NA;2.21;1.99;0.81
201;FALSE;179;1;1;NA;NA;1.41;1.94;0.54
202;FALSE;138;2;1;NA;NA;2.26;2.16;0.82
203;FALSE;174;5;2;NA;6;1.32;2.39;0.3
204;FALSE;76;1;2;NA;NA;1.04;0.85;0.81
205;FALSE;136;4;2;NA;NA;0.69;1.33;0.7
206;FALSE;181;2;1;NA;NA;0.63;2.09;0.67
207;FALSE;129;5;1;NA;9;2.11;1.71;0.38
208;FALSE;66;4;1;NA;NA;2.17;1.86;0.47
209;FALSE;82;4;1;NA;NA;2.23;1.21;0.77
210;FALSE;128;2;1;NA;NA;1.92;2.34;0.65
211;FALSE;165;3;0;NA;NA;1.99;1.15;0.75
212;FALSE;194;3;1;NA;NA;2.47;2.46;0.64
213;FALSE;141;2;2;NA;NA;2.17;1.05;0.75
214;FALSE;26;3;0;NA;NA;0.61;1.66;0.79
215;FALSE;127;5;1;NA;9;2.31;2.25;0.79
216;FALSE;200;6;1;7;NA;1.66;1.05;0.68
217;FALSE;91;5;0;NA;2;2.3;2.44;0.72
218;FALSE;43;5;0;NA;7;2.4;2.16;0.63
219;FALSE;83;3;1;NA;NA;2.23;1.83;0.69
220;FALSE;168;4;1;NA;NA;2.04;1.94;0.51
221;FALSE;134;4;1;NA;NA;1.02;2.02;0.54
222;FALSE;193;4;1;NA;NA;2.11;1.19;0.81
223;FALSE;191;1;1;NA;NA;1.42;1.38;0.86
224;FALSE;168;2;0;NA;NA;1.33;2.44;0.71
225;FALSE;191;0;2;NA;NA;0.14;2.16;0.87
226;FALSE;159;4;2;NA;NA;2.38;1.64;0.42
227;FALSE;76;6;0;14;NA;2.29;1.98;0.72
228;FALSE;66;1;0;NA;NA;1.81;1.79;0.11
229;FALSE;164;2;1;NA;NA;0.11;2.03;0.74
230;FALSE;154;3;0;NA;NA;0.9;2.24;0.59
231;FALSE;200;3;0;NA;NA;2.08;2.25;0.76
232;FALSE;92;4;1;NA;NA;1.06;2.22;0.73
233;FALSE;77;5;0;NA;8;2.1;1.91;0.68
234;FALSE;118;2;2;NA;NA;1.95;1.4;0.75
235;FALSE;74;4;0;NA;NA;2.33;1.37;0.75
236;FALSE;142;4;1;NA;NA;1.96;2.18;0.45
237;FALSE;108;4;0;NA;NA;0.38;1.77;0.75
238;FALSE;97;1;2;NA;NA;2.38;2.17;0.74
239;FALSE;162;4;2;NA;NA;2.4;1.63;0.53
240;FALSE;67;1;0;NA;NA;0.53;2.2;0.7
241;FALSE;123;4;1;NA;NA;1.98;2.13;0.81
242;FALSE;179;4;0;NA;NA;2;1.88;0.23
243;FALSE;176;4;1;NA;NA;1.88;1.86;0.81
244;FALSE;163;4;0;NA;NA;2.01;2.05;0.77
245;FALSE;82;0;2;NA;NA;0.56;1.93;0.77
246;FALSE;95;6;1;4;NA;1.85;1.7;0.7
247;FALSE;83;4;0;NA;NA;2.06;1.96;0.55
248;FALSE;159;4;0;NA;NA;1.94;2.42;0.75
249;FALSE;85;4;1;NA;NA;2.23;1.44;0.48
250;FALSE;196;4;1;NA;NA;1.99;1.93;0.71
251;FALSE;97;1;0;NA;NA;0.35;1.94;0.78
252;FALSE;157;1;1;NA;NA;2.13;2.49;0.78
253;FALSE;152;5;0;NA;5;1.73;1.78;0.79
254;FALSE;162;4;0;NA;NA;2.04;2.44;0.87
255;FALSE;65;4;0;NA;NA;0.34;1.86;0.82
256;FALSE;75;5;2;NA;5;0.39;2.19;0.62
257;FALSE;146;4;2;NA;NA;1.96;2.06;0.42
258;FALSE;55;1;2;NA;NA;0.41;1.79;0.88
259;FALSE;125;1;1;NA;NA;0.03;2.33;0.73
260;FALSE;156;0;1;NA;NA;2.38;1.46;0.74
261;FALSE;88;5;2;NA;2;0.94;2.21;0.54
262;FALSE;91;4;0;NA;NA;1.73;1.62;0.7
263;FALSE;147;5;0;NA;8;1.83;1.28;0.56
264;FALSE;69;4;0;NA;NA;2.14;1.46;0.72
265;FALSE;61;1;2;NA;NA;0.34;2.05;0.81
266;FALSE;165;0;1;NA;NA;2.29;1.83;0.66
267;FALSE;49;1;1;NA;NA;1.95;2.02;0.79
268;FALSE;125;1;2;NA;NA;0.48;2.48;0.79
269;FALSE;64;2;0;NA;NA;2.29;1.83;0.78
270;FALSE;151;4;2;NA;NA;1.42;2;0.45
271;FALSE;68;1;2;NA;NA;1.01;2.18;0.52
272;FALSE;131;4;2;NA;NA;2.28;2.01;0.6
273;FALSE;137;2;0;NA;NA;2.11;1.43;0.83
274;FALSE;68;4;0;NA;NA;2.32;1.74;0.8
275;FALSE;157;3;0;NA;NA;1.54;2.07;0.51
276;FALSE;110;0;0;NA;NA;2.44;2.39;0.61
277;FALSE;94;4;0;NA;NA;2.49;1.36;0.71
278;FALSE;96;1;1;NA;NA;1.56;1.88;0.72
279;FALSE;171;1;1;NA;NA;1.65;1.68;0.45
280;FALSE;166;4;2;NA;NA;1.73;1.66;0.51
281;TRUE;118;4;0;NA;NA;2.24;2.36;0.77
282;FALSE;125;4;1;NA;NA;1.03;2.09;0.83
283;FALSE;78;2;2;NA;NA;0.34;2.5;0.81
284;TRUE;131;4;0;NA;NA;2.2;1.94;0.71
285;FALSE;114;5;0;NA;9;2.43;2;0.37
286;FALSE;167;4;0;NA;NA;2.32;2.43;0.35
287;FALSE;161;4;1;NA;NA;2.1;2.12;0.8
288;FALSE;114;2;1;NA;NA;1.48;2.11;0.73
289;FALSE;151;4;1;NA;NA;1.51;1.73;0.84
290;FALSE;188;0;0;NA;NA;1.79;2.1;0.35
291;FALSE;174;4;0;NA;NA;2.27;2.25;0.53
292;FALSE;133;0;0;NA;NA;0.2;2.38;0.86
293;FALSE;173;0;0;NA;NA;2.13;1.96;0.47
294;TRUE;144;4;2;NA;NA;1.56;1.88;0.83
295;FALSE;175;6;0;9;NA;1.75;2.42;0.52
296;FALSE;187;4;0;NA;NA;2.45;1.28;0.35
297;TRUE;77;1;2;NA;NA;0.97;2.5;0.9
298;FALSE;141;2;0;NA;NA;2.22;2.33;0.66
299;FALSE;164;0;0;NA;NA;2.44;2.36;0.38
300;FALSE;163;6;1;6;NA;1.73;2.38;0.52
301;FALSE;138;4;0;NA;NA;1.96;1.77;0.82
302;FALSE;142;3;0;NA;NA;1.04;1.75;0.7
303;TRUE;77;4;1;NA;NA;2.33;2.15;0.79
304;FALSE;144;4;1;NA;NA;1.68;2.01;0.54
305;FALSE;181;6;0;16;NA;1.88;1.85;0.31
306;FALSE;71;1;1;NA;NA;0.54;2.43;0.88
307;FALSE;182;2;2;NA;NA;1.59;2.11;0.38
308;FALSE;62;3;2;NA;NA;0.26;1.87;0.84
309;FALSE;99;3;0;NA;NA;2.36;2.17;0.71
310;FALSE;162;4;0;NA;NA;2.4;2.08;0.22
311;FALSE;89;4;0;NA;NA;2.11;1.79;0.66
312;FALSE;154;2;0;NA;NA;1.7;2.02;0.4
313;FALSE;131;4;0;NA;NA;1.56;1.96;0.67
314;FALSE;90;1;2;NA;NA;0.66;2;0.57
315;FALSE;129;4;1;NA;NA;2.28;2.33;0.81
316;FALSE;118;4;1;NA;NA;1.99;2.28;0.77
317;FALSE;54;4;2;NA;NA;0.52;1.35;0.55
318;FALSE;194;4;0;NA;NA;2.28;2.09;0.57
319;FALSE;147;6;1;17;NA;2.31;1.73;0.74
320;FALSE;100;5;1;NA;3;1.59;1.31;0.72
321;FALSE;143;4;0;NA;NA;1.78;2.13;0.71
322;FALSE;76;1;1;NA;NA;1.08;2.42;0.82
323;FALSE;134;4;0;NA;NA;2.39;2;0.77
324;FALSE;63;1;2;NA;NA;1.02;2.26;0.85
325;FALSE;82;4;0;NA;NA;1.8;2.4;0.78
326;TRUE;127;4;0;NA;NA;2.4;2.4;0.67
327;FALSE;71;1;2;NA;NA;1.13;2.27;0.89
328;FALSE;158;5;0;NA;10;1.43;1.97;0.81
329;FALSE;123;5;1;NA;5;2.38;2.14;0.8
330;FALSE;65;4;1;NA;NA;2.3;1.97;0.68
331;FALSE;119;4;0;NA;NA;2.38;1.78;0.69
332;FALSE;60;4;2;NA;NA;2.29;2.23;0.78
333;FALSE;103;4;0;NA;NA;2.04;2.02;0.53
334;FALSE;176;4;2;NA;NA;1.77;1.94;0.8
335;FALSE;125;4;0;NA;NA;2.33;2.37;0.8
336;FALSE;141;4;1;NA;NA;2.41;2.26;0.73
337;FALSE;91;4;1;NA;NA;2.37;1.8;0.76
338;FALSE;89;1;0;NA;NA;1.97;2.46;0.75
339;FALSE;56;4;1;NA;NA;2.36;2.3;0.79
340;FALSE;79;1;2;NA;NA;0.76;2.5;0.85
341;FALSE;88;4;0;NA;NA;1.95;2.04;0.76
342;FALSE;90;4;1;NA;NA;2.22;2.48;0.83
343;FALSE;97;4;0;NA;NA;2.04;1.95;0.75
344;FALSE;103;4;2;NA;NA;1.49;2.11;0.7
345;FALSE;74;4;0;NA;NA;2;1.99;0.65
346;FALSE;88;4;0;NA;NA;2.02;2.05;0.7
347;FALSE;82;5;1;NA;5;1.64;2.33;0.89
348;FALSE;91;4;1;NA;NA;1.64;2.15;0.73
349;FALSE;55;0;1;NA;NA;2.26;2.12;0.76
350;FALSE;79;1;0;NA;NA;2.06;2.07;0.7
351;FALSE;75;4;1;NA;NA;2.37;2.44;0.75
352;FALSE;83;5;2;NA;7;2.06;1.83;0.76
353;FALSE;63;4;1;NA;NA;2.44;2.13;0.79
354;FALSE;66;4;1;NA;NA;2.23;2.15;0.73
355;FALSE;120;4;0;NA;NA;1.9;2.04;0.78
356;FALSE;88;1;2;NA;NA;1.13;2.3;0.88
357;FALSE;104;4;0;NA;NA;2.16;2.19;0.89
358;FALSE;45;4;1;NA;NA;2.29;2.31;0.73
359;FALSE;123;2;1;NA;NA;2.41;2.41;0.85
360;FALSE;96;4;2;NA;NA;2.37;2.39;0.86
361;FALSE;117;1;0;NA;NA;2.26;1.71;0.72
362;FALSE;121;4;0;NA;NA;2.14;2.16;0.8
363;FALSE;91;4;1;NA;NA;2.28;2.19;0.62
364;FALSE;135;4;0;NA;NA;2.45;2.45;0.69
365;FALSE;121;3;0;NA;NA;2.04;2.47;0.72
366;FALSE;59;4;1;NA;NA;2.4;2.24;0.86
367;TRUE;119;4;0;NA;NA;2.24;2.39;0.59
368;FALSE;74;3;1;NA;NA;2.34;2.22;0.76
369;FALSE;81;1;2;NA;NA;0.75;2.1;0.8
370;FALSE;139;4;0;NA;NA;2.15;1.76;0.73
371;FALSE;123;1;0;NA;NA;2.1;2.32;0.8
372;FALSE;138;1;0;NA;NA;2.01;2.36;0.72
373;FALSE;38;4;1;NA;NA;2.48;2.05;0.81
374;FALSE;77;4;0;NA;NA;2.14;2.08;0.9
375;FALSE;162;2;0;NA;NA;2.19;2.02;0.83
376;FALSE;122;6;0;10;NA;2.3;2.24;0.81
377;FALSE;77;4;0;NA;NA;2.08;2.14;0.87
378;TRUE;118;4;0;NA;NA;2.06;2.28;0.66
379;FALSE;87;4;1;NA;NA;2.38;2.36;0.89
380;FALSE;135;4;0;NA;NA;2.34;2.23;0.78
381;FALSE;81;4;1;NA;NA;2.45;1.96;0.77
382;FALSE;79;4;0;NA;NA;2.19;2.35;0.84
383;FALSE;72;2;1;NA;NA;2.26;1.86;0.85
384;FALSE;66;1;2;NA;NA;0.97;2.41;0.86
385;FALSE;138;4;2;NA;NA;2.1;2.11;0.63
386;FALSE;98;4;1;NA;NA;2.19;1.93;0.82
387;TRUE;95;4;0;NA;NA;2.25;2.45;0.74
388;FALSE;138;4;2;NA;NA;1.51;1.48;0.9
389;FALSE;122;4;0;NA;NA;1.97;1.97;0.81
390;FALSE;95;4;2;NA;NA;1.52;1.57;0.77
391;FALSE;97;1;2;NA;NA;0.91;2.43;0.8
392;FALSE;130;4;0;NA;NA;2;2.17;0.81
393;FALSE;100;0;0;NA;NA;2.22;2.14;0.8
394;FALSE;64;0;1;NA;NA;0.86;2.24;0.79
395;FALSE;87;4;1;NA;NA;1.92;2.24;0.8
396;FALSE;91;4;1;NA;NA;2.48;2.25;0.83
397;FALSE;114;4;1;NA;NA;1.31;1.95;0.89
398;FALSE;150;4;2;NA;NA;1.73;1.71;0.88
399;FALSE;88;4;1;NA;NA;2.27;2.26;0.72
400;FALSE;147;1;2;NA;NA;1.29;1.91;0.72
401;FALSE;118;4;0;NA;NA;2.19;2.41;0.64
402;FALSE;107;4;0;NA;NA;2.04;2.48;0.66
403;FALSE;117;4;0;NA;NA;2.2;2.4;0.6
404;FALSE;118;4;0;NA;NA;2.44;2.26;0.68
405;FALSE;97;4;0;NA;NA;2.21;2.19;0.82
406;FALSE;133;4;0;NA;NA;2.22;2.4;0.68
407;FALSE;98;4;0;NA;NA;2.35;2.42;0.71
408;FALSE;122;4;0;NA;NA;2.19;2.29;0.64
409;FALSE;110;4;0;NA;NA;2;2.19;0.77
410;FALSE;117;4;0;NA;NA;2.2;2.31;0.63
411;FALSE;99;4;0;NA;NA;2.3;2.25;0.55
412;FALSE;87;4;0;NA;NA;2.17;2.49;0.83
413;FALSE;136;4;0;NA;NA;2.46;2.44;0.71
414;FALSE;76;4;0;NA;NA;2.25;2.38;0.71
415;FALSE;78;1;0;NA;NA;2.2;2.26;0.84
416;FALSE;100;4;1;NA;NA;2.28;2.45;0.73
417;FALSE;108;4;0;NA;NA;2.17;2.5;0.75
418;FALSE;75;4;1;NA;NA;2.25;2.28;0.81
419;FALSE;123;4;0;NA;NA;2.26;2.22;0.52
420;FALSE;110;4;0;NA;NA;2.04;2.47;0.73
421;FALSE;104;4;0;NA;NA;2.16;2.24;0.71
422;FALSE;130;4;0;NA;NA;2.06;2.28;0.63
423;FALSE;126;4;0;NA;NA;2.38;2.37;0.67
424;FALSE;118;4;0;NA;NA;2.04;2.16;0.64
425;FALSE;125;4;0;NA;NA;2.19;2.34;0.66
426;FALSE;100;4;0;NA;NA;2.31;2.42;0.74
427;TRUE;98;4;0;NA;NA;2.25;2.43;0.65
428;FALSE;121;4;0;NA;NA;2.16;2.1;0.78
429;FALSE;140;4;0;NA;NA;2.27;2.4;0.59
430;FALSE;94;4;0;NA;NA;2.38;2.32;0.7
431;FALSE;104;4;0;NA;NA;2.06;2.32;0.84
432;FALSE;136;4;0;NA;NA;2.4;2.24;0.62
433;FALSE;139;4;0;NA;NA;2.36;2.5;0.6
434;FALSE;134;4;0;NA;NA;2.27;2.41;0.6
435;FALSE;95;4;0;NA;NA;2.23;2.03;0.71
436;FALSE;124;4;0;NA;NA;1.87;2.31;0.66
437;FALSE;132;4;0;NA;NA;2;2.27;0.68
438;FALSE;86;4;0;NA;NA;2.37;2.39;0.7
439;FALSE;93;4;0;NA;NA;2.17;2.38;0.71
440;FALSE;107;4;0;NA;NA;2.09;2.22;0.66
441;TRUE;117;4;0;NA;NA;2.19;2.4;0.57
442;FALSE;115;4;0;NA;NA;2.13;2.39;0.66
443;FALSE;131;4;0;NA;NA;1.87;2.02;0.65
444;FALSE;102;4;0;NA;NA;2.12;2.42;0.74
445;FALSE;108;4;0;NA;NA;2.21;2.23;0.6
446;FALSE;98;4;0;NA;NA;2.23;2.24;0.78
447;FALSE;97;4;0;NA;NA;2.28;2.48;0.81
448;FALSE;133;4;0;NA;NA;1.98;2.38;0.69
449;TRUE;89;4;0;NA;NA;2.08;2.32;0.7
450;TRUE;81;4;0;NA;NA;2.2;2.44;0.71
451;FALSE;132;4;0;NA;NA;2.39;2.35;0.69
