CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;91;1;0;NA;NA;2.05;1.59;0.21;6;6
10;TRUE;FALSE;178;1;0;NA;NA;0.95;2.37;0.83;10;10
18;TRUE;FALSE;171;4;0;NA;NA;2.44;2.14;0.52;18;18
25;TRUE;FALSE;134;0;0;NA;NA;2.28;1.05;0.13;25;25
32;TRUE;FALSE;69;2;0;NA;NA;1.46;1.48;0.67;32;32
43;TRUE;FALSE;114;4;0;NA;NA;2.43;2.09;0.74;43;43
44;TRUE;FALSE;48;4;0;NA;NA;0.74;1.94;0.89;44;44
55;TRUE;FALSE;111;4;0;NA;NA;1.89;2.43;0.47;55;55
77;TRUE;FALSE;49;4;0;NA;NA;0.17;2.1;0.5;77;77
80;TRUE;FALSE;19;4;0;NA;NA;1.12;2.48;0.77;80;80
81;TRUE;FALSE;153;0;0;NA;NA;2.32;2.22;0.84;81;81
93;TRUE;FALSE;35;4;0;NA;NA;1.48;2.32;0.75;93;93
96;TRUE;FALSE;119;4;0;NA;NA;2.24;2.15;0.65;96;96
107;TRUE;FALSE;151;4;0;NA;NA;1.88;2.41;0.52;107;107
110;TRUE;FALSE;97;4;0;NA;NA;2.44;1.98;0.45;110;110
113;TRUE;FALSE;119;4;0;NA;NA;2.06;2.47;0.33;113;113
121;TRUE;FALSE;103;4;0;NA;NA;2.36;2.09;0.48;121;121
135;TRUE;FALSE;117;4;0;NA;NA;1.6;2.45;0.51;135;135
150;TRUE;TRUE;91;4;0;NA;NA;2.43;2.31;0.5;150;150
153;TRUE;FALSE;125;4;0;NA;NA;1.7;2.46;0.57;153;153
159;TRUE;FALSE;79;4;0;NA;NA;2.39;1.96;0.44;159;159
162;TRUE;FALSE;117;4;0;NA;NA;1.52;2.26;0.52;162;162
163;TRUE;FALSE;133;4;0;NA;NA;2.07;2.37;0.28;163;163
188;TRUE;FALSE;86;4;0;NA;NA;2.4;2.4;0.53;188;188
197;TRUE;FALSE;78;4;0;NA;NA;2.49;2.44;0.47;197;197
