CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;80;0;0;NA;NA;1.59;1.37;0.61;1;1
3;TRUE;FALSE;130;2;0;NA;NA;0.96;1.99;0.39;3;3
7;TRUE;FALSE;5;1;2;NA;NA;1.28;2.3;0.28;7;7
38;TRUE;FALSE;27;1;1;NA;NA;1.94;2.11;0.71;38;38
45;TRUE;FALSE;14;3;1;NA;NA;1.47;1.64;0.21;45;45
80;TRUE;FALSE;45;0;1;NA;NA;2.45;2.1;0.48;80;80
112;TRUE;FALSE;10;0;0;NA;NA;1.66;2.39;0.27;112;112
119;TRUE;FALSE;88;4;2;NA;NA;2.25;1.76;0.52;119;119
128;TRUE;FALSE;24;0;1;NA;NA;1.77;2.01;0.18;128;128
129;TRUE;FALSE;95;4;2;NA;NA;2.28;1.92;0.53;129;129
130;TRUE;FALSE;33;1;1;NA;NA;2.41;2.06;0.4;130;130
170;TRUE;FALSE;29;1;1;NA;NA;2;2.44;0.33;170;170
196;TRUE;FALSE;44;1;1;NA;NA;2.29;2.18;0.41;196;196
201;TRUE;FALSE;15;4;1;NA;NA;1.89;2.38;0.31;201;201
202;TRUE;FALSE;44;1;1;NA;NA;2.25;2;0.26;202;202
234;TRUE;FALSE;48;1;1;NA;NA;2.21;2.08;0.37;234;234
252;TRUE;FALSE;46;1;1;NA;NA;2.23;1.69;0.42;252;252
259;TRUE;FALSE;38;1;1;NA;NA;2.23;2.05;0.2;259;259
270;TRUE;FALSE;45;1;1;NA;NA;2.46;2.16;0.45;270;270
276;TRUE;FALSE;37;1;1;NA;NA;2.4;1.94;0.24;276;276
310;TRUE;FALSE;37;1;1;NA;NA;2.37;1.84;0.24;310;310
339;TRUE;FALSE;37;1;1;NA;NA;2.33;2.04;0.27;339;339
340;TRUE;TRUE;40;1;1;NA;NA;2.47;2.15;0.44;340;340
358;TRUE;FALSE;48;1;1;NA;NA;2.5;2.02;0.22;358;358
