CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;68;2;0;NA;NA;1.23;0.79;0.31
2;FALSE;FALSE;18;4;1;NA;NA;0.61;1.41;0.09
3;FALSE;FALSE;118;0;0;NA;NA;1.86;0.16;0.54
4;FALSE;FALSE;192;1;2;NA;NA;1.54;1.1;0.42
5;FALSE;FALSE;93;5;0;NA;8;0.29;2.35;0.87
6;FALSE;FALSE;143;3;1;NA;NA;2.17;1.73;0.2
7;FALSE;FALSE;43;0;2;NA;NA;0.92;0.48;0.65
8;FALSE;FALSE;56;4;2;NA;NA;0.76;1.26;0.03
9;FALSE;FALSE;155;0;0;NA;NA;2.01;0.01;0.48
10;FALSE;FALSE;105;5;1;NA;7;1.39;1.88;0.7
11;FALSE;FALSE;6;2;0;NA;NA;0.14;0.63;0.25
12;FALSE;FALSE;180;4;0;NA;NA;1.7;1.57;0.14
13;FALSE;FALSE;80;1;1;NA;NA;0.45;0.32;0.59
14;FALSE;FALSE;31;6;1;13;NA;1.08;2.19;0.82
15;FALSE;FALSE;130;3;2;NA;NA;2.33;0.94;0.37
16;FALSE;FALSE;37;3;1;NA;NA;1.62;1.8;0.34
17;FALSE;FALSE;136;6;0;20;NA;0.37;0.55;0.79
18;FALSE;FALSE;186;1;2;NA;NA;1;2.43;0.56
19;FALSE;FALSE;87;5;0;NA;6;2.25;1.18;0.11
20;FALSE;FALSE;111;2;1;NA;NA;0.69;1.49;0.23
21;FALSE;FALSE;161;4;1;NA;NA;0.06;0.87;0
22;FALSE;FALSE;62;0;0;NA;NA;1.31;2.12;0.45
23;FALSE;FALSE;174;2;0;NA;NA;0.53;1.33;0.28
24;FALSE;FALSE;124;4;2;NA;NA;1.15;0.71;0.06
25;FALSE;FALSE;24;1;1;NA;NA;2.4;1.96;0.51
26;FALSE;FALSE;149;0;1;NA;NA;0.22;2.27;0.62
27;FALSE;FALSE;49;3;0;NA;NA;1.47;1.02;0.17
28;FALSE;FALSE;99;2;2;NA;NA;2.09;1.65;0.39
29;FALSE;FALSE;199;5;1;NA;8;0.84;0.4;0.84
30;FALSE;FALSE;59;5;1;NA;5;1.58;0.75;0.58
31;FALSE;FALSE;158;2;2;NA;NA;0.33;2;0.13
32;FALSE;FALSE;108;3;0;NA;NA;0.96;0.12;0.35
33;FALSE;FALSE;9;0;2;NA;NA;2.21;1.37;0.8
34;FALSE;FALSE;34;4;2;NA;NA;1.27;0.44;0.24
35;FALSE;FALSE;133;1;0;NA;NA;0.02;1.69;0.69
36;FALSE;FALSE;84;3;0;NA;NA;1.9;2.31;0.02
37;FALSE;FALSE;183;6;1;8;NA;0.65;1.06;0.47
38;FALSE;FALSE;121;2;1;NA;NA;0.8;2.16;0.18
39;FALSE;FALSE;21;6;0;11;NA;2.05;0.91;0.63
40;FALSE;FALSE;71;0;2;NA;NA;1.43;1.53;0.86
41;FALSE;FALSE;171;4;1;NA;NA;0.18;0.28;0.41
42;FALSE;FALSE;96;3;1;NA;NA;2.36;0.59;0.3
43;TRUE;FALSE;195;0;0;NA;NA;1.11;1.84;0.75
44;TRUE;FALSE;46;1;0;NA;NA;1.74;2.47;0.07
45;FALSE;FALSE;146;5;2;NA;3;0.49;1.22;0.52
46;FALSE;FALSE;127;5;2;NA;5;1.97;2.39;0.27
47;FALSE;FALSE;28;1;0;NA;NA;0.72;1.14;0.72
48;FALSE;FALSE;177;3;1;NA;NA;1.35;0.51;0.04
49;FALSE;FALSE;3;4;1;NA;NA;0.41;2.08;0.38
50;FALSE;FALSE;102;0;2;NA;NA;1.66;0.83;0.83
51;FALSE;FALSE;52;2;1;NA;NA;1.04;0.2;0.16
52;FALSE;FALSE;152;5;0;NA;2;2.29;1.45;0.61
53;FALSE;FALSE;40;5;2;NA;5;1.19;1.61;0.55
54;FALSE;FALSE;139;1;0;NA;NA;2.44;0.36;0.1
55;FALSE;FALSE;189;3;2;NA;NA;1.82;2.23;0.32
56;FALSE;FALSE;90;0;1;NA;NA;0.57;0.98;0.77
57;FALSE;FALSE;115;6;0;4;NA;1.51;1.3;0.66
