CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
7;TRUE;FALSE;acs;2;4.16;7.87;0.16;52;0.42;NA;NA;37;0;7;7
47;TRUE;FALSE;acs;3;4.56;6.15;0.86;27;0.37;NA;NA;39;1;47;47
66;TRUE;FALSE;acs;2;1.16;2.95;0.49;32;0.96;NA;NA;44;0;66;66
107;TRUE;FALSE;acs;3;1.75;6.38;0.65;19;0.11;NA;NA;20;1;107;107
121;TRUE;FALSE;acs;3;2.03;8.08;0.4;36;0.47;NA;NA;40;1;121;121
126;TRUE;FALSE;acs;3;1.34;4.49;0.69;39;0.94;NA;NA;46;1;126;126
147;TRUE;FALSE;acs;3;3.97;2.15;0.86;50;0.34;NA;NA;17;0;147;147
153;TRUE;FALSE;acs;3;4.57;6.56;0.93;12;0.27;NA;NA;49;1;153;153
199;TRUE;TRUE;acs;3;1.81;4.08;0.77;46;0.66;NA;NA;47;0;199;199
224;TRUE;FALSE;acs;3;2.92;4.78;0.35;26;0.23;NA;NA;19;1;224;224
300;TRUE;FALSE;acs;3;2.26;4.2;0.85;54;0.44;NA;NA;48;0;300;300
301;TRUE;FALSE;acs;3;1.85;1.23;0.95;40;0.62;NA;NA;50;0;301;301
326;TRUE;FALSE;acs;3;2.07;5.39;0.94;51;0.45;NA;NA;47;0;326;326
329;TRUE;FALSE;acs;3;2.57;5.05;0.72;63;0.65;NA;NA;45;0;329;329
404;TRUE;FALSE;acs;3;2.11;5.82;0.87;54;0.48;NA;NA;46;0;404;404
421;TRUE;FALSE;acs;3;2.32;4.07;0.67;61;0.74;NA;NA;41;0;421;421
431;TRUE;FALSE;acs;3;1.75;4.34;0.76;47;0.62;NA;NA;47;0;431;431
433;TRUE;FALSE;acs;3;2.14;6.06;0.91;56;0.44;NA;NA;43;0;433;433
