CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
14;TRUE;FALSE;99;4;1;NA;NA;1.9;1.92;0.81;14;14
46;TRUE;FALSE;40;1;2;NA;NA;1.08;1.95;0.04;46;46
59;TRUE;FALSE;84;4;0;NA;NA;2.1;1.25;0.51;59;59
63;TRUE;FALSE;11;2;1;NA;NA;1.57;2.17;0.34;63;63
70;TRUE;FALSE;48;0;1;NA;NA;2.35;1.7;0.51;70;70
188;TRUE;FALSE;63;1;1;NA;NA;1.86;2.36;0.33;188;188
218;TRUE;FALSE;88;1;1;NA;NA;2.26;1.39;0.5;218;218
220;TRUE;FALSE;47;0;1;NA;NA;1.87;2.23;0.37;220;220
265;TRUE;FALSE;27;0;1;NA;NA;1.92;2.08;0.32;265;265
295;TRUE;FALSE;25;1;1;NA;NA;1.31;2.46;0.04;295;295
312;TRUE;FALSE;59;0;1;NA;NA;2.11;2.24;0.34;312;312
324;TRUE;FALSE;15;0;1;NA;NA;1.69;2.29;0.31;324;324
378;TRUE;FALSE;28;0;1;NA;NA;2.01;2.42;0.28;378;378
383;TRUE;FALSE;12;0;1;NA;NA;2.3;2.24;0.33;383;383
386;TRUE;FALSE;19;0;1;NA;NA;2.28;2.02;0.26;386;386
426;TRUE;TRUE;18;0;1;NA;NA;1.86;2.3;0.24;426;426
446;TRUE;FALSE;13;0;1;NA;NA;2.47;2.43;0.24;446;446
461;TRUE;FALSE;14;0;1;NA;NA;1.67;2.26;0.34;461;461
