CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
67;TRUE;FALSE;acs;3;0.82;3.07;0.77;18;0.94;NA;NA;22;1;67;67
81;TRUE;FALSE;mmas;3;1.28;2.13;0.74;45;NA;NA;NA;17;0;81;81
108;TRUE;FALSE;acs;3;4.49;4.16;0.69;25;0.71;NA;NA;27;1;108;108
196;TRUE;FALSE;acs;3;3.04;2.39;0.7;54;0.59;NA;NA;21;0;196;196
226;TRUE;FALSE;acs;3;1.91;4.83;0.76;42;0.58;NA;NA;14;1;226;226
254;TRUE;FALSE;acs;3;0.98;1.41;0.88;33;0.86;NA;NA;16;1;254;254
260;TRUE;FALSE;acs;3;2.02;2.85;0.41;36;0.83;NA;NA;47;1;260;260
322;TRUE;FALSE;acs;3;2.44;0.18;0.63;30;0.89;NA;NA;25;0;322;322
409;TRUE;FALSE;acs;3;2.77;4;0.6;61;0.77;NA;NA;48;1;409;409
422;TRUE;FALSE;acs;3;1.49;1.46;0.7;51;0.91;NA;NA;25;1;422;422
436;TRUE;FALSE;acs;3;2.21;0.86;0.91;19;0.57;NA;NA;22;1;436;436
458;TRUE;FALSE;acs;3;1.67;5.5;0.6;27;0.91;NA;NA;41;0;458;458
481;TRUE;FALSE;acs;3;3.42;9.9;0.78;53;0.44;NA;NA;27;1;481;481
494;TRUE;FALSE;acs;3;1.19;1.25;0.53;46;0.97;NA;NA;30;0;494;494
495;TRUE;FALSE;acs;3;3.04;8.97;0.74;56;0.47;NA;NA;22;1;495;495
577;TRUE;FALSE;acs;3;3;6.94;0.7;53;0.3;NA;NA;32;0;577;577
580;TRUE;FALSE;acs;3;1.7;2.86;0.72;27;0.85;NA;NA;31;1;580;580
716;TRUE;FALSE;acs;3;2.88;6.3;0.59;55;0.38;NA;NA;30;0;716;716
718;TRUE;FALSE;acs;3;3.1;6.85;0.66;56;0.3;NA;NA;31;0;718;718
747;TRUE;FALSE;acs;3;3.07;7.08;0.77;53;0.23;NA;NA;33;0;747;747
765;TRUE;FALSE;acs;3;2.85;7.07;0.71;51;0.24;NA;NA;35;0;765;765
794;TRUE;FALSE;acs;3;3.38;5.81;0.54;58;0.36;NA;NA;33;1;794;794
803;TRUE;FALSE;acs;3;2.78;7.21;0.57;56;0.3;NA;NA;36;0;803;803
811;TRUE;FALSE;acs;3;2.82;6.97;0.72;58;0.43;NA;NA;28;0;811;811
821;TRUE;FALSE;acs;3;2.93;6.45;0.56;50;0.36;NA;NA;30;0;821;821
825;TRUE;TRUE;acs;3;2.75;6.78;0.54;52;0.33;NA;NA;38;0;825;825
