CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
3;TRUE;FALSE;82;0;0;NA;NA;0.92;1.6;0.6;3;3
12;TRUE;FALSE;45;1;1;NA;NA;0.45;1.75;0.65;12;12
25;TRUE;FALSE;76;5;0;NA;7;1.93;1.36;0.74;25;25
29;TRUE;FALSE;150;0;0;NA;NA;1;1.05;0.63;29;29
31;TRUE;FALSE;73;0;0;NA;NA;2.21;0.31;0.86;31;31
38;TRUE;FALSE;48;1;0;NA;NA;1.8;2.38;0.73;38;38
40;TRUE;FALSE;157;4;0;NA;NA;2.48;2.07;0.87;40;40
59;TRUE;FALSE;84;5;0;NA;10;1.79;1.55;0.13;59;59
61;TRUE;FALSE;142;4;2;NA;NA;2.46;1.96;0.84;61;61
73;TRUE;FALSE;200;0;0;NA;NA;2.08;2.15;0.86;73;73
86;TRUE;FALSE;58;4;2;NA;NA;0.97;2.44;0.7;86;86
95;TRUE;FALSE;58;1;0;NA;NA;1.35;1.87;0.82;95;95
96;TRUE;FALSE;61;1;0;NA;NA;1.87;2.27;0.71;96;96
97;TRUE;FALSE;152;4;0;NA;NA;2.28;2.01;0.79;97;97
103;TRUE;FALSE;79;1;0;NA;NA;0.92;1.95;0.73;103;103
118;TRUE;FALSE;56;1;0;NA;NA;2.14;2.31;0.61;118;118
127;TRUE;FALSE;62;1;0;NA;NA;1.72;2.22;0.69;127;127
134;TRUE;FALSE;43;1;0;NA;NA;1.92;2.44;0.8;134;134
152;TRUE;FALSE;55;1;0;NA;NA;1.83;2.25;0.69;152;152
159;TRUE;FALSE;26;1;0;NA;NA;1.56;2.4;0.57;159;159
160;TRUE;FALSE;62;1;0;NA;NA;2.18;2.44;0.65;160;160
190;TRUE;TRUE;53;1;0;NA;NA;2.25;2.49;0.64;190;190
