CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;acs;3;4.85;3.96;1;6;0.58;NA;NA;36;1;1;1
29;TRUE;FALSE;as;3;3.76;5.52;0.47;27;NA;NA;NA;20;0;29;29
34;TRUE;FALSE;acs;2;3.84;1.93;0.02;29;0.66;NA;NA;40;0;34;34
46;TRUE;FALSE;acs;3;4.26;3.98;0.06;38;0.61;NA;NA;14;0;46;46
47;TRUE;FALSE;acs;3;2.96;1.94;0.63;38;0.31;NA;NA;32;1;47;47
55;TRUE;FALSE;ras;3;2.57;2.13;0.91;35;NA;54;NA;30;1;55;55
72;TRUE;FALSE;ras;3;3.11;1.96;0.58;54;NA;57;NA;39;0;72;72
95;TRUE;FALSE;acs;3;1.4;3.74;0.73;33;0.38;NA;NA;27;1;95;95
111;TRUE;FALSE;acs;3;3.92;4.1;0.17;48;0.75;NA;NA;16;0;111;111
115;TRUE;FALSE;acs;3;1.91;3.96;0.44;56;0.76;NA;NA;23;0;115;115
151;TRUE;FALSE;acs;3;3.33;4.43;0.23;44;0.21;NA;NA;25;0;151;151
155;TRUE;FALSE;acs;3;2.94;2.16;0.31;37;0.59;NA;NA;11;0;155;155
156;TRUE;FALSE;acs;3;3.59;1.93;0.02;39;0.94;NA;NA;9;0;156;156
157;TRUE;FALSE;acs;3;2.87;4.63;0.08;24;0.68;NA;NA;11;0;157;157
183;TRUE;FALSE;acs;3;2.52;0.96;0.22;33;0.6;NA;NA;10;0;183;183
215;TRUE;FALSE;acs;3;3.78;4.8;0.24;52;0.18;NA;NA;29;0;215;215
230;TRUE;FALSE;acs;3;2.8;4.55;0.2;46;0.37;NA;NA;25;0;230;230
259;TRUE;TRUE;acs;3;4.42;2.86;0.06;46;0.8;NA;NA;15;0;259;259
283;TRUE;FALSE;acs;3;2.77;4.99;0.32;49;0.37;NA;NA;26;0;283;283
286;TRUE;FALSE;acs;3;3.31;5.4;0.1;40;0.27;NA;NA;30;0;286;286
290;TRUE;FALSE;acs;3;4.73;2.72;0.04;43;0.72;NA;NA;17;0;290;290
306;TRUE;FALSE;acs;3;3.6;3.19;0.03;39;0.89;NA;NA;11;0;306;306
329;TRUE;FALSE;acs;3;4.45;2.49;0.06;46;0.64;NA;NA;15;0;329;329
