CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
5;TRUE;FALSE;93;5;0;NA;8;0.29;2.35;0.87;5;5
43;TRUE;FALSE;195;0;0;NA;NA;1.11;1.84;0.75;43;43
44;TRUE;FALSE;46;1;0;NA;NA;1.74;2.47;0.07;44;44
52;TRUE;FALSE;152;5;0;NA;2;2.29;1.45;0.61;52;52
59;TRUE;FALSE;65;4;0;NA;NA;0.88;1.92;0.44;59;59
93;TRUE;FALSE;88;0;0;NA;NA;1.69;1.28;0.69;93;93
102;TRUE;FALSE;68;0;0;NA;NA;2.44;1.33;0.76;102;102
125;TRUE;FALSE;33;1;0;NA;NA;1.92;2.14;0.55;125;125
133;TRUE;FALSE;97;4;2;NA;NA;0.6;2.34;0.6;133;133
158;TRUE;FALSE;56;1;0;NA;NA;2.24;2.2;0.58;158;158
176;TRUE;FALSE;162;0;0;NA;NA;1.72;1.23;0.68;176;176
186;TRUE;FALSE;71;4;0;NA;NA;1.1;2.19;0.43;186;186
193;TRUE;FALSE;59;4;0;NA;NA;0.55;2.47;0.33;193;193
223;TRUE;FALSE;116;4;2;NA;NA;0.83;2.04;0.61;223;223
240;TRUE;FALSE;26;1;0;NA;NA;2.24;2.12;0.49;240;240
246;TRUE;FALSE;45;4;0;NA;NA;1.21;2.27;0.44;246;246
287;TRUE;FALSE;30;1;0;NA;NA;2.05;2.03;0.59;287;287
294;TRUE;FALSE;79;4;0;NA;NA;1.32;2.38;0.41;294;294
301;TRUE;FALSE;37;4;0;NA;NA;1.3;2.37;0.46;301;301
337;TRUE;FALSE;71;4;0;NA;NA;1.35;2.3;0.4;337;337
342;TRUE;FALSE;67;4;0;NA;NA;1.29;2.42;0.42;342;342
343;TRUE;FALSE;47;4;0;NA;NA;1.28;2.37;0.43;343;343
346;TRUE;FALSE;31;4;0;NA;NA;1.12;2.44;0.43;346;346
350;TRUE;TRUE;92;4;0;NA;NA;1.3;2.43;0.41;350;350
372;TRUE;FALSE;96;4;0;NA;NA;1.28;2.42;0.45;372;372
396;TRUE;FALSE;71;4;0;NA;NA;1.45;2.33;0.39;396;396
