CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
14;TRUE;FALSE;mmas;3;4.08;1.96;0.33;90;NA;NA;NA;48;0;14;14
49;TRUE;FALSE;mmas;3;3.85;3.67;0.1;22;NA;NA;NA;17;1;49;49
121;TRUE;FALSE;acs;3;4.02;2.36;0.18;56;0.54;NA;NA;31;0;121;121
129;TRUE;FALSE;acs;3;2.18;2.08;0.12;22;0.25;NA;NA;29;1;129;129
134;TRUE;FALSE;mmas;3;3.35;4.48;0.13;9;NA;NA;NA;39;1;134;134
175;TRUE;FALSE;acs;3;3.14;4.58;0.15;17;0.61;NA;NA;17;1;175;175
193;TRUE;FALSE;mmas;3;4.18;3.13;0.15;21;NA;NA;NA;17;1;193;193
216;TRUE;FALSE;acs;3;1.87;7.43;0.05;10;0.69;NA;NA;21;1;216;216
224;TRUE;FALSE;acs;3;1.41;2.66;0.39;11;0.96;NA;NA;23;1;224;224
236;TRUE;FALSE;mmas;3;4.73;2.54;0.09;23;NA;NA;NA;17;0;236;236
271;TRUE;FALSE;acs;3;1.36;3.58;0.41;13;0.97;NA;NA;25;1;271;271
274;TRUE;FALSE;mmas;3;2.92;2.69;0.13;22;NA;NA;NA;25;1;274;274
278;TRUE;FALSE;mmas;3;2.35;4.24;0.17;19;NA;NA;NA;18;0;278;278
365;TRUE;FALSE;mmas;3;3.17;2.82;0.14;21;NA;NA;NA;23;1;365;365
371;TRUE;FALSE;mmas;3;2.29;3.17;0.13;14;NA;NA;NA;10;0;371;371
391;TRUE;FALSE;mmas;3;3.2;5.11;0.14;19;NA;NA;NA;12;0;391;391
395;TRUE;FALSE;mmas;3;3;3.47;0.16;19;NA;NA;NA;14;0;395;395
451;TRUE;FALSE;mmas;3;3.11;4.2;0.14;19;NA;NA;NA;13;0;451;451
485;TRUE;TRUE;mmas;3;2.91;3.64;0.12;20;NA;NA;NA;12;0;485;485
516;TRUE;FALSE;mmas;3;3;2.32;0.16;32;NA;NA;NA;14;0;516;516
517;TRUE;FALSE;mmas;3;3.54;4.49;0.18;26;NA;NA;NA;17;0;517;517
549;TRUE;FALSE;mmas;3;3.49;4.6;0.16;26;NA;NA;NA;14;0;549;549
558;TRUE;FALSE;mmas;3;3.18;3.25;0.11;19;NA;NA;NA;13;0;558;558
563;TRUE;FALSE;mmas;3;2.8;3.62;0.15;22;NA;NA;NA;10;0;563;563
588;TRUE;FALSE;mmas;3;3.02;2.85;0.13;24;NA;NA;NA;13;0;588;588
598;TRUE;FALSE;mmas;3;3.18;2.7;0.15;25;NA;NA;NA;11;0;598;598
613;TRUE;FALSE;mmas;3;2.99;3.78;0.15;22;NA;NA;NA;11;0;613;613
622;TRUE;FALSE;mmas;3;2.78;3.71;0.15;18;NA;NA;NA;11;0;622;622
629;TRUE;FALSE;mmas;3;2.77;3.5;0.17;18;NA;NA;NA;11;0;629;629
631;TRUE;FALSE;mmas;3;2.58;3.65;0.16;23;NA;NA;NA;8;0;631;631
