CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
1;TRUE;FALSE;47;2;1;NA;NA;2.31;2.32;0.27;1;1
8;TRUE;FALSE;72;1;2;NA;NA;1.99;1.38;0.61;8;8
17;TRUE;FALSE;153;5;0;NA;9;1.76;1.3;0.86;17;17
20;TRUE;FALSE;4;4;1;NA;NA;1.13;1.92;0.19;20;20
26;TRUE;FALSE;41;5;1;NA;7;0.35;1.77;0.69;26;26
35;TRUE;FALSE;92;4;2;NA;NA;2.23;2.1;0.76;35;35
49;TRUE;FALSE;32;4;0;NA;NA;1.42;2.04;0.12;49;49
59;TRUE;FALSE;87;0;0;NA;NA;2.34;0.95;0.51;59;59
62;TRUE;FALSE;16;2;1;NA;NA;2.23;2.07;0.24;62;62
74;TRUE;FALSE;47;0;0;NA;NA;2.13;1.41;0.21;74;74
75;TRUE;FALSE;183;4;2;NA;NA;2.43;2.25;0.51;75;75
94;TRUE;FALSE;123;4;2;NA;NA;2.18;2.1;0.7;94;94
106;TRUE;FALSE;73;4;2;NA;NA;2.13;1.88;0.82;106;106
108;TRUE;FALSE;144;4;2;NA;NA;2.29;2.45;0.62;108;108
131;TRUE;FALSE;6;2;1;NA;NA;2.27;2.23;0.07;131;131
140;TRUE;FALSE;17;2;1;NA;NA;1.93;2.36;0.19;140;140
162;TRUE;FALSE;184;4;2;NA;NA;2.49;2.33;0.6;162;162
165;TRUE;FALSE;14;2;1;NA;NA;2.25;2.21;0.12;165;165
169;TRUE;FALSE;175;4;2;NA;NA;2.26;2.19;0.65;169;169
178;TRUE;FALSE;144;4;2;NA;NA;2.33;2.35;0.7;178;178
183;TRUE;FALSE;147;4;2;NA;NA;2.35;2.49;0.6;183;183
192;TRUE;TRUE;200;4;2;NA;NA;2.48;2.31;0.64;192;192
