CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia;ORIGINAL_CONFIG_ID;TESTING_CONFIG_ID
6;TRUE;FALSE;162;1;0;NA;NA;1.49;2.35;0.37;6;6
20;TRUE;FALSE;156;4;2;NA;NA;0.79;1.65;0.8;20;20
32;TRUE;FALSE;165;4;0;NA;NA;0.67;2.31;0.53;32;32
40;TRUE;FALSE;103;4;0;NA;NA;0.52;2.47;0.47;40;40
65;TRUE;FALSE;27;0;0;NA;NA;1.28;2.21;0.63;65;65
76;TRUE;FALSE;174;4;0;NA;NA;1.41;2.33;0.45;76;76
105;TRUE;FALSE;192;4;0;NA;NA;0.62;2.11;0.47;105;105
112;TRUE;FALSE;158;4;0;NA;NA;1.84;2.23;0.4;112;112
123;TRUE;FALSE;182;4;0;NA;NA;1.45;2.36;0.27;123;123
156;TRUE;FALSE;104;4;0;NA;NA;0.17;2.48;0.2;156;156
165;TRUE;FALSE;180;4;0;NA;NA;1.85;2.16;0.63;165;165
172;TRUE;FALSE;153;4;0;NA;NA;0.9;2.4;0.5;172;172
197;TRUE;FALSE;184;4;0;NA;NA;1.52;2.49;0.31;197;197
207;TRUE;FALSE;110;4;0;NA;NA;0.6;2.42;0.46;207;207
219;TRUE;FALSE;181;4;0;NA;NA;1.61;2.37;0.58;219;219
226;TRUE;FALSE;174;4;0;NA;NA;1.98;2.38;0.51;226;226
230;TRUE;FALSE;116;4;0;NA;NA;0.56;2.49;0.49;230;230
231;TRUE;TRUE;103;4;0;NA;NA;0.5;2.49;0.48;231;231
242;TRUE;FALSE;95;4;0;NA;NA;0.24;2.44;0.49;242;242
252;TRUE;FALSE;100;4;0;NA;NA;0.6;2.46;0.5;252;252
